member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
1757~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~72.28~25~59.60~50~51.60~100~44.41~250~39.76~500~38.60~1000~38.53~2500~38.39~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1758~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~86.14~25~65.39~50~55.58~100~46.35~250~41.57~500~40.33~1000~40.19~2500~39.92~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1759~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~On metal badge or on leather section~10~~10~59.82~25~56.97~50~51.48~100~44.86~250~39.90~500~38.67~1000~38.53~2500~38.39~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1760~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~26.35~25~17.65~50~15.66~100~13.55~250~12.63~500~11.12~1000~10.01~2500~9.94~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1761~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 2 Colour Screen Print (2 colours)~1 position~2 colour~Screen Print~Screen Print~~10~~10~39.32~25~22.84~50~17.83~100~15.55~250~14.48~500~12.77~1000~11.47~2500~11.33~Setup~150~210~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1762~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~25~~~~25~16.52~50~15.57~100~13.80~250~12.55~500~11.05~1000~9.88~2500~9.74~Setup~165~235~Repeat Setup Cost: $25~Pre Production Sample~~$165~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1763~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~25~~~~25~16.52~50~15.57~100~13.80~250~12.55~500~11.05~1000~9.88~2500~9.74~Setup~165~235~Repeat Setup Cost: $25~Pre Production Sample~~$165~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1764~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~25~~~~25~17.56~50~16.61~100~14.80~250~13.52~500~11.95~1000~10.71~2500~10.57~Setup~190~270~Repeat Setup Cost: $25~Pre Production Sample~~$25~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1765~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~31.66~25~20.41~50~16.30~100~13.22~250~11.32~500~10.05~1000~9.04~2500~8.97~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1766~2164~The Range 2017~JournalBooks~~~21M9189BL~Hampton JournalBook~21M9189~21M21M9189~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  JournalBook |  black |  lined pad |  ultrahyde material |  double pen loop |  lock closure |  business card holder |  ribbon page marker |  Blue |  Notebook |  Journal |  cardholder~~FALSE~Hampton JournalBook available in Black or Navy Blue with 90 sheets of lined paper. Made from Ultrahyde material. (Pens shown available separately item number: #654)~Includes a 187mm(w) x 237mm(h) bound journal refill book with 90 sheets of lined paper.  Double pen loop lock closure. Business card pocket. Ribbon page marker. Made from Ultrahyde material.~~Ultrahyde~257mm(h) x 197mm(w) x 22mm(d)~None~9189BL_0008.jpg~9189BL_0017.jpg | 9189BL_1.jpg | 9189BL_0014.jpg | 9189BL_0016.jpg | 9189BK.jpg | 9189-GEN.jpg~9189-GEN.jpg~Black |  Blue~Black |  Blue~~~~~~Badge  |  Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print ~Emboss/Screen/Pad: 75mm(w) x 125mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~51.12~25~28.63~50~19.65~100~15.22~250~12.19~500~10.77~1000~9.67~2500~9.53~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~285~450~290~15~24~0.0371925~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9189BL
1767~2164~The Range 2017~JournalBooks~~~21M9190BK~Ambassador Pocket Bound JournalBook~21M9190BK~21M21M9190BK~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  Pocket |  JournalBook |  elastic closure |  ribbon page marker |  expandable accordion pocket |  80 sheets of lined paper |  Ultrahyde material. |  Black |  Notebook |  Journal~~FALSE~Ambassador Pocket Bound JournalBook with built-in elastic closure.~Ribbon page marker. Expandable accordion pocket. Includes 80 sheets of lined paper.~~Ultrahyde~144mm(h) x 95mm(w) x 15mm(d)~Polybag~9190BK.jpg~9190BK_0008.jpg | 9190BK_0027.jpg | 9190BK_0028.jpg | 9190BK_2.jpg | 9190BK_0004.jpg | 9190BK_0021.jpg | 9190BK_0023.jpg | 9190BK_0025.jpg | 9190BK_1.jpg | 9190BK_3.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print ~Emboss/Pad/Foil: 45mm(w) x 95mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~25~~~~25~8.44~50~7.49~100~6.63~250~5.83~500~5.27~1000~4.65~2500~4.18~Setup~165~235~Repeat Setup Cost: $25~Pre Production Sample~~$165~410~395~180~13.5~96~0.029151~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9190BK
1768~2164~The Range 2017~JournalBooks~~~21M9190BK~Ambassador Pocket Bound JournalBook~21M9190BK~21M21M9190BK~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  Pocket |  JournalBook |  elastic closure |  ribbon page marker |  expandable accordion pocket |  80 sheets of lined paper |  Ultrahyde material. |  Black |  Notebook |  Journal~~FALSE~Ambassador Pocket Bound JournalBook with built-in elastic closure.~Ribbon page marker. Expandable accordion pocket. Includes 80 sheets of lined paper.~~Ultrahyde~144mm(h) x 95mm(w) x 15mm(d)~Polybag~9190BK.jpg~9190BK_0008.jpg | 9190BK_0027.jpg | 9190BK_0028.jpg | 9190BK_2.jpg | 9190BK_0004.jpg | 9190BK_0021.jpg | 9190BK_0023.jpg | 9190BK_0025.jpg | 9190BK_1.jpg | 9190BK_3.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print ~Emboss/Pad/Foil: 45mm(w) x 95mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~25~~~~25~11.90~50~10.09~100~8.18~250~7.10~500~6.73~1000~6.00~2500~5.29~Setup~175~245~Repeat Setup Cost: $35~Pre Production Sample~~$175~410~395~180~13.5~96~0.029151~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9190BK
1769~2164~The Range 2017~JournalBooks~~~21M9190BK~Ambassador Pocket Bound JournalBook~21M9190BK~21M21M9190BK~Brands/JournalBooks | JournalBooks/JournalBooks | ~Stationery | Notebooks & Journals~Brands |  JournalBooks |  JournalBooks |  Pocket |  JournalBook |  elastic closure |  ribbon page marker |  expandable accordion pocket |  80 sheets of lined paper |  Ultrahyde material. |  Black |  Notebook |  Journal~~FALSE~Ambassador Pocket Bound JournalBook with built-in elastic closure.~Ribbon page marker. Expandable accordion pocket. Includes 80 sheets of lined paper.~~Ultrahyde~144mm(h) x 95mm(w) x 15mm(d)~Polybag~9190BK.jpg~9190BK_0008.jpg | 9190BK_0027.jpg | 9190BK_0028.jpg | 9190BK_2.jpg | 9190BK_0004.jpg | 9190BK_0021.jpg | 9190BK_0023.jpg | 9190BK_0025.jpg | 9190BK_1.jpg | 9190BK_3.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print ~Emboss/Pad/Foil: 45mm(w) x 95mm(h)~FALSE~TRUE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~25~~~~25~13.46~50~11.64~100~9.38~250~8.55~500~7.58~1000~7.34~2500~6.54~Setup~210~295~Repeat Setup Cost: $35~Pre Production Sample~~$35~410~395~180~13.5~96~0.029151~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9190BK
