member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL,,,,,,,,,,,,,,,,,,,
122~2164~The Range 2017~~~~21M1385~Business Card Holder~21M1385~~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  card |  holder |  leather |  look |  business |  card |  travel |  conference |  black |  with |  silver |  badge |  aluminium/koskin |  imitation |  leather |  Black |  cardholder~~0~A great modern design aluminium card holder with leather look trim.~Holds 10 business cards. Engraves silver~~aluminium/koskin imitation leather~95mm(w) x 65mm(h) x 12mm(d)~Wrapped in tissue paper and presented in a plain black tuck box.  Packaging Size: 110mm(h) x 70mm(w) x 12mm(d)~1385.jpg~1385_0008.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser/Pad - On Badge: 38mm(w) x 14mm(h).  Pad - On Lid: 40mm(w) x 30mm(h).  Other Methods: Contact your decorator for applicability and size~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~25~~~0.00~25~9.31~50~8.36~100~7.49~250~6.45~500~6.10~1000~5.41~2500~4.89~Setup~190~270~Repeat Setup Cost: $25~Pre Production Sample~~$25~340~310~280~14~200~0.029512~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1385,,,,,,,,,,,,,,,
123~2164~The Range 2017~~~~21M1385~Business Card Holder~21M1385~~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  card |  holder |  leather |  look |  business |  card |  travel |  conference |  black |  with |  silver |  badge |  aluminium/koskin |  imitation |  leather |  Black |  cardholder~~0~A great modern design aluminium card holder with leather look trim.~Holds 10 business cards. Engraves silver~~aluminium/koskin imitation leather~95mm(w) x 65mm(h) x 12mm(d)~Wrapped in tissue paper and presented in a plain black tuck box.  Packaging Size: 110mm(h) x 70mm(w) x 12mm(d)~1385.jpg~1385_0008.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser/Pad - On Badge: 38mm(w) x 14mm(h).  Pad - On Lid: 40mm(w) x 30mm(h).  Other Methods: Contact your decorator for applicability and size~0~0~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~16.75~25~9.48~50~6.92~100~5.47~250~4.37~500~4.08~1000~3.92~2500~3.29~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~340~310~280~14~200~0.029512~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1385,,,,,,,,,,,,,,,
124~2164~The Range 2017~~~~21M1385~Business Card Holder~21M1385~~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  card |  holder |  leather |  look |  business |  card |  travel |  conference |  black |  with |  silver |  badge |  aluminium/koskin |  imitation |  leather |  Black |  cardholder~~0~A great modern design aluminium card holder with leather look trim.~Holds 10 business cards. Engraves silver~~aluminium/koskin imitation leather~95mm(w) x 65mm(h) x 12mm(d)~Wrapped in tissue paper and presented in a plain black tuck box.  Packaging Size: 110mm(h) x 70mm(w) x 12mm(d)~1385.jpg~1385_0008.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser/Pad - On Badge: 38mm(w) x 14mm(h).  Pad - On Lid: 40mm(w) x 30mm(h).  Other Methods: Contact your decorator for applicability and size~0~0~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~29.20~25~14.67~50~9.55~100~6.82~250~4.90~500~4.56~1000~4.02~2500~3.57~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~340~310~280~14~200~0.029512~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1385,,,,,,,,,,,,,,,
125~2164~The Range 2017~~~~21M1385~Business Card Holder~21M1385~~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  card |  holder |  leather |  look |  business |  card |  travel |  conference |  black |  with |  silver |  badge |  aluminium/koskin |  imitation |  leather |  Black |  cardholder~~0~A great modern design aluminium card holder with leather look trim.~Holds 10 business cards. Engraves silver~~aluminium/koskin imitation leather~95mm(w) x 65mm(h) x 12mm(d)~Wrapped in tissue paper and presented in a plain black tuck box.  Packaging Size: 110mm(h) x 70mm(w) x 12mm(d)~1385.jpg~1385_0008.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser/Pad - On Badge: 38mm(w) x 14mm(h).  Pad - On Lid: 40mm(w) x 30mm(h).  Other Methods: Contact your decorator for applicability and size~0~0~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~8.96~25~7.23~50~6.37~100~5.67~250~5.00~500~4.65~1000~4.14~2500~3.71~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~340~310~280~14~200~0.029512~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1385,,,,,,,,,,,,,,,
126~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~29.81~25~25.48~50~22.63~100~20.16~250~17.52~500~15.28~1000~14.47~2500~13.92~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
127~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~33.27~25~28.08~50~24.30~100~21.61~250~18.87~500~16.53~1000~15.72~2500~15.17~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
128~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~34.82~25~29.63~50~25.80~100~23.06~250~20.22~500~17.78~1000~16.97~2500~16.42~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
129~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~29.81~25~25.48~50~22.63~100~20.16~250~17.52~500~15.28~1000~14.47~2500~13.92~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
130~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~30.85~25~26.52~50~23.63~100~21.13~250~18.42~500~16.11~1000~15.31~2500~14.75~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
131~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~36.12~25~24.88~50~20.00~100~16.77~250~15.11~500~13.46~1000~12.11~2500~12.04~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
132~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~55.58~25~33.09~50~23.95~100~18.71~250~15.92~500~14.20~1000~12.74~2500~12.60~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
133~2164~The Range 2017~~~~21M1386~First Aid Kit~21M1386~~Health and Personal/First Aid Kits | ~Personal Care | First Aid Kits~Health |  Personal |  First Aid Kits |  First | Aid | Aid | Kit |  Black~~0~Supplied in a black PU zip case, this first aid kit is easy to keep handy for any occasion.~31 piece first aid kit packed in deluxe black PU pouch with silver zipper.  Includes: 1 x pair rubber gloves, 1 x CPR Mask, 1 x adhesive wound dressing, 1 x non-woven sponge, 1 x film dressing, 1 x metal scissors, 10 x bandaids, 1 x plastic tweezers, 2 x soap wipes, 2 x alcohol wipes, 2 x cleansing wipes, 1 x surgical tape, 1 x elastic gauze bandage, 6 x safety pins.~~PU case~Pouch size: 135mm(w) x 105mm(h) x 60mm(d)~Contents in polybag, then in PU case and white tuck box.  Packaging Size: 145mm(h) x 110mm(w) x 60mm(d)~1386.jpg~1386_0007.jpg | 1386_0004.jpg | 1386_0013.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 55mm(w) x 30mm(h)~0~0~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~On case~10~~10~22.63~25~21.94~50~19.80~100~17.18~250~15.13~500~14.50~1000~13.01~2500~12.88~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~590~180~380~8~30~0.040356~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1386
134~2164~The Range 2017~~~~21M1388~Tape Measure~21M1388~~Hardware/Tapes | ~Outdoors | Tools~Hardware |  Tapes |  Tape Measure 5 metres belt hook TPR grip |  Black with Silver~~0~Unique design tape, measuring tape 5M x 19mm(h) high quality measuring tape with black TPR grip. Black details, belt hook with 2 strong magnets, continuous automatic stop tape.~The tape itself is in cm. Yellow colour on both sides.  The heavy weight tape measure has gun metal finish on the side of the clip, it also has a great printable area which is matt plastic area framed in a gun metal colour plated trim. It comes on a black hinged gift box.~~Plastic and Metal~75mm(h) x 85mm(w) x 32mm(l)~Sitting in a black foam insert and presented in a deluxe black hinged box in a white sleeve.  Packaging Size: 110mm(h) x 105mm(w) x 50mm(d)~1388_1.jpg~1388_2.jpg | 1388_0007.jpg | 1388_3.jpg | 1388_0009.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Print with Dome ~Pad - On Tape: 15mm(h) x 35mm(w).  Pad - On Box: 60mm(w) x 60mm(h)~0~0~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~On presentation box~10~~10~30.97~25~27.42~50~24.58~100~22.02~250~19.17~500~16.67~1000~15.94~2500~15.53~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~450~320~300~19.5~48~0.0432~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1388,,,,,,,,,,,
135~2164~The Range 2017~~~~21M1388~Tape Measure~21M1388~~Hardware/Tapes | ~Outdoors | Tools~Hardware |  Tapes |  Tape Measure 5 metres belt hook TPR grip |  Black with Silver~~0~Unique design tape, measuring tape 5M x 19mm(h) high quality measuring tape with black TPR grip. Black details, belt hook with 2 strong magnets, continuous automatic stop tape.~The tape itself is in cm. Yellow colour on both sides.  The heavy weight tape measure has gun metal finish on the side of the clip, it also has a great printable area which is matt plastic area framed in a gun metal colour plated trim. It comes on a black hinged gift box.~~Plastic and Metal~75mm(h) x 85mm(w) x 32mm(l)~Sitting in a black foam insert and presented in a deluxe black hinged box in a white sleeve.  Packaging Size: 110mm(h) x 105mm(w) x 50mm(d)~1388_1.jpg~1388_2.jpg | 1388_0007.jpg | 1388_3.jpg | 1388_0009.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Print with Dome ~Pad - On Tape: 15mm(h) x 35mm(w).  Pad - On Box: 60mm(w) x 60mm(h)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~On presentation box~10~~10~34.43~25~30.02~50~26.25~100~23.47~250~20.51~500~17.92~1000~17.19~2500~16.78~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~450~320~300~19.5~48~0.0432~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1388,,,,,,,,,,,
136~2164~The Range 2017~~~~21M1388~Tape Measure~21M1388~~Hardware/Tapes | ~Outdoors | Tools~Hardware |  Tapes |  Tape Measure 5 metres belt hook TPR grip |  Black with Silver~~0~Unique design tape, measuring tape 5M x 19mm(h) high quality measuring tape with black TPR grip. Black details, belt hook with 2 strong magnets, continuous automatic stop tape.~The tape itself is in cm. Yellow colour on both sides.  The heavy weight tape measure has gun metal finish on the side of the clip, it also has a great printable area which is matt plastic area framed in a gun metal colour plated trim. It comes on a black hinged gift box.~~Plastic and Metal~75mm(h) x 85mm(w) x 32mm(l)~Sitting in a black foam insert and presented in a deluxe black hinged box in a white sleeve.  Packaging Size: 110mm(h) x 105mm(w) x 50mm(d)~1388_1.jpg~1388_2.jpg | 1388_0007.jpg | 1388_3.jpg | 1388_0009.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Print with Dome ~Pad - On Tape: 15mm(h) x 35mm(w).  Pad - On Box: 60mm(w) x 60mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~On presentation box~10~~10~35.98~25~31.57~50~27.75~100~24.92~250~21.86~500~19.17~1000~18.44~2500~18.03~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~450~320~300~19.5~48~0.0432~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1388,,,,,,,,,,,
137~2164~The Range 2017~~~~21M1388~Tape Measure~21M1388~~Hardware/Tapes | ~Outdoors | Tools~Hardware |  Tapes |  Tape Measure 5 metres belt hook TPR grip |  Black with Silver~~0~Unique design tape, measuring tape 5M x 19mm(h) high quality measuring tape with black TPR grip. Black details, belt hook with 2 strong magnets, continuous automatic stop tape.~The tape itself is in cm. Yellow colour on both sides.  The heavy weight tape measure has gun metal finish on the side of the clip, it also has a great printable area which is matt plastic area framed in a gun metal colour plated trim. It comes on a black hinged gift box.~~Plastic and Metal~75mm(h) x 85mm(w) x 32mm(l)~Sitting in a black foam insert and presented in a deluxe black hinged box in a white sleeve.  Packaging Size: 110mm(h) x 105mm(w) x 50mm(d)~1388_1.jpg~1388_2.jpg | 1388_0007.jpg | 1388_3.jpg | 1388_0009.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Print with Dome ~Pad - On Tape: 15mm(h) x 35mm(w).  Pad - On Box: 60mm(w) x 60mm(h)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~On presentation box~10~~10~30.97~25~27.42~50~24.58~100~22.02~250~19.17~500~16.67~1000~15.94~2500~15.53~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~450~320~300~19.5~48~0.0432~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1388,,,,,,,,,,,
138~2164~The Range 2017~~~~21M1388~Tape Measure~21M1388~~Hardware/Tapes | ~Outdoors | Tools~Hardware |  Tapes |  Tape Measure 5 metres belt hook TPR grip |  Black with Silver~~0~Unique design tape, measuring tape 5M x 19mm(h) high quality measuring tape with black TPR grip. Black details, belt hook with 2 strong magnets, continuous automatic stop tape.~The tape itself is in cm. Yellow colour on both sides.  The heavy weight tape measure has gun metal finish on the side of the clip, it also has a great printable area which is matt plastic area framed in a gun metal colour plated trim. It comes on a black hinged gift box.~~Plastic and Metal~75mm(h) x 85mm(w) x 32mm(l)~Sitting in a black foam insert and presented in a deluxe black hinged box in a white sleeve.  Packaging Size: 110mm(h) x 105mm(w) x 50mm(d)~1388_1.jpg~1388_2.jpg | 1388_0007.jpg | 1388_3.jpg | 1388_0009.jpg | ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Print with Dome ~Pad - On Tape: 15mm(h) x 35mm(w).  Pad - On Box: 60mm(w) x 60mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~On presentation box~10~~10~32.01~25~28.46~50~25.58~100~22.98~250~20.07~500~17.50~1000~16.78~2500~16.36~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~450~320~300~19.5~48~0.0432~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1388,,,,,,,,,,,
