member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
~~~~~~103M100420~15cm Mini Ruler~~Business~Business/Stationery~STATIONERY | RULERS~~No~~Small plastic ruler with both centimetres and inches.~~~~W 30mm x L 156mm x 3mm.~Loose packed. ~100420-0.jpg~~~White~~~~~~~Pad Print~Pad Print 65mm x 10mm.|Screen Print 140mm x 12mm.|Direct Digital 150mm x 12mm.~~~~~~Item + Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~250~~250~0.71~500~0.69~1000~0.67~2500~0.63~5000~0.60~~~~~~~Set Up Charges~0.15~50~~Full Colour Per Position~0.4~~~~~~~~~~http://www.trendscollection.co.nz/item/109391
~~~~~~103M100420~15cm Mini Ruler~~Business~Business/Stationery~STATIONERY | RULERS~~No~~Small plastic ruler with both centimetres and inches.~~~~W 30mm x L 156mm x 3mm.~Loose packed. ~100420-0.jpg~~~White~~~~~~~Screen Print~Pad Print 65mm x 10mm.|Screen Print 140mm x 12mm.|Direct Digital 150mm x 12mm.~~~~~~Item + Screen Print (1 Colour)~1 Position~1 Colour~Screen Print~~~250~~250~0.71~500~0.69~1000~0.67~2500~0.63~5000~0.60~~~~~~~Set Up Charges~0.15~50~~Full Colour Per Position~0.4~~~~~~~~~~http://www.trendscollection.co.nz/item/109714
