'member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL'~~~~~~~~~~~~
'1501~2164~The Range 2017~~~~21M9038GR~A4 Zippered Compendium with Calculator~21M9038~21M21M9038~Compendiums/Non-Leather Zippered | Compendiums/Tablet Compatible | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Non-Leather Zippered |  Tablet Compatible |   |  Samsung |  Galaxy |  Surface |  |  Black with grey stitching and internal lining~~0~Manufactured from black Koskin with grey PU accents and white stitching this compendium has a black and white striped polyester interior.~The interior layout includes a solar calculator'~ gusseted and zippered pockets~ pen loop~ the USB holders~' business card holders and a 25 page lined pad. Check out our Tablet Compatibility chart to see which tablets fit in the product. Please note that USB and Pen not included.~~Koskin~355mm(h) x 260mm(w) x 30mm(d)~Polybag~9038GR.jpg~9038GR_1.jpg | 9038GR_2.jpg | 9038BL.jpg | 9038BL_1.jpg~9038BL_1.jpg~Blue |  Grey~Blue |  Grey~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad/Screen/Emboss - 110mm(w) x 150mm(h)~0~0~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~62.26~25~41.42~50~32.53~100~26.82~250~24.28~500~21.88~1000~21.74~2500~21.46~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~480~290~375~12.5~15~0.0522~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9038GR'~~~~
'1502~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~84.17~25~70.45~50~66.16~100~58.21~250~52.42~500~52.28~1000~52.21~2500~52.14~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1503~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Screen Print (2 colours)~1 position~2 colour~Screen Print~Screen Print~~10~~10~96.67~25~75.29~50~68.82~100~60.00~250~54.01~500~53.81~1000~53.67~2500~53.53~Setup~150~210~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1504~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~84.42~25~74.40~50~70.03~100~61.72~250~55.19~500~54.64~1000~54.15~2500~53.60~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1505~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~87.75~25~76.82~50~71.65~100~63.07~250~56.44~500~55.89~1000~55.40~2500~54.85~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1506~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~89.25~25~78.27~50~73.10~100~64.41~250~57.69~500~57.14~1000~56.65~2500~56.10~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1507~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~84.42~25~74.40~50~70.03~100~61.72~250~55.19~500~54.64~1000~54.15~2500~53.60~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1508~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~85.42~25~75.37~50~71.00~100~62.62~250~56.03~500~55.47~1000~54.99~2500~54.43~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1509~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~89.50~25~73.65~50~67.40~100~58.51~250~52.83~500~52.76~1000~52.69~2500~52.56~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1510~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~106.00~25~81.35~50~71.39~100~60.45~250~54.64~500~54.50~1000~54.36~2500~54.08~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1511~2164~The Range 2017~~~~21M9046~A4 Leather Compendium~21M9046~21M21M9046~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  9118 |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~0~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally is has loops to hold pens and USB flashdrives with pockets for business and credit cards. Supplied with a standard pad this compendium is also able to hold a spiral pad.~Check out our Tablet Compatibility chart to see which tablets fit in the product.  Fits Tablet Holder Item <a href=http://www.therange.com.au/2016/Product.asp?iProductId=11364&iSubCategory=8413>9118</a>.  Will accommodate a side entry pad.~~Full grain leather~350mm(h) x 260mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 280mm(w) x 360mm(h) x 50mm(d)~9046_1.jpg~9046_3.jpg | 9046_2.jpg | 9046_5.jpg | 9046_6.jpg | 9046_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 150mm(h) x 150mm(w)~0~0~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~80.45~25~71.10~50~67.29~100~58.96~250~52.97~500~52.83~1000~52.69~2500~52.56~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~505~300~395~13~10~0.0598425~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9046'~~~~~~~~
'1512~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~37.94~25~33.61~50~29.37~100~26.56~250~23.40~500~20.68~1000~20.19~2500~19.64~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1513~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~41.40~25~34.88~50~31.03~100~28.02~250~24.75~500~21.93~1000~21.44~2500~20.89~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1514~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~42.96~25~36.38~50~32.53~100~29.47~250~26.09~500~23.18~1000~22.69~2500~22.14~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1515~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~37.94~25~33.61~50~29.37~100~26.56~250~23.40~500~20.68~1000~20.19~2500~19.64~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1516~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~38.98~25~33.38~50~30.37~100~27.53~250~24.30~500~21.51~1000~21.03~2500~20.47~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1517~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~34.22~25~32.49~50~28.53~100~25.19~250~22.80~500~20.68~1000~20.68~2500~20.68~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
'1518~2164~The Range 2017~~~~21M9065~Single Bottle Wine Carrier~21M9065~21M21M9065~Leisure/Wine Carriers | ~Bags | Wine Carriers~Leisure |  Wine Carriers |  single |  black |  striped |  white |  wine |  drawstring |  Black~~0~Leather single bottle wine carrier with contrasting material trim.~~~leather~Including handles: 400mm(h) x 120mm(diameter)~Wrapped in tissue paper and presented in a black deluxe 2 part gift box. Packaging Size: 445mm(h) x 135mm(w) x 119mm(d)~9065.jpg~  ~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 200mm(h) x 50mm(w)~0~0~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~38.98~25~29.89~50~25.62~100~23.26~250~20.78~500~18.74~1000~18.60~2500~18.46~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~590~305~435~6.5~10~0.07827825~~FREE Freight to SYD'~ MEL~ BNE~ GC~' CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9065'~~~~~~~~
