member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
The Premier Collection~S005259~THE PREMIER COLLECTION~793~~B53-05L~83MB53-05L~Aqua Dry Bag, 5 litre~~Leisure~Leisure/ Outdoor / Water activites~Bags | Backpacks & Backsacks~~No~~This durable outdoor bag, made with high frequency welded seams is not only water resistant but also resistant to dust, dirt and humidity. Made from tough 500D nylon-coated PVC Tarpaulin, and available in a large range of sizes (from 5 litres to 20 litres), this bag is a must for the outdoor enthusiast. Supplied with a shoulder strap and vertical grip handle. Available in black, blue, green, red, orange and yellow.~~~~19cm (w)x 35cm (h), capacity 5 Litre~Bulk Packed~b5300_water_bag_group~b5300_water_bag_group | b5300_aqua_dry_bag_red | b5300_aqua_dry_bag_red_ | b5300_aqua_dry_bag_green | b5300_aqua_dry_bag_green_ | b5300_aqua_dry_bag_blue | b5300_aqua_dry_bag_blue_ | b5300_aqua_dry_bag_black | b5300_aqua_dry_bag_black_ ~~~Black | Blue | Green | Red | Orange |Yellow~~~~~~Screen print~14cm x 12cm (w)~Yes~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Screen Print~~~~100~100~17.89~250~15.94~500~14.43~1000~13.11~2500~12.57~5000~#VALUE!~10 000~#VALUE!~~0.00~Setup Charge~75/col~110~Repeat Setup Charge~45/col~~~~~~~~~~http://www.premiercollection.com.au/product-listing.aspx?search=&searchText=b53~
The Premier Collection~S005259~THE PREMIER COLLECTION~794~~B53-10L~83MB53-10L~Aqua Dry Bag, 10 litre~~Leisure~Leisure/ Outdoor / Water activites~Bags | Backpacks & Backsacks~~No~~This durable outdoor bag, made with high frequency welded seams is not only water resistant but also resistant to dust, dirt and humidity. Made from tough 500D nylon-coated PVC Tarpaulin, and available in a large range of sizes (from 5 litres to 20 litres), this bag is a must for the outdoor enthusiast. Supplied with a shoulder strap and vertical grip handle. Available in black, blue, green, red, orange and yellow.~~~~19cm (w) x42cm (h), capacity 10 Litre~Bulk Packed~b5300_water_bag_group~b5300_water_bag_group | b5300_aqua_dry_bag_red | b5300_aqua_dry_bag_red_ | b5300_aqua_dry_bag_green | b5300_aqua_dry_bag_green_ | b5300_aqua_dry_bag_blue | b5300_aqua_dry_bag_blue_ | b5300_aqua_dry_bag_black | b5300_aqua_dry_bag_black_ ~~~Black | Blue | Green | Red | Orange |Yellow~~~~~~Screen print~16cm x 12cm (w)~Yes~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Screen Print~~~~100~100~19.58~250~16.19~500~14.46~1000~14.26~2500~13.60~5000~#VALUE!~10 000~#VALUE!~~0.00~Setup Charge~75/col~110~Repeat Setup Charge~45/col~~~~~~~~~~http://www.premiercollection.com.au/product-listing.aspx?search=&searchText=b53~
The Premier Collection~S005259~THE PREMIER COLLECTION~795~~B53-15L~83MB53-15L~Aqua Dry Bag, 15 litre~~Leisure~Leisure/ Outdoor / Water activites~Bags | Backpacks & Backsacks~~No~~This durable outdoor bag, made with high frequency welded seams is not only water resistant but also resistant to dust, dirt and humidity. Made from tough 500D nylon-coated PVC Tarpaulin, and available in a large range of sizes (from 5 litres to 20 litres), this bag is a must for the outdoor enthusiast. Supplied with a shoulder strap and vertical grip handle. Available in black, blue, green, red, orange and yellow.~~~~24cm (w) x 47cm (h), capacity 15 Litre~Bulk Packed~b5300_water_bag_group~b5300_water_bag_group | b5300_aqua_dry_bag_red | b5300_aqua_dry_bag_red_ | b5300_aqua_dry_bag_green | b5300_aqua_dry_bag_green_ | b5300_aqua_dry_bag_blue | b5300_aqua_dry_bag_blue_ | b5300_aqua_dry_bag_black | b5300_aqua_dry_bag_black_ ~~~Black | Blue | Green | Red | Orange |Yellow~~~~~~Screen print~18cm x 15cm (w)~Yes~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Screen Print~~~~100~100~21.95~250~18.32~500~16.36~1000~16.15~2500~15.50~5000~#VALUE!~10 000~#VALUE!~~0.00~Setup Charge~75/col~110~Repeat Setup Charge~45/col~~~~~~~~~~http://www.premiercollection.com.au/product-listing.aspx?search=&searchText=b53~
The Premier Collection~S005259~THE PREMIER COLLECTION~796~~B53-20L~83MB53-20L~Aqua Dry Bag, 20 litre~~Leisure~Leisure/ Outdoor / Water activites~Bags | Backpacks & Backsacks~~No~~This durable outdoor bag, made with high frequency welded seams is not only water resistant but also resistant to dust, dirt and humidity. Made from tough 500D nylon-coated PVC Tarpaulin, and available in a large range of sizes (from 5 litres to 20 litres), this bag is a must for the outdoor enthusiast. Supplied with a shoulder strap and vertical grip handle. Available in black, blue, green, red, orange and yellow.~~~~24cm (w) x 55cm (h), capacity 20 Litre ~Bulk Packed~b5300_water_bag_group~b5300_water_bag_group | b5300_aqua_dry_bag_red | b5300_aqua_dry_bag_red_ | b5300_aqua_dry_bag_green | b5300_aqua_dry_bag_green_ | b5300_aqua_dry_bag_blue | b5300_aqua_dry_bag_blue_ | b5300_aqua_dry_bag_black | b5300_aqua_dry_bag_black_ ~~~Black | Blue | Green | Red | Orange |Yellow~~~~~~Screen print~20cm x 15cm (w)~Yes~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Screen Print~~~~100~100~25.39~250~21.41~500~19.14~1000~18.89~13~22.27~5000~#VALUE!~10 000~#VALUE!~~0.00~Setup Charge~75/col~110~Repeat Setup Charge~45/col~~~~~~~~~~http://www.premiercollection.com.au/product-listing.aspx?search=&searchText=b53~
The Premier Collection~S005259~The Premier Collection ~563~~B5500~83MB5500~Cruiser Waterproof Cooler~~Bags~Bags / Cooler~Bags | Cooler Bags~~no~~This feature-packed cooler bag is made from super tough 600D nylon and includes a seam sealed lining making it 100% waterproof. A padded shoulder strap, 3 external pockets and a handy flat-fold design add to its appeal. Product size is 24cm (h) x 21cm (w) x 18cm (d). Available in Black, Blue or Red.~~~~24cm (h) x 21cm (w) x 18cm (d)~Bulk packed~b55_cruiser_cooler_bag_blue.jpg~b55_cruiser_cooler_bag_red.jpg|b55_cruiser_cooler_1.jpg|b55_cruiser_cooler_open.jpg|b55_cruiser_cooler_folded.jpg~~~Black|Blue|Red~~~~~~Print~~no~~~~~Printed~1 Position~1 Colour~Pad Print~~~~~50~16.92~100~15.77~250~14.66~500~13.17~1000~11.50~2500~11.15~5000~10.79~~0.00~Setup Charge~75~110~Repeat Setup Charge~35~~0.48~0.25~0.45~8~20~~~~~
The Premier Collection~S005259~The Premier Collection ~573~~B73~83MB73~Napa Valley 2 Bottle Cooler~~Bar Accessories~Bar Accessories / BYO~Bags | Cooler Bags~~no~~Looking for a classic BYO bag? Then you’ve just found it. Napa Valley Cooler made from tough 600d material features double bottle capacity, insulated compartment and bottle divider. Available in black/silver or royal blue/silver. Bag size: 37cm (h) x 22cm (w) x 11cm (d)~~~~37cm (h) x 22cm (w) x 11cm (d)~Bulk packed~napa_bag.jpg~b73_napa_valley_black_1.jpg|b73_napa_valley_black_open.jpg~~~Black/Grey|Royal Blue/Grey~~~~~~Print~~no~~~~~Printed~1 Position~1 Colour~Pad Print~~~~~50~16.16~100~14.43~250~13.69~500~12.41~1000~10.94~2500~10.67~5000~10.39~~0.00~Setup Charge~75~110~Repeat Setup Charge~35~~0.48~0.36~0.42~7~20~~~~~
The Premier Collection~S005259~THE PREMIER COLLECTION~731~~B74~83MB74~Miami Picnic Cooler~~Leisure ~Picnic~Bags | Cooler Bags~~No~~Arrive in style at your next picnic with Miami Picnic Cooler in hand. Designed to keep your food and drink cool, this useful carry basket features an insulated foil lined interior, tough 600d outer and foldable aluminium frame with soft-feel rubber grip handle. ~~~~42cm (w) x 26cm (d) x 25cm (h) – excluding handle~Bulk packed~b74_miami_group.jpg~b74_miami_picnic_cooler_open.jpg|b74_miami_blue | b74_miami_picnic_cooler_closed_black | b74_miami_picnic_cooler_closed_navy | b74_miami_picnic_cooler_folded_insert | b74_miami_red~~~Black | Navy |Royal | Red~~~~~~Transfer print~~No~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Transfer Print ~~~~~50~23.88~100~20.92~250~18.50~500~16.67~1000~15.86~2500~15.44~5000~15.08~10000~#VALUE!~Setup Charge~75~110~Repeat Setup Charge~35~~0.58m~0.48m~0.42m~13~20~~~~~
The Premier Collection~S005259~THE PREMIER COLLECTION~733~~B75~83MB75~Alaska Cooler Seat~~Leisure~Picnic~Bags | Cooler Bags~~No~~This quality 2-in-1 gift is both a seat and a cooler bag. Made from tough 600d nylon with a super-tough black metal frame and carry handles, it features a foil insulated cooler compartment designed to keep food and drink cool for hours. Available in blue, black or navy. ~~~~33cm wide x 28cm deep x 40cm high~Bulk packed~b75_alaska_cooler_sml~b75_alaska_cooler_black | b75_alaska_cooler_navy | b75_alaska_cooler_open | b75_alaska_cooler_fold | b75_alaska_cooler_close~~~Blue | Black | Navy~~~~~~Transfer print~~No~~~~~Printed 1 colour 1 position~1 Position~1 Colour~Transfer Print ~~~~~50~20.57~100~18.34~250~16.19~500~14.61~1000~14.25~2500~13.64~5000~13.08~10000~#VALUE!~Setup Charge~75~110~Repeat Setup Charge~35~~~~~~~~~~~
The Premier Collection~S005259~The Premier Collection ~331~~B4800~83MB4800~Handi-Shopper~~Bags~Bags / Shopping~Bags | Enviro Non Woven Bags~~no~~Handi-Shopper is the ideal foldaway carry bag for tradeshows or low budget give-aways. Stays folded in its pouch until needed. When in use simply attach the pouch to the carry bag so it never gets lost. Printed in either one or two positions and available in a choice of 11 colours.~~~~39cm (h) x 37cm (w) x 11cm (d)~Bulk packed~b48_handi_shopper_blue_1.jpg~b48_handi_shopper_green.jpg|b48_handi_shopper_purple.jpg|b48_handi_shopper_red.jpg|b48_handi_shopper_white.jpg|b48_handi_shopper_yellow.jpg|b48_handi_shopper_pouch.jpg~~~Black|White|Red|Royal Blue|Navy|Light Blue|Yellow|Purple|Green|Lime Green|Orange~~~~~~Print~~no~~~~~Printed 1 Colour~1 Position~1 Colour~Pad Print~~~~~250~5.82~500~4.35~1000~3.87~2500~3.25~5000~2.97~~0.00~~0.00~~0.00~Setup Charge~75~110~Repeat Setup Charge~35~~0.46~0.28~0.31~10~250~~~~~
The Premier Collection~S005259~THE PREMIER COLLECTION~797~~B5200~83MB5200~Emergency Travel Bag~~Leisure~Leisure/ Outdoor / Water activites~Bags | Luggage & Travel Bags~~No~~If you’ve ever run out of luggage space while travelling, then you’ll absolutely love our latest ultra light-weight Emergency Travel Bag. Supplied folded into its pouch, it measures only 16cm x 17cm and weighs less than 90 grams, yet opens to reveal a large size travel bag measuring 45cm wide x 35cm high x 21cm deep. This ingeniously designed bag fits securely over the handle of your wheeled luggage, and is even able to hold a passport and travel documents in its pouch. Available in a choice of 11 vibrant colours.~~~~'Folded into pouch 16cm x 17cm, 
