member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
1,S005115,Bags Stock - Grace Collection Products Catalogue V1,,,,14MG1000,Classic Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Zippered front pocket, Zippered pockets at each end, Large main compartment closes with double zip, Strong carry handle with wraparound velcro closure, Studded base for durability",,,600 Denier Nylon,60cm (W) x 33cm (H) x 27cm (D),,G1000.jpg,,,"Black/Yellow, Maroon/White, Navy/White, Black, Black/Red, Black/Royal","Black-Yellow, Maroon-White, Navy-White, Black, Black-Red, Black-Royal",,,,,,,"Top Panel: 20cm (W) x 15cm (H), Front Panel: 25cm (W) x 15cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,35.17,50,33.39,100,33.06,250,28.19,,, ,,,,,,,,75,,,,,,,,,"16 units-box, 55cm x 37cm x 52cm, 21kg",,,,
11,,Bags Stock - Grace Collection Products Catalogue V11,,,,14MG1120,Soho Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, One large zippered pocket at the right, One large zippered wet pocket with mesh at the left, Two zippered pockets at the front, Removable and adjustable shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon,67cm (W) x 28cm (H) x 27cm (D),,G1120.jpg,,,"Royal/Black, Gold/Black, Charcoal/Black, Red/Black, Black/Black, Sky/Navy","Royal-Black, Gold-Black, Charcoal-Black, Red-Black, Black-Black, Sky-Navy",,,,,,,"Top Panel: 25cm (W) x 12cm (H), Front Panel: 10cm (W) x 8cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,36.83,50,33.47,100,33.15,250,28.33,,,,,,,,,,,75,,,,,,,,,"15 units-box, 62cm x 36cm x 52cm, 16.5kg",,,,
12,,Bags Stock - Grace Collection Products Catalogue V12,,,,14MG1188,Inline Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening and metal eyelets, Large zippered pocket at both sides with metal eyelet, One bottle holder pocket at the left, Removable and adjustable shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon,66cm (W) x 25cm (H) x 28cm (D),,G1188.jpg,,,"Red/White/Black, Royal/White/Black, Orange/White/Black","Red-White-Black, Royal-White-Black, Orange-White-Black",,,,,,,"Top Panel: 25cm (W) x 12cm (H), Front Panel: 8cm (W) x 8cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,30.45,50,28.67,100,27.42,250,25.12,,,,,,,,,,,75,,,,,,,,,"20 units-box, 60cm x 33cm x 58cm, 17.5kg",,,,
12,,Bags Stock - Grace Collection Products Catalogue V12,,,,14MG1188,Inline Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening and metal eyelets, Large zippered pocket at both sides with metal eyelet, One bottle holder pocket at the left, Removable and adjustable shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon,66cm (W) x 25cm (H) x 28cm (D),,G1188.jpg,,,"Red/White/Black, Royal/White/Black, Orange/White/Black","Red-White-Black, Royal-White-Black, Orange-White-Black",,,,,,,"Top Panel: 25cm (W) x 12cm (H), Front Panel: 8cm (W) x 8cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,32.35,50,28.92,100,27.66,250,25.42,,,,,,,,,,,75,,,,,,,,,"20 units-box, 60cm x 33cm x 58cm, 17.5kg",,,,
13,,Bags Stock - Grace Collection Products Catalogue V13,,,,14MG1215,Fortress Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, Top and front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durability",,,600 Denier Nylon,65cm (W) x 27cm (H) x 27cm (D),,G1215.jpg,,,"Black/Gold, Black/Stone, Black/Red, Bottle/Gold, Maroon/Gold, Royal/Black, Royal/Gold, Navy/White","Black-Gold, Black-Stone, Black-Red, Bottle-Gold, Maroon-Gold, Royal-Black, Royal-Gold, Navy-White",,,,,,,"Top Panel: 20cm (W) x 10cm (H), Front Panel: 9cm (W) x 5cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,33.56,50,31.67,100,30.32,250,27.81,,,,,,,,,,,75,,,,,,,,,"16 units-box, 60cm x 34.5cm x 48cm, 19kg",,,,
13,,Bags Stock - Grace Collection Products Catalogue V13,,,,14MG1215,Fortress Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, Top and front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durability",,,600 Denier Nylon,65cm (W) x 27cm (H) x 27cm (D),,G1215.jpg,,,"Black/Gold, Black/Stone, Black/Red, Bottle/Gold, Maroon/Gold, Royal/Black, Royal/Gold, Navy/White","Black-Gold, Black-Stone, Black-Red, Bottle-Gold, Maroon-Gold, Royal-Black, Royal-Gold, Navy-White",,,,,,,"Top Panel: 20cm (W) x 10cm (H), Front Panel: 9cm (W) x 5cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,34.17,50,31.92,100,30.56,250,28.11,,,,,,,,,,,75,,,,,,,,,"16 units-box, 60cm x 34.5cm x 48cm, 19kg",,,,
14,,Bags Stock - Grace Collection Products Catalogue V14,,,,14MG1227,Miller Backpack,Bags | Backpacks & Backsacks,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with zip closure, Front large zippered pocket with reflective trim, Mesh pocket on each side, Padded back with adjustable backpack strap",,,600 Denier Nylon,28cm (W) x 36cm (H) x 20cm (D),,G1227.jpg,,,"Yellow/Black, Rust/Black, Royal/Black","Yellow-Black, Rust-Black, Royal-Black",,,,,,,8cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,20.93,50,19.5,100,18.55,250,16.9,,,,,,,,,,,75,,,,,,,,,"50 units-box, 58cm x 38.5cm x 60cm, 20kg",,,,
14,,Bags Stock - Grace Collection Products Catalogue V14,,,,14MG1227,Miller Backpack,Bags | Backpacks & Backsacks,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with zip closure, Front large zippered pocket with reflective trim, Mesh pocket on each side, Padded back with adjustable backpack strap",,,600 Denier Nylon,28cm (W) x 36cm (H) x 20cm (D),,G1227.jpg,,,"Yellow/Black, Rust/Black, Royal/Black","Yellow-Black, Rust-Black, Royal-Black",,,,,,,8cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,22.84,50,19.75,100,18.79,250,17.19,,,,,,,,,,,75,,,,,,,,,"50 units-box, 58cm x 38.5cm x 60cm, 20kg",,,,
15,,Bags Stock - Grace Collection Products Catalogue V15,,,,14MG1232,Virage Backpack,Bags | Backpacks & Backsacks,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with zipper closure, Large front bungee pocket with zipper closure, Padded back with adjustable backpack strap and carry handle",,,600 Denier Nylon,33cm (W) x 46cm (H) x 25cm (D),,G1232.jpg,,,"Black/White/Black, Black/White/Red, Royal/White/Black","Black-White-Black, Black-White-Red, Royal-White-Black",,,,,,,12cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,26.04,50,24.42,100,23.31,250,21.31,,,,,,,,,,,75,,,,,,,,,"20 units-box, 54cm x 37.5cm x 54cm, 11.5kg",,,,
15,,Bags Stock - Grace Collection Products Catalogue V15,,,,14MG1232,Virage Backpack,Bags | Backpacks & Backsacks,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with zipper closure, Large front bungee pocket with zipper closure, Padded back with adjustable backpack strap and carry handle",,,600 Denier Nylon,33cm (W) x 46cm (H) x 25cm (D),,G1232.jpg,,,"Black/White/Black, Black/White/Red, Royal/White/Black","Black-White-Black, Black-White-Red, Royal-White-Black",,,,,,,12cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,27.94,50,24.67,100,23.55,250,21.61,,,,,,,,,,,75,,,,,,,,,"20 units-box, 54cm x 37.5cm x 54cm, 11.5kg",,,,
16,,Bags Stock - Grace Collection Products Catalogue V16,,,,14MG1249,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with U-shaped zipper closure, Large zippered pocket on one side, Elasticised mesh pocket on one side, Adjustable should strap and carry handle",,,600 Denier Nylon,65cm (W) x 31cm (H) x 26cm (D),,G1249.jpg,,,"Red/Black, Maroon/Black, Royal/Black","Red-Black, Maroon-Black, Royal-Black",,,,,,,"Top Panel: 12cm (W) x 5cm (H), Front Panel: 12cm (W) x 8cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,29.41,50,27.67,100,26.45,250,24.22,,,,,,,,,,,75,,,,,,,,,"25 units-box, 66cm x 35cm x 58cm, 19.5kg",,,,
16,,Bags Stock - Grace Collection Products Catalogue V16,,,,14MG1249,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with U-shaped zipper closure, Large zippered pocket on one side, Elasticised mesh pocket on one side, Adjustable should strap and carry handle",,,600 Denier Nylon,65cm (W) x 31cm (H) x 26cm (D),,G1249.jpg,,,"Red/Black, Maroon/Black, Royal/Black","Red-Black, Maroon-Black, Royal-Black",,,,,,,"Top Panel: 12cm (W) x 5cm (H), Front Panel: 12cm (W) x 8cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,31.31,50,27.92,100,26.69,250,24.52,,,,,,,,,,,75,,,,,,,,,"25 units-box, 66cm x 35cm x 58cm, 19.5kg",,,,
17,,Bags Stock - Grace Collection Products Catalogue V17,,,,14MG1250,Team Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped openin, Large zippered pocket at each end, Stong carry handle with wraparound velcro closure, Removable, adjustable shoulder strap, Studded base for durability",,,600 Denier Nylon,63cm (W) x 37cm (H) x 31cm (D),,G1250.jpg,,,"Black, Navy, Royal, Orange/Black, Red/Black, Royal/Black, Yellow/Black","Black, Navy, Royal, Orange-Black, Red-Black, Royal-Black, Yellow-Black",,,,,,,"Top Panel: 27cm (W) x 17cm (H), Front Panel: 16cm (W) x 14cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,32.52,50,30.67,100,29.35,250,26.91,,,,,,,,,,,75,,,,,,,,,"12 units-box, 56cm x 40cm x 35cm, 13.5kg",,,,
17,,Bags Stock - Grace Collection Products Catalogue V17,,,,14MG1250,Team Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped openin, Large zippered pocket at each end, Stong carry handle with wraparound velcro closure, Removable, adjustable shoulder strap, Studded base for durability",,,600 Denier Nylon,63cm (W) x 37cm (H) x 31cm (D),,G1250.jpg,,,"Black, Navy, Royal, Orange/Black, Red/Black, Royal/Black, Yellow/Black","Black, Navy, Royal, Orange-Black, Red-Black, Royal-Black, Yellow-Black",,,,,,,"Top Panel: 27cm (W) x 17cm (H), Front Panel: 16cm (W) x 14cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,34.43,50,30.92,100,29.6,250,27.21,,,,,,,,,,,75,,,,,,,,,"12 units-box, 56cm x 40cm x 35cm, 13.5kg",,,,
18,,Bags Stock - Grace Collection Products Catalogue V18,,,,14MG1277,Orion Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, One large zippered pocket with metal eyelets at the left, One large zippered wet pocket with metal eyelets at the right, Front zippered pocket with two inside mesh pockets and metal eyelets, Strong carry handle with plastic mould, Removable and adjustable shoulder strap with extra large carry pad, Studded base for durability",,,600 Denier Nylon,61cm (W) x 27cm (H) x 35cm (D),,G1277.jpg,,,"Black/Red, Black/Royal","Black-Red, Black-Royal",,,,,,,"Top Panel: 25cm (W) x 12cm (H), Front Panel: 12cm (W) x 10cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,43.33,50,41.29,100,37.98,250,35,,,,,,,,,,,75,,,,,,,,,"20 units-box, 55cm x 32cm x 60cm, 19.5kg",,,,
18,,Bags Stock - Grace Collection Products Catalogue V18,,,,14MG1277,Orion Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, One large zippered pocket with metal eyelets at the left, One large zippered wet pocket with metal eyelets at the right, Front zippered pocket with two inside mesh pockets and metal eyelets, Strong carry handle with plastic mould, Removable and adjustable shoulder strap with extra large carry pad, Studded base for durability",,,600 Denier Nylon,61cm (W) x 27cm (H) x 35cm (D),,G1277.jpg,,,"Black/Red, Black/Royal","Black-Red, Black-Royal",,,,,,,"Top Panel: 25cm (W) x 12cm (H), Front Panel: 12cm (W) x 10cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,45.17,50,41.53,100,38.2,250,35.28,,,,,,,,,,,75,,,,,,,,,"20 units-box, 55cm x 32cm x 60cm, 19.5kg",,,,
19,,Bags Stock - Grace Collection Products Catalogue V19,,,,14MG1315,Estelle Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with extra large zipper, One front large zippered pocket, One clear ID pocket at the right, Removable and adjustable shoulder strap with carry handle, Hard plastic base for support, Studded base for durability",,,420 Denier with Non-Phthalate nylon backing,51cm (W) x 33cm (H) x 28cm (D),,G1315.jpg,,,"Royal, Navy, Bottle Green, Black, Maroon","Royal, Navy, Bottle Green, Black, Maroon",,,,,,,Front panel: 14cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,52.83,50,50.48,100,46.5,250,42.92,,,,,,,,,,,75,,,,,,,,,,,,,
19,,Bags Stock - Grace Collection Products Catalogue V19,,,,14MG1315,Estelle Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with extra large zipper, One front large zippered pocket, One clear ID pocket at the right, Removable and adjustable shoulder strap with carry handle, Hard plastic base for support, Studded base for durability",,,420 Denier with Non-Phthalate nylon backing,51cm (W) x 33cm (H) x 28cm (D),,G1315.jpg,,,"Royal, Navy, Bottle Green, Black, Maroon","Royal, Navy, Bottle Green, Black, Maroon",,,,,,,Front panel: 14cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,54.67,50,50.73,100,46.73,250,43.19,,,,,,,,,,,75,,,,,,,,,,,,,
20,,Bags Stock - Grace Collection Products Catalogue V20,,,,14MG1319,Pronto Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with zipper closure, One large zippered wet pocket with mesh for ventilation, One large zippered pocket on the right, One clear ID pocket on the right, Removable shoulder strap with carry handle, Hard plastic base for support, Studded base for durability",,,420 Denier with Non-Phthalate nylon backing,51cm (W) x 23cm (H) x 23cm (D),,G1319.jpg,,,"Navy, Royal, Bottle Green, Black, Maroon","Navy, Royal, Bottle Green, Black, Maroon",,,,,,,Front panel: 10cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,38.25,50,36.37,100,36.05,250,30.76,,,,,,,,,,,75,,,,,,,,,,,,,
20,,Bags Stock - Grace Collection Products Catalogue V20,,,,14MG1319,Pronto Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with zipper closure, One large zippered wet pocket with mesh for ventilation, One large zippered pocket on the right, One clear ID pocket on the right, Removable shoulder strap with carry handle, Hard plastic base for support, Studded base for durability",,,420 Denier with Non-Phthalate nylon backing,51cm (W) x 23cm (H) x 23cm (D),,G1319.jpg,,,"Navy, Royal, Bottle Green, Black, Maroon","Navy, Royal, Bottle Green, Black, Maroon",,,,,,,Front panel: 10cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,40.08,50,36.61,100,36.29,250,31.04,,,,,,,,,,,75,,,,,,,,,,,,,
21,,Bags Stock - Grace Collection Products Catalogue V21,,,,14MG1320,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with zipper closure, 3 open pockets at the front, Large zippered pocket on one side, Adjustable shoulder strap and carry handle",,,600 Denier Nylon and Mesh Fabric,65cm (W) x 26cm (H) x 26cm (D),,G1320.jpg,,,"Black/Charcoal, Navy/White, Red/White","Black-Charcoal, Navy-White, Red-White",,,,,,,"Top Panel: 14cm (W) x 8cm (H), Front Panel: 8cm (W) x 6cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,31.14,50,29.33,100,28.06,250,25.72,,,,,,,,,,,75,,,,,,,,,"20 units-box, 68.5cm x 33cm x 38cm, 18kg",,,,
21,,Bags Stock - Grace Collection Products Catalogue V21,,,,14MG1320,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main compartment with zipper closure, 3 open pockets at the front, Large zippered pocket on one side, Adjustable shoulder strap and carry handle",,,600 Denier Nylon and Mesh Fabric,65cm (W) x 26cm (H) x 26cm (D),,G1320.jpg,,,"Black/Charcoal, Navy/White, Red/White","Black-Charcoal, Navy-White, Red-White",,,,,,,"Top Panel: 14cm (W) x 8cm (H), Front Panel: 8cm (W) x 6cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,33.04,50,29.58,100,28.31,250,26.02,,,,,,,,,,,75,,,,,,,,,"20 units-box, 68.5cm x 33cm x 38cm, 18kg",,,,
22,,Bags Stock - Grace Collection Products Catalogue V22,,,,14MG1328,Nomad,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large zippered front pocket, Adjustable shoulder straps with carry handles, 33 litre capacity",,,Polycotton Canvas,50cm (W) x 26cm (H) x 26cm (D),,G1328.jpg,,,"Black, Navy","Black, Navy",,,,,,,Front Panel: 8cm (H) x 12cm (W),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,24.31,50,22.75,100,21.69,250,19.81,,,,,,,,,,,75,,,,,,,,,"20 units-box, 49cm(L) x 37cm(W) x 45cm(H)",,,,
22,,Bags Stock - Grace Collection Products Catalogue V22,,,,14MG1328,Nomad,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large zippered front pocket, Adjustable shoulder straps with carry handles, 33 litre capacity",,,Polycotton Canvas,50cm (W) x 26cm (H) x 26cm (D),,G1328.jpg,,,"Black, Navy","Black, Navy",,,,,,,Front Panel: 8cm (H) x 12cm (W),,,,,,,1 Position,Medium,Embroidery,,,,,25,26.21,50,23,100,21.94,250,20.11,,,,,,,,,,,75,,,,,,,,,"20 units-box, 49cm(L) x 37cm(W) x 45cm(H)",,,,
23,,Bags Stock - Grace Collection Products Catalogue V23,,,,14MG1333,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large zippered pocket on both sides, Adjustable shoulder straps with reinforced carry handle",,,600 Denier Nylon,62cm (W) x 27cm (H) x 25cm (D),,G1333.jpg,,,"Maroon/White, Black/Royal, Bottle/Gold, Navy/White, Royal/White","Maroon-White, Black-Royal, Bottle-Gold, Navy-White, Royal-White",,,,,,,Front Panel: 14cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,29.24,50,27.5,100,26.29,250,24.07,,,,,,,,,,,75,,,,,,,,,"20 units-box, 55cm x 33cm x 56cm, 17.5kg",,,,
23,,Bags Stock - Grace Collection Products Catalogue V23,,,,14MG1333,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large zippered pocket on both sides, Adjustable shoulder straps with reinforced carry handle",,,600 Denier Nylon,62cm (W) x 27cm (H) x 25cm (D),,G1333.jpg,,,"Maroon/White, Black/Royal, Bottle/Gold, Navy/White, Royal/White","Maroon-White, Black-Royal, Bottle-Gold, Navy-White, Royal-White",,,,,,,Front Panel: 14cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,31.14,50,27.75,100,26.53,250,24.37,,,,,,,,,,,75,,,,,,,,,"20 units-box, 55cm x 33cm x 56cm, 17.5kg",,,,
24,,Bags Stock - Grace Collection Products Catalogue V24,,,,14MG1334,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large front pocket with double zippers, Adjustable shoulder straps with carry handle",,,600 Denier Nylon,65cm (W) x 30cm (H) x 27cm (D),,G1334.jpg,,,"Black/White, Navy/White","Black-White, Navy-White",,,,,,,Front Panel: 16cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,27.68,50,26,100,24.84,250,22.73,,,,,,,,,,,75,,,,,,,,,"20 units-box, 68cm x 32cm x 50cm, 13.5kg",,,,
24,,Bags Stock - Grace Collection Products Catalogue V24,,,,14MG1334,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One large front pocket with double zippers, Adjustable shoulder straps with carry handle",,,600 Denier Nylon,65cm (W) x 30cm (H) x 27cm (D),,G1334.jpg,,,"Black/White, Navy/White","Black-White, Navy-White",,,,,,,Front Panel: 16cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,29.58,50,26.25,100,25.08,250,23.03,,,,,,,,,,,75,,,,,,,,,"20 units-box, 68cm x 32cm x 50cm, 13.5kg",,,,
25,,Bags Stock - Grace Collection Products Catalogue V25,,,,14MG1336,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One front large pocket with zipper, Adjustable shoulder straps with carry handle",,,600 Denier Nylon,65cm (W) x 28cm (H) x 28cm (D),,G1336.jpg,,,"Black/White/Royal, Black/White/Red, Navy/White/Orange","Black-White-Royal, Black-White-Red, Navy-White-Orange",,,,,,,"Front Panel: 18cm (W) x 10cm (H), Top Panel: 18cm (W) x 10cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,28.89,50,27.17,100,25.97,250,23.77,,,,,,,,,,,75,,,,,,,,,"25 units-box, 68cm x 34cm x 54cm, 17.5kg",,,,
25,,Bags Stock - Grace Collection Products Catalogue V25,,,,14MG1336,Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Main zippered compartment, One front large pocket with zipper, Adjustable shoulder straps with carry handle",,,600 Denier Nylon,65cm (W) x 28cm (H) x 28cm (D),,G1336.jpg,,,"Black/White/Royal, Black/White/Red, Navy/White/Orange","Black-White-Royal, Black-White-Red, Navy-White-Orange",,,,,,,"Front Panel: 18cm (W) x 10cm (H), Top Panel: 18cm (W) x 10cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,30.79,50,27.42,100,26.21,250,24.07,,,,,,,,,,,75,,,,,,,,,"25 units-box, 68cm x 34cm x 54cm, 17.5kg",,,,
26,,Bags Stock - Grace Collection Products Catalogue V26,,,,14MG1341,Delta Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, Large zippered insulation pockets at both sides, One zippered and one open pocket at the front, Removable and adjustable contrast shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon and dense foam insulation for side pocket only,60cm (W) x 29cm (H) x 27 (D),,G1341.jpg,,,"Charcoal/Black/White, Navy/White/Black, Black/White/Black","Charcoal-Black-White, Navy-White-Black, Black-White-Black",,,,,,,"Top Panel: 30cm (W) x 15cm (H), Front Panel: 10cm (W) x 8cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,33.83,50,33.17,100,31.77,250,29.16,,,,,,,,,,,75,,,,,,,,,"20 units-box, 48cm x 35cm x 60cm, 19.5kg",,,,
26,,Bags Stock - Grace Collection Products Catalogue V26,,,,14MG1341,Delta Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, Large zippered insulation pockets at both sides, One zippered and one open pocket at the front, Removable and adjustable contrast shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon and dense foam insulation for side pocket only,60cm (W) x 29cm (H) x 27 (D),,G1341.jpg,,,"Charcoal/Black/White, Navy/White/Black, Black/White/Black","Charcoal-Black-White, Navy-White-Black, Black-White-Black",,,,,,,"Top Panel: 30cm (W) x 15cm (H), Front Panel: 10cm (W) x 8cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,35.67,50,32.34,100,32.02,250,29.46,,,,,,,,,,,75,,,,,,,,,"20 units-box, 48cm x 35cm x 60cm, 19.5kg",,,,
27,,Bags Stock - Grace Collection Products Catalogue V27,,,,14MG1345,Atlantis Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Large centre compartment with U-shaped opening, One large zippered pocket at the left, One large zippered wet pocket at the left, Front zippered pocket with two inside mesh pockets and a hidden hole for earphone, Two mesh pocket at the front, Removable and adjustable shoulder strap and carry handle, Studded base for durability",,,600 Denier Nylon,65cm (W) x 31cm (H) x 30cm (D),,G1345.jpg,,,"Black/Royal/White/Charcoal, Black/Red/White/Charcoal, Black/Black/White/Charcoal, Royal/Black/White/Charcoal, Maroon/Navy/White/Charcoal, Black/Aqua/White/Charcoal, Navy/Red/White/Charcoal","Black-Royal-White-Charcoal, Black-Red-White-Charcoal, Black-Black-White-Charcoal, Royal-Black-White-Charcoal, Maroon-Navy-White-Charcoal, Black-Aqua-White-Charcoal, Navy-Red-White-Charcoal",,,,,,,"Top Panel: 30cm (W) x 15cm (H), Front Panel: 12cm (W) x 8cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,33.74,50,31.83,100,30.48,250,27.96,,,,,,,,,,,75,,,,,,,,,"15 units-box, 56cm x 38cm x 50cm, 16.5kg",,,,
