member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Undecorated~~~Undecorated~~~1~~1~8.4943~50~8.0964~100~7.785~250~7.048373~500~6.838696~~0~~0~~0~~~~~~~~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~~~Deboss~~~10~~10~21.2963~25~17.7498~50~15.4489~100~13.583605~250~12.209653~500~10.451448~1000~9.361186~2500~8.944516~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 Position~1 Colour~Debossed Foil~~~10~~10~24.7563~25~20.3448~50~17.1789~100~15.083635~250~13.661263~500~11.797128~1000~10.611196~2500~10.194526~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~2 Position~2 Colour~Debossed Foil~~~10~~10~26.3133~25~21.9018~50~18.050361~100~16.583665~250~15.112873~500~13.142808~1000~11.861206~2500~11.444536~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 Position~1 Colour~Foil Stamp~~~10~~10~21.2963~25~17.7498~50~15.4489~100~13.583605~250~12.209653~500~10.451448~1000~9.361186~2500~8.944516~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~2 Position~2 Colour~Foil Stamp~~~10~~10~22.3343~25~18.7878~50~16.4869~100~14.583625~250~13.177393~500~11.348568~1000~10.194526~2500~9.777856~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 Position~1 Colour~Colour Print~~Case~10~~10~28.3028~25~17.0578~50~12.5425~100~9.83353~250~8.241919~500~7.935468~1000~7.311528~2500~6.722276~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1001~Edge Sunglasses~~~Health and Personal/Personal Items | Health and Personal/Glasses | Leisure/Summer Gift Ideas |~EYEWARE/FASHION~Health |  Personal |  Leisure |  Glasses |  Personal Items |  Summer Gift Ideas |  Sunglasses Metal frame Black case UV400 |  Black Case~~FALSE~UV400 blocking sunglasses. Slim stylish metal frames.~~Includes black hard-shell hinged protective case and cleaning cloth.~Metal Frame with glass lenses~Glasses: 40mm(h) x 140mm(w) x 35mm(d).  Case: 62mm(h) x 155mm(w) x 62mm(d)~Glasses are packed in a polybag and presented in a black hard-shell case which is packaged in a polybag.  Packaging Size: 155mm(w) x 65mm(h) x 62mm(d).~1001.jpg~1001_0005.jpg |~~~~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print~Pad - On Case Only: 60mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~2 Position~2 Colour~Colour Print~~Case~10~~10~47.7653~25~25.2753~50~16.6426~100~11.83357~250~9.112885~500~8.07408~1000~7.416726~2500~7.277836~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~630~180~370~13~60~0.041958~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1001
Nottage International~2164~The Range 2017~~~~21M1019~Desk Clock~~~Desk & Business/Clocks |~STATIONARY/DESK CLOCK~Desk |  Business |  Clock |  Analogue |  clock |  nickel |  plated |  desk |  Silver |  Shiny |  black |  alarm |  gift box~~FALSE~A beautiful accessory for the home or office. Shiny nickel plated finish with alarm.~~Quartz desk clock with alarm and black face, L-shape. Engraves silver. Supplied with AA battery.~Shiny nickel finish~117mm(w) x 126mm(h) x 57mm(d)~Wrapped in tissue paper  in a polybag and presented in a plain black 2 part gift box.  Packaging Size: 185mm(h) x 150mm(w) x 90mm(d)~1019.jpg~1019_0008.jpg | 1019_0007.jpg |~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome~Laser: 30mm(w) x 20mm(h).  Pad: 60mm(w) x 35mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Undecorated~~~Undecorated~~~1~~1~38.3022~50~34.016061~100~32.709612~250~29.1564~500~26.291877~~0~~0~~0~~~0~~~~~400~325~460~9.46~20~0.0598~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders over $250.00 + GST~http://www.therange.com.au/appa/?1019
Nottage International~2164~The Range 2017~~~~21M1019~Desk Clock~~~Desk & Business/Clocks |~STATIONARY/DESK CLOCK~Desk |  Business |  Clock |  Analogue |  clock |  nickel |  plated |  desk |  Silver |  Shiny |  black |  alarm |  gift box~~FALSE~A beautiful accessory for the home or office. Shiny nickel plated finish with alarm.~~Quartz desk clock with alarm and black face, L-shape. Engraves silver. Supplied with AA battery.~Shiny nickel finish~117mm(w) x 126mm(h) x 57mm(d)~Wrapped in tissue paper  in a polybag and presented in a plain black 2 part gift box.  Packaging Size: 185mm(h) x 150mm(w) x 90mm(d)~1019.jpg~1019_0008.jpg | 1019_0007.jpg |~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome~Laser: 30mm(w) x 20mm(h).  Pad: 60mm(w) x 35mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 Position~1 Colour~Pad Print~~~10~~10~58.7162~25~45.734248~50~38.725729~100~35.532187~250~28.541895~500~27.680777~1000~27.611332~2500~27.541887~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~400~325~460~9.46~20~0.0598~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1019
Nottage International~2164~The Range 2017~~~~21M1019~Desk Clock~~~Desk & Business/Clocks |~STATIONARY/DESK CLOCK~Desk |  Business |  Clock |  Analogue |  clock |  nickel |  plated |  desk |  Silver |  Shiny |  black |  alarm |  gift box~~FALSE~A beautiful accessory for the home or office. Shiny nickel plated finish with alarm.~~Quartz desk clock with alarm and black face, L-shape. Engraves silver. Supplied with AA battery.~Shiny nickel finish~117mm(w) x 126mm(h) x 57mm(d)~Wrapped in tissue paper  in a polybag and presented in a plain black 2 part gift box.  Packaging Size: 185mm(h) x 150mm(w) x 90mm(d)~1019.jpg~1019_0008.jpg | 1019_0007.jpg |~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome~Laser: 30mm(w) x 20mm(h).  Pad: 60mm(w) x 35mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~2 Position~2 Colour~Pad Print~~~10~~10~78.1787~25~53.651073~50~42.548302~100~37.467667~250~29.236345~500~28.375227~1000~28.236337~2500~28.097447~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~400~325~460~9.46~20~0.0598~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1019
Nottage International~2164~The Range 2017~~~~21M1019~Desk Clock~~~Desk & Business/Clocks |~STATIONARY/DESK CLOCK~Desk |  Business |  Clock |  Analogue |  clock |  nickel |  plated |  desk |  Silver |  Shiny |  black |  alarm |  gift box~~FALSE~A beautiful accessory for the home or office. Shiny nickel plated finish with alarm.~~Quartz desk clock with alarm and black face, L-shape. Engraves silver. Supplied with AA battery.~Shiny nickel finish~117mm(w) x 126mm(h) x 57mm(d)~Wrapped in tissue paper  in a polybag and presented in a plain black 2 part gift box.  Packaging Size: 185mm(h) x 150mm(w) x 90mm(d)~1019.jpg~1019_0008.jpg | 1019_0007.jpg |~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome~Laser: 30mm(w) x 20mm(h).  Pad: 60mm(w) x 35mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~~~Laser Engrave~~~10~~10~43.6652~25~40.400808~50~36.596701~100~34.806382~250~28.61134~500~27.750222~1000~27.680777~2500~27.541887~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~400~325~460~9.46~20~0.0598~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1019
Nottage International~2164~The Range 2017~~~~21M1031~WorkMate Tuff 16 Function Multi Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Black~~FALSE~Access to 16 tools in the palm of your hand.~~High quality rubber edged 16 function tool includes 6 hex keys, Philips head screw driver, driver bit, flat head screw driver, 4-piece ratchet, and 3-piece sockets (8-10mm).~Stainless Steel~90mm(w) x 25mm(h) x 51mm(d)~Packed in a polybag and presented in a white tuck box. Packaging size: 100mm(w) x 62mm(w) x 33mm(d)~1031_1.jpg~1031_2.jpg | 1031_3.jpg |~~Black~Black~~~~~~Colour Print  |  Full Colour Print~Pad: 20mm(w) x 10mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Undecorated~~~Undecorated~~~1~~1~6.9027~150~6.33346~250~6.100122~500~5.725795~1000~5.15844~~0~~0~~0~~~0~~~~~190~220~270~11.5~40~0.011286~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders over $250.00 + GST~http://www.therange.com.au/appa/?1031
Nottage International~2164~The Range 2017~~~~21M1031~WorkMate Tuff 16 Function Multi Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Black~~FALSE~Access to 16 tools in the palm of your hand.~~High quality rubber edged 16 function tool includes 6 hex keys, Philips head screw driver, driver bit, flat head screw driver, 4-piece ratchet, and 3-piece sockets (8-10mm).~Stainless Steel~90mm(w) x 25mm(h) x 51mm(d)~Packed in a polybag and presented in a white tuck box. Packaging size: 100mm(w) x 62mm(w) x 33mm(d)~1031_1.jpg~1031_2.jpg | 1031_3.jpg |~~Black~Black~~~~~~Colour Print  |  Full Colour Print~Pad: 20mm(w) x 10mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 Position~1 Colour~Pad Print~~~10~~10~27.0572~25~15.8122~50~11.6948~100~9.316853~250~7.354824~500~7.09676~1000~6.3546~2500~5.83338~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~190~220~270~11.5~40~0.011286~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1031
Nottage International~2164~The Range 2017~~~~21M1031~WorkMate Tuff 16 Function Multi Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Black~~FALSE~Access to 16 tools in the palm of your hand.~~High quality rubber edged 16 function tool includes 6 hex keys, Philips head screw driver, driver bit, flat head screw driver, 4-piece ratchet, and 3-piece sockets (8-10mm).~Stainless Steel~90mm(w) x 25mm(h) x 51mm(d)~Packed in a polybag and presented in a white tuck box. Packaging size: 100mm(w) x 62mm(w) x 33mm(d)~1031_1.jpg~1031_2.jpg | 1031_3.jpg |~~Black~Black~~~~~~Colour Print  |  Full Colour Print~Pad: 20mm(w) x 10mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~2 Position~2 Colour~Pad Print~~~10~~10~46.5197~25~24.0297~50~15.7949~100~11.316893~250~8.161274~500~7.822565~1000~7.02744~2500~6.38894~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~190~220~270~11.5~40~0.011286~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1031
Nottage International~2164~The Range 2017~~~~21M1032~WorkMate Screwdriver Level Light Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Silver / Black~~FALSE~This 3-in-1 tool makes a great leave-behind when calling on plant managers or manufacturing reps.~~It features a built-in level and pen light and also works as a screwdriver. Includes 4 screwdriver bits (2 flathead and 2 Phillips head) conveniently stored underneath a removable cap. Pocket clip for attaching to a pocket or belt. 3 button cell batteries included.~Double Wall Plastic~130mm(w) x 19mm(h) x 25mm(d)~Gift Box~1032_1.jpg~1032_3.jpg | 1032_2.jpg |~~Silver / Black~Silver / Black~~~~~~Colour Print  |  Full Colour Print~Pad: 50mm(w) x 9mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Undecorated~~~Undecorated~~~1~~1~3.0794~250~2.9237~500~2.716721~1000~2.548382~2500~2.287656~~0~~0~~0~~~0~~~~~510~300~165~11~200~0.025245~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders over $250.00 + GST~http://www.therange.com.au/appa/?1032
Nottage International~2164~The Range 2017~~~~21M1032~WorkMate Screwdriver Level Light Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Silver / Black~~FALSE~This 3-in-1 tool makes a great leave-behind when calling on plant managers or manufacturing reps.~~It features a built-in level and pen light and also works as a screwdriver. Includes 4 screwdriver bits (2 flathead and 2 Phillips head) conveniently stored underneath a removable cap. Pocket clip for attaching to a pocket or belt. 3 button cell batteries included.~Double Wall Plastic~130mm(w) x 19mm(h) x 25mm(d)~Gift Box~1032_1.jpg~1032_3.jpg | 1032_2.jpg |~~Silver / Black~Silver / Black~~~~~~Colour Print  |  Full Colour Print~Pad: 50mm(w) x 9mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 Position~1 Colour~Pad Print~~~10~~10~23.2339~25~11.9889~50~7.8715~100~5.8474~250~4.316753~500~3.999992~1000~3.838702~2500~3.166692~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~510~300~165~11~200~0.025245~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1032
Nottage International~2164~The Range 2017~~~~21M1032~WorkMate Screwdriver Level Light Tool~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Silver / Black~~FALSE~This 3-in-1 tool makes a great leave-behind when calling on plant managers or manufacturing reps.~~It features a built-in level and pen light and also works as a screwdriver. Includes 4 screwdriver bits (2 flathead and 2 Phillips head) conveniently stored underneath a removable cap. Pocket clip for attaching to a pocket or belt. 3 button cell batteries included.~Double Wall Plastic~130mm(w) x 19mm(h) x 25mm(d)~Gift Box~1032_1.jpg~1032_3.jpg | 1032_2.jpg |~~Silver / Black~Silver / Black~~~~~~Colour Print  |  Full Colour Print~Pad: 50mm(w) x 9mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~2 Position~2 Colour~Pad Print~~~10~~10~42.6964~25~20.2064~50~11.9716~100~7.9234~250~5.150103~500~4.725797~1000~4.231416~2500~3.722252~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~510~300~165~11~200~0.025245~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?1032
Nottage International~2164~The Range 2017~~~~21M1033~Slim Multi Tool 15 in 1~~~Hardware/Multi Tools | Hardware/Tools |~OUTDOORS/CAMPING TOOLS~Hardware |  Multi Tools |  Tools |   |  Black~~FALSE~A 15-in-1 multi tool slim enough to fit in your wallet.~~Ready to be used whenever needed. The tool features a can opener, knife edge, screwdriver, ruler, can opener, 4 wrench sizes, butterfly wrench, saw blade, direction ancillary indication, 2 position wrench, and lanyard hole. Black pouch included.~Stainless Steel and PU~79mm(w) x 57mm(h)~Bulk Packed~1033_4.jpg~1033_1.jpg | 1033_2.jpg | 1033_3.jpg | 1033_5.jpg | 1033_6.jpg | 1033_7.jpg | 1033_8.jpg |~~Black~Black~~~~~~Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave~Pad: 51mm(w) x 25mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Undecorated~~~Undecorated~~~1~~1~2.7853~250~2.6469~500~2.450049~1000~2.306447~2500~2.078328~~0~~0~~0~~~0~~~~~200~230~270~14.7~400~0.01242~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders over $250.00 + GST~http://www.therange.com.au/appa/?1033
