member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
~~~~~~103M100698~Compact Mirror~~Personal~Personal/First Aid~PERSONAL CARE | MANICURE SET & GROOMING~~~No~Clip with a strong magnet which will hold documents or notes on a fridge or any metal surface. ~~~~W 70mm x L 70mm x 33mm.~Loose packed.~100538-0.jpg~~~Clear|White|Red|Blue~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour)~1 Position~1 Colour~Pad Print~~~~~250~1.02~500~1.00~1000~0.95~2500~0.90~5000~0.82~~~~~~~Set Up Charges~0.15~50~~~~~~~~~~~~~
~~~~~~103M100698~Compact Mirror~~Personal~Personal/First Aid~PERSONAL CARE | MANICURE SET & GROOMING~~~No~Clip with a strong magnet which will hold documents or notes on a fridge or any metal surface. ~~~~W 70mm x L 70mm x 33mm.~Loose packed.~100538-0.jpg~~~Clear|White|Red|Blue~~~~~~~Direct Digital~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital~~~~~250~1.11~500~1.09~1000~1.03~2500~0.98~5000~0.90~~~~~~~Set Up Charges~0.2~50~~~~~~~~~~~~~
~~~~~~103M107661~Contour Satchel~~Bags~Bags/Duffle Bags~BAGS | SATCHELS ~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~50~1.80~100~1.78~250~1.76~500~1.68~1000~1.61~~~~~~~Set Up Charges~0.4~50~~~~~~~~~~~~~
~~~~~~103M107661~Contour Satchel~~Bags~Bags/Duffle Bags~BAGS | SATCHELS ~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Direct Digital ~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital ~~~~~50~4.57~100~4.55~250~4.37~500~4.21~1000~3.89~~~~~~~Set Up Charges~2~50~~~~~~~~~~~~~
~~~~~~103M107661~Contour Satchel~~Bags~Bags/Duffle Bags~BAGS | SATCHELS ~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Embroidery~~~~~~~Item + 1 Position Embroidery~1 Position~1 Colour~Embroidery~~~~~50~6.30~100~6.28~250~6.03~500~5.82~1000~5.38~~~~~~~Set Up Charges~3~50~~~~~~~~~~~~~
~~~~~~103M108624~Contour Tumbler~~Drinkware~Drinkware/Vacuum Flasks & Bottles~GLASS & DRINKWARE | VACUUM FLASKS & BOTTLES~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~25~18.63~50~17.68~100~16.85~250~15.39~500~14.07~~~~~~~Set Up Charges~0.8~50~~~~~~~~~~~~~
~~~~~~103M108625~Contour Vacuum Flask~~Drinkware~Drinkware/Vacuum Flasks & Bottles~GLASS & DRINKWARE | VACUUM FLASKS & BOTTLES~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~10~29.46~25~28.99~50~27.48~100~26.16~250~23.85~~~~~~~Set Up Charges~0.8~50~~~~~~~~~~~~~http://www.trendscollection.co.nz/item/109635
~~~~~~103M109452~Cord Wallet Badge and ID Holder~~World Source~World Source/Wallets & Coin Pouches~CONFERENCE & EVENTS | BADGE HOLDERS & I.D POCKETS~~~No~420D nylon badge holder with a wallet and a neck cord which has a breakaway safety clip. Has a clear 89 mm x 101 mm plastic badge window on the reverse and two zippered pockets on the front. A lead time of 10-15 working days applies to this product.~~~~W 101mm x H 127mm. ~Loose packed. ~109452-0.jpg~~~~~~~~~~Screen Print~Screen Print 51mm x 32mm (one colour).~~~~~~Item + 1 Colour Screen Print (1 Colour)~1 Position~1 Colour~Screen Print~~~100~~100~4.58~250~3.82~500~3.50~1000~3.40~2500~2.89~~~~~~~Set Up Charges~0~50~~~0~~~~~~~~~~
~~~~~~103M105576~Corona Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Retractable brass barrel ball pen with a soft touch rubber lacquered grip. Has a Black ink TRENDS Premium Extra Large Volume refill with 1200 metres of writing ink. Blue ink is available for an extra charge and the barrel laser engraves to a brass colour.~~~~Dia 13mm x L 138.5mm x 16mm(includes clip).~Loose packed or an optional presentation box or sleeve.~100967-0.jpg~~~Silver|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour)~1 Position~1 Colour~Pad Print~~~~~250~4.52~500~3.79~1000~3.60~2500~3.01~5000~2.97~~~~~~~Set Up Charges~0.06~50~~~~~~~~~~~~~
~~~~~~103M105576~Corona Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Retractable brass barrel ball pen with a soft touch rubber lacquered grip. Has a Black ink TRENDS Premium Extra Large Volume refill with 1200 metres of writing ink. Blue ink is available for an extra charge and the barrel laser engraves to a brass colour.~~~~Dia 13mm x L 138.5mm x 16mm(includes clip).~Loose packed or an optional presentation box or sleeve.~100967-0.jpg~~~Silver|Blue|Black~~~~~~~Direct Digital~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital~~~~~250~4.75~500~4.02~1000~3.82~2500~3.21~5000~3.17~~~~~~~Set Up Charges~0.2~50~~~~~~~~~~~~~http://www.trendscollection.co.nz/item/109448
~~~~~~103M109313~Cosmetic Bag~~World Source~World Source/Toiletry Bags~BAGS | TOILETRY BAGS~~~No~Leather-look cosmetic bag with a carry handle and zip around closure. A lead time of 10-15 working days applies to this product.~~~~W 171mm x H 89mm x 89mm. ~Loose packed. ~109313-0.jpg~~~~~~~~~~Pad Print~Pad Print 63mm x 32mm (two colour max).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~100~~100~8.38~250~7.53~500~7.34~1000~6.71~2500~6.19~~~~~~~Set Up Charges~0~70~~Additional Colour (2 colour max)~0.27~~~~~~~~~~
~~~~~~103M109694~Cow Bell - Large~~World Source~World Source/Promotional~NOVELTY | NOISEMAKERS~~~No~A fun cow bell for showing support at sports events. It is also good for bringing people to attention at large gatherings or letting them know when lunch is ready! A lead time of 10-15 working days applies to this product.~~~~W 76mm x H 101mm. ~Gift box. ~109694-0.jpg~~~~~~~~~~Pad Print~Pad Print 44mm x 44mm (two colour max).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~100~~100~6.26~250~5.43~500~5.06~1000~4.61~2500~4.22~~~~~~~Set Up Charges~0~50~~Additional Pos/Col (2 colour max)~0.27~~~~~~~~~~
~~~~~~103M109695~Cow Bell - Small~~World Source~World Source/Promotional~NOVELTY | NOISEMAKERS~~~No~A fun cow bell for showing support at sports events. It is also good for bringing people to attention at large gatherings or letting them know when lunch is ready! A lead time of 10-15 working days applies to this product.~~~~W 51mm x H 76mm. ~Gift box. ~109695-0.jpg~~~~~~~~~~Pad Print~Pad Print 25mm x 25mm (two colour max).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~150~~150~4.72~250~4.28~500~3.95~1000~3.85~2500~3.28~~~~~~~Set Up Charges~0~50~~Additional Pos/Col (2 colour max)~0.27~~~~~~~~~~http://www.trendscollection.co.nz/item/109627
~~~~~~103M109377~Crank Flashlight~~World Source~World Source/Torches & Lights~OUTDOORS | TORCHES & FLASHLIGHTS~~~No~Environmentally friendly flashlight with three powerful LED's and a wrist strap. Never needs batteries and simply wind the handle for instant light. A lead time of 10-15 working days applies to this product.~~~~W 82mm x H 51mm. ~Gift Box.~109377-0.jpg~~~~~~~~~~Pad Print~Pad Print 32mm x 19mm (two colour max).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~100~~100~10.03~250~9.13~500~8.28~1000~7.61~2500~7.56~~~~~~~Set Up Charges~0~70~~~0~~~~~~~~~~http://www.trendscollection.co.nz/item/109268
~~~~~~103M109032~Crayon Set~~Promotion~Promotion/Promotion~WRITING INSTRUMENTS | COLOURED PENCILS & CRAYONS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~250~1.33~500~1.31~1000~1.25~2500~1.19~5000~1.09~~~~~~~Set Up Charges~0.15~50~~~~~~~~~~~~~
~~~~~~103M109032~Crayon Set~~Promotion~Promotion/Promotion~WRITING INSTRUMENTS | COLOURED PENCILS & CRAYONS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Direct Digital~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital~~~~~250~1.59~500~1.57~1000~1.50~2500~1.44~5000~1.32~~~~~~~Set Up Charges~0.3~50~~~~~~~~~~~~~
~~~~~~103M110502~Crest Lanyard~~Business~Business/Lanyards~LANYARDS | PRINTED LANYARDS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~100~2.21~250~2.09~500~1.97~1000~1.82~2500~1.67~~~~~~~Set Up Charges~0~50~~~~~~~~~~~~~http://www.trendscollection.co.nz/item/109461
~~~~~~103M110502~Crest Lanyard~~Business~Business/Lanyards~LANYARDS | PRINTED LANYARDS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Resin Coated Finish~~~~~~~Item + Resin Coated Finish (Full Colour)~1 Position~Full Colour~Resin Coated Finish~~~~~100~2.21~250~2.09~500~1.97~1000~1.82~2500~1.67~~~~~~~Set Up Charges~0~50~~~~~~~~~~~~~
~~~~~~103M108234~Cruze Dual Car Charger~~Technology~Technology/Car Chargers~TECHNOLOGY | CHARGERS & ADAPTERS~~~No~Dual car charger with a 3.1 Amp output that will charge two phones at once. The coloured LED housing lights up when in use.~~~~L 68mm x W 30mm x 30mm. ~Individual boxes.~108234-0.jpg~~~White~~~~~~~Resin Coated Finish~Resin Coated Finish 26mm x 26mm.~~~~~~Item + Resin Coated Finish (Full Colour)~1 Position~Full Colour~Resin Coated Finish~~~25~~25~7.94~50~7.73~100~7.53~250~6.82~500~6.63~~~~~~~Set Up Charges~0~50~~~0~~~~~~~~~~
~~~~~~103M108222~Cube Bluetooth Speaker~~Technology~Technology/Speakers~TECHNOLOGY | SPEAKERS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~25~19.38~50~18.17~100~17.10~250~15.40~500~13.89~~~~~~~Set Up Charges~0.3~50~~~~~~~~~~~~~http://www.trendscollection.co.nz/item/109704
~~~~~~103M108222~Cube Bluetooth Speaker~~Technology~Technology/Speakers~TECHNOLOGY | SPEAKERS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Direct Digital ~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital ~~~~~25~20.59~50~19.33~100~18.23~250~16.45~500~14.86~~~~~~~Set Up Charges~1~50~~~~~~~~~~~~~
~~~~~~103M109759~Cyberdyne Bluetooth Headphones~~Technology~Technology/Headphones~TECHNOLOGY | HEADPHONES & EARBUDS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~10~55.36~25~51.67~50~48.39~100~43.36~250~38.89~~~~~~~Set Up Charges~1~50~~~~~~~~~~~~~
~~~~~~103M105832~Cybertron Coffee Mug~~Drinkware~Drinkware/Ceramic Mugs~GLASS & DRINKWARE | COFFEE & TEA MUGS~~~No~Round 330ml, D handle stoneware coffee mug with a unique matt Silver outer coating which produces a metallic effect when branded. Dishwasher safe, full colour wrap around branding is available and the mug is presented in a Black gift box. ~~~~Dia 83mm x H 97mm x 121mm (includes handle).~Gift box. ~105832-0.jpg~~~Silver~~~~~~~Sublimation Print~Sublimation Print 220mm x 92mm.~~~~~~Item + Full Colour Print~1 Position~Full Colour~Sublimation Print~~~48~~48~10.29~96~9.75~192~9.27~384~9.11~768~8.30~~~~~~~Set Up Charges~0~50~~~0~~~~~~~~~~
~~~~~~103M109669~Cylinder Key Light~~World Source~World Source/Key Rings~KEYRINGS | TORCH~~~No~Small flashlight with a swivel key chain and split ring. Uses one AAA battery which is included. A lead time of 10-15 working days applies to this product.~~~~H 76mm. ~Loose packed. ~109669-0.jpg~~~~~~~~~~Pad Print~Pad Print 32mm x 9.5mm (one colour).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~100~~100~2.89~250~2.27~500~1.98~1000~1.82~2500~1.63~~~~~~~Set Up Charges~0~70~~~0~~~~~~~~~~http://www.trendscollection.co.nz/item/100390
~~~~~~103M109315~Cylinder Vanity Bag~~World Source~World Source/Toiletry Bags~BAGS | TOILETRY BAGS~~~No~Unique toiletries bag that features a handy fold open pocket for holding tooth brushes, makeup brushes etc. It is manufactured from 600D polyester and PVC. It has a snap closure with an inside zippered compartment.  Has a snap closure with an inside zippered compartment. A lead time of 10 - 15 working days applies to this product.~~~~W 228mm x H 140mm x Dia 101mm. ~Loose packed. ~109315-0.jpg~~~~~~~~~~Screen Print~Screen Print 152mm x 51mm.~~~~~~Item + 1 Colour Screen Print (1 Colour)~1 Position~1 Colour~Screen Print~~~100~~100~8.73~250~7.87~500~7.68~1000~7.03~2500~6.47~~~~~~~Set Up Charges~0~70~~~0~~~~~~~~~~
~~~~~~103M108223~Cylon Bluetooth Headphones~~Technology~Technology/Speakers~TECHNOLOGY | SPEAKERS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~10~59.67~25~55.82~50~52.40~100~47.08~250~42.35~~~~~~~Set Up Charges~0.6~50~~~~~~~~~~~~~
~~~~~~103M101315~Dart Pen~~Pens~Business/Notebooks~WRITING INSTRUMENTS | PLASTIC PENS~~~No~Clip with a strong magnet which will hold documents or notes on a fridge or any metal surface. ~~~~W 70mm x L 70mm x 33mm.~Loose packed.~100538-0.jpg~~~Clear|White|Red|Blue~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour)~1 Position~1 Colour~Pad Print~~~~~500~47.99~1000~46.60~2500~45.21~5000~43.82~10000~42.43~~~~~~~Set Up Charges~0.06~50~~~~~~~~~~~~~
~~~~~~103M101315~Dart Pen~~Pens~Business/Notebooks~WRITING INSTRUMENTS | PLASTIC PENS~~~No~Clip with a strong magnet which will hold documents or notes on a fridge or any metal surface. ~~~~W 70mm x L 70mm x 33mm.~Loose packed.~100538-0.jpg~~~Clear|White|Red|Blue~~~~~~~Direct Digital~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital~~~~~500~48.18~1000~46.79~2500~45.40~5000~44.01~10000~42.63~~~~~~~Set Up Charges~0.2~50~~~~~~~~~~~~~
~~~~~~103M104330~Daytona Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Retractable brass barrel ball pen with a soft touch rubber lacquered grip. Has a Black ink TRENDS Premium Extra Large Volume refill with 1200 metres of writing ink. Blue ink is available for an extra charge and the barrel laser engraves to a brass colour.~~~~Dia 13mm x L 138.5mm x 16mm(includes clip).~Loose packed or an optional presentation box or sleeve.~100967-0.jpg~~~Silver|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour)~1 Position~1 Colour~Pad Print~~~~~100~2.20~250~2.13~500~1.98~1000~1.85~2500~1.66~~~~~~~Set Up Charges~0.1~50~~~~~~~~~~~~~http://www.trendscollection.co.nz/item/109370
~~~~~~103M104330~Daytona Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Retractable brass barrel ball pen with a soft touch rubber lacquered grip. Has a Black ink TRENDS Premium Extra Large Volume refill with 1200 metres of writing ink. Blue ink is available for an extra charge and the barrel laser engraves to a brass colour.~~~~Dia 13mm x L 138.5mm x 16mm(includes clip).~Loose packed or an optional presentation box or sleeve.~100967-0.jpg~~~Silver|Blue|Black~~~~~~~Laser Engraving~~~~~~~Item + 1 Position Engraving ~1 Position~1 Colour~Laser Engraving~~~~~100~2.20~250~2.13~500~1.98~1000~1.85~2500~1.66~~~~~~~Set Up Charges~0.1~50~~~~~~~~~~~~~
~~~~~~103M106988~Delta Tote Bag~~Bags~Bags/Tote Bags~BAGS | TOTE BAGS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~100~1.47~250~1.44~500~1.40~1000~1.32~2500~1.24~~~~~~~Set Up Charges~0.3~50~~~~~~~~~~~~~
~~~~~~103M106988~Delta Tote Bag~~Bags~Bags/Tote Bags~BAGS | TOTE BAGS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Direct Digital ~~~~~~~Item + Digital (Full Colour)~1 Position~Full Colour~Direct Digital ~~~~~100~3.55~250~3.38~500~3.24~1000~3.21~2500~2.95~~~~~~~Set Up Charges~1.5~50~~~~~~~~~~~~~
~~~~~~103M109325~Deluxe Belt Bag~~World Source~World Source/Belt Bags~BAGS | LUGGAGE & TRAVEL BAGS~~~No~Deluxe waist bag manufactured from coated 420D nylon, Has three zippered pockets and an adjustable 112  cm waist belt. A lead time of 10-15 working days applies to this product.~~~~W 305mm x H 152mm. ~Loose packed. ~109325-0.jpg~~~~~~~~~~Screen Print~Screen Print 82mm x 38mm (one colour).~~~~~~Item + 1 Colour Screen Print (1 Colour)~1 Position~1 Colour~Screen Print~~~100~~100~9.15~250~8.27~500~7.49~1000~7.40~2500~6.83~~~~~~~Set Up Charges~0~70~~~0~~~~~~~~~~
~~~~~~103M109360~Deluxe Golf Divot and Marker~~World Source~World Source/Golf~GOLF | ACCESSORIES~~~No~Aluminium golf pitch repairer with a magnetic ball marker and a handy clip. The marker laser engraves to a White colour.  A lead time of 10-15 working days applies to this product.~~~~W 25mm x H 101mm. ~Loose packed. ~109360-0.jpg~~~~~~~~~~Laser Engraving~Laser Engraving Marker - Dia 12.5mm.|Laser Engraving Back - 12.5mm x 12.5mm.~~~~~~Item + 1 Position Laser Engrave~1 Position~1 Colour~Laser Engraving~~~250~~250~3.70~500~3.39~1000~3.29~2500~2.78~5000~2.76~~~~~~~Set Up Charges~0~70~~Engraving on Back of Divot (engraves White)~0.27~~~~~~~~~~
~~~~~~103M109562~Deluxe Leather-Look Note Case~~World Source~World Source/Notes & Flags~STATIONERY | STICKY NOTES~~~No~Leather-look desk set which contains an adhesive note pad, an adhesive flag pad with three different coloured adhesive flags and a handy calendar. A lead time of 10-15 working days applies to this product.~~~~W 130mm x H 105mm. ~Gift Box.~109562-0.jpg~~~~~~~~~~Screen Print~Screen Print 76mm x 64mm (one colour).~~~~~~Item + 1 Colour Screen Print (1 Colour)~1 Position~1 Colour~Screen Print~~~100~~100~14.70~250~13.65~500~12.47~1000~11.50~2500~11.44~~~~~~~Set Up Charges~0~50~~~0~~~~~~~~~~
~~~~~~103M109357~Deluxe Multifunction Pedometer~~World Source~World Source/Pedometers~OUTDOORS | FITNESS~~~No~Deluxe three function pedometer which records steps, distance and calories on a large easy to read display. Features a laser tuned pendulum movement and has a secure belt clip. A lead time of 10-15 working days applies to this product.~~~~W 38mm x H 57mm. ~Gift Box.~109357-0.jpg~~~~~~~~~~Pad Print~Pad Print 19mm x 12.5mm (two colour max).~~~~~~Item + 1 Colour Pad Print (1 Colour)~1 Position~1 Colour~Pad Print~~~100~~100~5.64~250~4.83~500~4.48~1000~4.07~2500~3.72~~~~~~~Set Up Charges~0~70~~Additional Colour (2 colour max)~0.27~~~~~~~~~~http://www.trendscollection.co.nz/item/100296
~~~~~~103M109943~Desk Cube~~Business~Business/Stationery~STATIONERY | STICKY NOTES~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~50~6.54~100~6.40~250~6.03~500~5.71~1000~5.17~~~~~~~Set Up Charges~0.25~50~~~~~~~~~~~~~
~~~~~~103M109458~Desktop Business Cardote Holder~~World Source~World Source/Card Holders~STATIONERY | BUSINESS CARD HOLDERS~~~No~Smart aluminium desk business card holder. Laser engraves to an oxidised White colour and Black oxidation engraving is available for an extra charge.  A lead time of 10-15 working days applies to this product.~~~~W 95mm x H 25mm. ~Gift Box.~109458-0.jpg~~~~~~~~~~Laser Engraving~Laser Engraving 51mm x 9.5mm.~~~~~~Item + 1 Position Laser Engrave~1 Position~1 Colour~Laser Engraving~~~100~~100~7.99~250~6.87~500~6.68~1000~6.10~2500~5.61~~~~~~~Set Up Charges~0~50~~Laser Engraving - Black Oxidation~0.59~~~~~~~~~~
~~~~~~103M109990~Devo Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Pad Print~~~~~~~Item + 1 Colour Pad Print (1 colour) ~1 Position~1 Colour~Pad Print~~~~~100~1.45~250~1.42~500~1.38~1000~1.30~2500~1.23~~~~~~~Set Up Charges~0.1~50~~~~~~~~~~~~~
~~~~~~103M109990~Devo Pen~~Pens~Pens/Pens - Metal~WRITING INSTRUMENTS | METAL PENS~~~No~Rugged tote bag with a large gusset which is ideal for carrying heavy products like supermarket shopping. Has reinforced handles and a cardboard base for added strength. Manufactured from 80gsm eco-friendly non-woven material which is able to be recycled.~~~~H 340mm x W 305mm x Gusset 205mm (excludes handles).~Loose packed.~106980-0.jpg~~~White|Red|Blue|Black~~~~~~~Laser Engrave~~~~~~~Item + 1 Position Laser Engrave~1 Position~1 Colour~Laser Engrave~~~~~100~1.45~250~1.42~500~1.38~1000~1.30~2500~1.23~~~~~~~Set Up Charges~0.1~50~~~~~~~~~~~~~
