member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
6~~Bags Stock - Grace Collection Products Catalogue V6~~~~14MG1058~Kingston Toiletry Bag~Bags | Toiletry Bags~~~Bags | Toiletry Bags~~~NO~Main zippered compartment, One open pocket, Carry handle with wraparound velcro closure~~~600 Denier nylon with waffle mesh~25cm (W) x 16cm (H) x 11cm (D)~~G1058.jpg, G1058_2.jpg~~~Black~Black~~~~~~~Front Panel: 10cm (W) x 6cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~15.48~50~14.79~100~13.92~250~13.15~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 54cm x 48cm x 49cm, 12kg~~~~
6~~Bags Stock - Grace Collection Products Catalogue V6~~~~14MG1058~Kingston Toiletry Bag~Bags | Toiletry Bags~~~Bags | Toiletry Bags~~~NO~Main zippered compartment, One open pocket, Carry handle with wraparound velcro closure~~~600 Denier nylon with waffle mesh~25cm (W) x 16cm (H) x 11cm (D)~~G1058.jpg, G1058_2.jpg~~~Black~Black~~~~~~~Front Panel: 10cm (W) x 6cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~17.39~50~15.05~100~14.17~250~13.47~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 54cm x 48cm x 49cm, 12kg~~~~
7~~Bags Stock - Grace Collection Products Catalogue V7~~~~14MG1063~Waist Bag~Bags | Belt Bags~~~Bags | Laptop Bags & Tablet Sleeves~~~NO~Front main zippered pocket, Mobile phone pocket with velcro closure, Document zippered pocket at back~~~600 Denier Nylon~30cm (W) x 13cm (H)~~G1063.jpg~~~Black~Black~~~~~~~9cm (W) x 7cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~14.53~50~13.84~100~13.00~250~12.26~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 52.5cm x 49cm x 50cm, 18.5kg~~~~
7~~Bags Stock - Grace Collection Products Catalogue V7~~~~14MG1063~Waist Bag~Bags | Belt Bags~~~Bags | Laptop Bags & Tablet Sleeves~~~NO~Front main zippered pocket, Mobile phone pocket with velcro closure, Document zippered pocket at back~~~600 Denier Nylon~30cm (W) x 13cm (H)~~G1063.jpg~~~Black~Black~~~~~~~9cm (W) x 7cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~16.44~50~14.10~100~13.25~250~12.58~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 52.5cm x 49cm x 50cm, 18.5kg~~~~
8~~Bags Stock - Grace Collection Products Catalogue V8~~~~14MG1069~Johnson Waist Bag~Bags | Belt Bags~~~Bags | Laptop Bags & Tablet Sleeves~~~NO~Zippered main and front pockets, Velcro phone holder on 1 side, Adjustable waist strap~~~600 Denier Nylon~25cm (W) x 14cm (H) x 8cm (D)~~G1069.jpg~~~Black, Navy~Black, Navy~~~~~~~7cm (W) x 3cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~14.53~50~13.84~100~13.00~250~12.26~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 60cm x 38cm x 48cm, 17kg~~~~
8~~Bags Stock - Grace Collection Products Catalogue V8~~~~14MG1069~Johnson Waist Bag~Bags | Belt Bags~~~Bags | Laptop Bags & Tablet Sleeves~~~NO~Zippered main and front pockets, Velcro phone holder on 1 side, Adjustable waist strap~~~600 Denier Nylon~25cm (W) x 14cm (H) x 8cm (D)~~G1069.jpg~~~Black, Navy~Black, Navy~~~~~~~7cm (W) x 3cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~16.44~50~14.10~100~13.25~250~12.58~~~~~~~~~~~75.00~~~~~~~~~100 units-box, 60cm x 38cm x 48cm, 17kg~~~~
9~~Bags Stock - Grace Collection Products Catalogue V9~~~~14MG1082~Advent Sports Bag ~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Large zippered pocket at both sides with metal air holes, Four open pockets inside the front zippered compartment, One zippered pocket on front and another large open pocket at back, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~65cm (W) x 30cm (H) x 27cm (D)~~G1082.jpg~~~Royal/White/Black, Red/White/Black, Sky/White/Navy, Maroon/White/Navy, Gold/White/Bottle, Emerald/White/Black~Royal-White-Black, Red-White-Black, Sky-White-Navy, Maroon-White-Navy, Gold-White-Bottle, Emerald-White-Black~~~~~~~Top Panel: 30cm (W) x 17cm (H), Front Panel: 15cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~33.42~50~32.75~100~31.37~250~28.78~~~~~~~~~~~75.00~~~~~~~~~15 units-box, 58cm x 34cm x 52cm, 18.5kg~~~~
9~~Bags Stock - Grace Collection Products Catalogue V9~~~~14MG1082~Advent Sports Bag ~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Large zippered pocket at both sides with metal air holes, Four open pockets inside the front zippered compartment, One zippered pocket on front and another large open pocket at back, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~65cm (W) x 30cm (H) x 27cm (D)~~G1082.jpg~~~Royal/White/Black, Red/White/Black, Sky/White/Navy, Maroon/White/Navy, Gold/White/Bottle, Emerald/White/Black~Royal-White-Black, Red-White-Black, Sky-White-Navy, Maroon-White-Navy, Gold-White-Bottle, Emerald-White-Black~~~~~~~Top Panel: 30cm (W) x 17cm (H), Front Panel: 15cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~35.25~50~33.00~100~31.61~250~29.08~~~~~~~~~~~75.00~~~~~~~~~15 units-box, 58cm x 34cm x 52cm, 18.5kg~~~~
10~~Bags Stock - Grace Collection Products Catalogue V10~~~~14MG1117~Stellar Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durablility~~~600 Denier Nylon~65cm (W) x 29cm (H) x 30cm (D)~~G1117.jpg~~~Black/Red, Black/White, Stone/White, Maroon/White, Navy/Gold, Navy/White, Red/White~Black-Red, Black-White, Stone-White, Maroon-White, Navy-Gold, Navy-White, Red-White~~~~~~~Top Panel: 26cm (W) x 18cm (H), Front Panel: 16cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~33.13~50~31.25~100~29.92~250~27.44~~~~~~~~~~~75.00~~~~~~~~~16 units-box, 60cm x 36.5cm x 55cm, 18.5kg~~~~
10~~Bags Stock - Grace Collection Products Catalogue V10~~~~14MG1117~Stellar Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durablility~~~600 Denier Nylon~65cm (W) x 29cm (H) x 30cm (D)~~G1117.jpg~~~Black/Red, Black/White, Stone/White, Maroon/White, Navy/Gold, Navy/White, Red/White~Black-Red, Black-White, Stone-White, Maroon-White, Navy-Gold, Navy-White, Red-White~~~~~~~Top Panel: 26cm (W) x 18cm (H), Front Panel: 16cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~33.75~50~31.50~100~30.16~250~27.74~~~~~~~~~~~75.00~~~~~~~~~16 units-box, 60cm x 36.5cm x 55cm, 18.5kg~~~~
11~~Bags Stock - Grace Collection Products Catalogue V11~~~~14MG1120~Soho Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, One large zippered pocket at the right, One large zippered wet pocket with mesh at the left, Two zippered pockets at the front, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~67cm (W) x 28cm (H) x 27cm (D)~~G1120.jpg~~~Royal/Black, Gold/Black, Charcoal/Black, Red/Black, Black/Black, Sky/Navy~Royal-Black, Gold-Black, Charcoal-Black, Red-Black, Black-Black, Sky-Navy~~~~~~~Top Panel: 25cm (W) x 12cm (H), Front Panel: 10cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~35.00~50~33.23~100~32.90~250~28.06~~~~~~~~~~~75.00~~~~~~~~~15 units-box, 62cm x 36cm x 52cm, 16.5kg~~~~
11~~Bags Stock - Grace Collection Products Catalogue V11~~~~14MG1120~Soho Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, One large zippered pocket at the right, One large zippered wet pocket with mesh at the left, Two zippered pockets at the front, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~67cm (W) x 28cm (H) x 27cm (D)~~G1120.jpg~~~Royal/Black, Gold/Black, Charcoal/Black, Red/Black, Black/Black, Sky/Navy~Royal-Black, Gold-Black, Charcoal-Black, Red-Black, Black-Black, Sky-Navy~~~~~~~Top Panel: 25cm (W) x 12cm (H), Front Panel: 10cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~36.83~50~33.47~100~33.15~250~28.33~~~~~~~~~~~75.00~~~~~~~~~15 units-box, 62cm x 36cm x 52cm, 16.5kg~~~~
12~~Bags Stock - Grace Collection Products Catalogue V12~~~~14MG1188~Inline Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening and metal eyelets, Large zippered pocket at both sides with metal eyelet, One bottle holder pocket at the left, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~66cm (W) x 25cm (H) x 28cm (D)~~G1188.jpg~~~Red/White/Black, Royal/White/Black, Orange/White/Black~Red-White-Black, Royal-White-Black, Orange-White-Black~~~~~~~Top Panel: 25cm (W) x 12cm (H), Front Panel: 8cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~30.45~50~28.67~100~27.42~250~25.12~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 60cm x 33cm x 58cm, 17.5kg~~~~
12~~Bags Stock - Grace Collection Products Catalogue V12~~~~14MG1188~Inline Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening and metal eyelets, Large zippered pocket at both sides with metal eyelet, One bottle holder pocket at the left, Removable and adjustable shoulder strap and carry handle, Studded base for durability~~~600 Denier Nylon~66cm (W) x 25cm (H) x 28cm (D)~~G1188.jpg~~~Red/White/Black, Royal/White/Black, Orange/White/Black~Red-White-Black, Royal-White-Black, Orange-White-Black~~~~~~~Top Panel: 25cm (W) x 12cm (H), Front Panel: 8cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~32.35~50~28.92~100~27.66~250~25.42~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 60cm x 33cm x 58cm, 17.5kg~~~~
13~~Bags Stock - Grace Collection Products Catalogue V13~~~~14MG1215~Fortress Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Top and front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durability~~~600 Denier Nylon~65cm (W) x 27cm (H) x 27cm (D)~~G1215.jpg~~~Black/Gold, Black/Stone, Black/Red, Bottle/Gold, Maroon/Gold, Royal/Black, Royal/Gold, Navy/White~Black-Gold, Black-Stone, Black-Red, Bottle-Gold, Maroon-Gold, Royal-Black, Royal-Gold, Navy-White~~~~~~~Top Panel: 20cm (W) x 10cm (H), Front Panel: 9cm (W) x 5cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~33.56~50~31.67~100~30.32~250~27.81~~~~~~~~~~~75.00~~~~~~~~~16 units-box, 60cm x 34.5cm x 48cm, 19kg~~~~
13~~Bags Stock - Grace Collection Products Catalogue V13~~~~14MG1215~Fortress Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Large centre compartment with U-shaped opening, Top and front zippered pockets, Large zippered pockets at each end, Removable, adjustable shoulder strap, Strong carry handle with wraparound and velcro closure, Studded base for durability~~~600 Denier Nylon~65cm (W) x 27cm (H) x 27cm (D)~~G1215.jpg~~~Black/Gold, Black/Stone, Black/Red, Bottle/Gold, Maroon/Gold, Royal/Black, Royal/Gold, Navy/White~Black-Gold, Black-Stone, Black-Red, Bottle-Gold, Maroon-Gold, Royal-Black, Royal-Gold, Navy-White~~~~~~~Top Panel: 20cm (W) x 10cm (H), Front Panel: 9cm (W) x 5cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~34.17~50~31.92~100~30.56~250~28.11~~~~~~~~~~~75.00~~~~~~~~~16 units-box, 60cm x 34.5cm x 48cm, 19kg~~~~
14~~Bags Stock - Grace Collection Products Catalogue V14~~~~14MG1227~Miller Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zip closure, Front large zippered pocket with reflective trim, Mesh pocket on each side, Padded back with adjustable backpack strap~~~600 Denier Nylon~28cm (W) x 36cm (H) x 20cm (D)~~G1227.jpg~~~Yellow/Black, Rust/Black, Royal/Black~Yellow-Black, Rust-Black, Royal-Black~~~~~~~8cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~20.93~50~19.50~100~18.55~250~16.90~~~~~~~~~~~75.00~~~~~~~~~50 units-box, 58cm x 38.5cm x 60cm, 20kg~~~~
14~~Bags Stock - Grace Collection Products Catalogue V14~~~~14MG1227~Miller Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zip closure, Front large zippered pocket with reflective trim, Mesh pocket on each side, Padded back with adjustable backpack strap~~~600 Denier Nylon~28cm (W) x 36cm (H) x 20cm (D)~~G1227.jpg~~~Yellow/Black, Rust/Black, Royal/Black~Yellow-Black, Rust-Black, Royal-Black~~~~~~~8cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~22.84~50~19.75~100~18.79~250~17.19~~~~~~~~~~~75.00~~~~~~~~~50 units-box, 58cm x 38.5cm x 60cm, 20kg~~~~
15~~Bags Stock - Grace Collection Products Catalogue V15~~~~14MG1232~Virage Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Large front bungee pocket with zipper closure, Padded back with adjustable backpack strap and carry handle~~~600 Denier Nylon~33cm (W) x 46cm (H) x 25cm (D)~~G1232.jpg~~~Black/White/Black, Black/White/Red, Royal/White/Black~Black-White-Black, Black-White-Red, Royal-White-Black~~~~~~~12cm (W) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~26.04~50~24.42~100~23.31~250~21.31~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 54cm x 37.5cm x 54cm, 11.5kg~~~~
15~~Bags Stock - Grace Collection Products Catalogue V15~~~~14MG1232~Virage Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Large front bungee pocket with zipper closure, Padded back with adjustable backpack strap and carry handle~~~600 Denier Nylon~33cm (W) x 46cm (H) x 25cm (D)~~G1232.jpg~~~Black/White/Black, Black/White/Red, Royal/White/Black~Black-White-Black, Black-White-Red, Royal-White-Black~~~~~~~12cm (W) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~27.94~50~24.67~100~23.55~250~21.61~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 54cm x 37.5cm x 54cm, 11.5kg~~~~
16~~Bags Stock - Grace Collection Products Catalogue V16~~~~14MG1249~Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Main compartment with U-shaped zipper closure, Large zippered pocket on one side, Elasticised mesh pocket on one side, Adjustable should strap and carry handle~~~600 Denier Nylon~65cm (W) x 31cm (H) x 26cm (D)~~G1249.jpg~~~Red/Black, Maroon/Black, Royal/Black~Red-Black, Maroon-Black, Royal-Black~~~~~~~Top Panel: 12cm (W) x 5cm (H), Front Panel: 12cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~29.41~50~27.67~100~26.45~250~24.22~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 66cm x 35cm x 58cm, 19.5kg~~~~
16~~Bags Stock - Grace Collection Products Catalogue V16~~~~14MG1249~Sports Bag~Bags | Duffle & Sports Bags~~~Bags | Duffle & Sports Bags~~~NO~Main compartment with U-shaped zipper closure, Large zippered pocket on one side, Elasticised mesh pocket on one side, Adjustable should strap and carry handle~~~600 Denier Nylon~65cm (W) x 31cm (H) x 26cm (D)~~G1249.jpg~~~Red/Black, Maroon/Black, Royal/Black~Red-Black, Maroon-Black, Royal-Black~~~~~~~Top Panel: 12cm (W) x 5cm (H), Front Panel: 12cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~31.31~50~27.92~100~26.69~250~24.52~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 66cm x 35cm x 58cm, 19.5kg~~~~
