member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
123,,,,,,80MWL026,Hi Tech City,,,,Umbrellas | Corporate Umbrella,,,,City style umbrella.  Hi-tech mechanism city style umbrella.  Lightweight design with foam handle.  ,,,Aluminium shaft|aluminium/fibreglass ribs|black EVA foam handle.,Ribs: 8  Diameter: 106cm  Rib Length: 59cm  LIMITED STOCK.,,WL026_Black.jpg,wl026Black.jpg|wl026_Navyjpg|wl026_Silver.jpg,wl026Black.jpg|wl026Navy.jpg|wl026Silver.jpg,,Black|Navy|Silver,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,20.85,100,18.79,250,16.37,500,14.58,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
124,,,,,,80MWL026,Hi Tech City,,,,Umbrellas | Corporate Umbrella,,,,City style umbrella.  Hi-tech mechanism city style umbrella.  Lightweight design with foam handle.  ,,,Aluminium shaft|aluminium/fibreglass ribs|black EVA foam handle.,Ribs: 8  Diameter: 106cm  Rib Length: 59cm  LIMITED STOCK.,,WL026_Black.jpg,wl026Black.jpg|wl026_Navyjpg|wl026_Silver.jpg,wl026Black.jpg|wl026Navy.jpg|wl026Silver.jpg,,Black|Navy|Silver,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,22.32,100,20.16,250,17.64,500,15.76,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
125,,,,,,80MWL026,Hi Tech City,,,,Umbrellas | Corporate Umbrella,,,,City style umbrella.  Hi-tech mechanism city style umbrella.  Lightweight design with foam handle.  ,,,Aluminium shaft|aluminium/fibreglass ribs|black EVA foam handle.,Ribs: 8  Diameter: 106cm  Rib Length: 59cm  LIMITED STOCK.,,WL026_Black.jpg,wl026Black.jpg|wl026_Navyjpg|wl026_Silver.jpg,wl026Black.jpg|wl026Navy.jpg|wl026Silver.jpg,,Black|Navy|Silver,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,23.27,100,21.05,250,18.47,500,16.53,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
126,,,,,,80MWL026,Hi Tech City,,,,Umbrellas | Corporate Umbrella,,,,City style umbrella.  Hi-tech mechanism city style umbrella.  Lightweight design with foam handle.  ,,,Aluminium shaft|aluminium/fibreglass ribs|black EVA foam handle.,Ribs: 8  Diameter: 106cm  Rib Length: 59cm  LIMITED STOCK.,,WL026_Black.jpg,wl026Black.jpg|wl026_Navyjpg|wl026_Silver.jpg,wl026Black.jpg|wl026Navy.jpg|wl026Silver.jpg,,Black|Navy|Silver,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,24.22,100,21.94,250,19.29,500,17.29,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
128,,,,,,80MWL032,Eurotech,,,,Umbrellas | Corporate Umbrella,,,,"A modern version of our Hi-Tech City style.  Matching EVA coloured handle with silver highlights, silver coloured shaft with black fibreglass long ribs.  A great unisex umbrella.  ",,,Aluminium shaft|fibreglass ribs|EVA foam handle.,Ribs: 8  Diameter: 102cm  Rib Length: 59cm,,WL032_Vintage Blue.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,,Black|Navy|Vintage Red|Vintage Blue,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,21.37,100,19.52,250,17.27,500,15.49,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
129,,,,,,80MWL032,Eurotech,,,,Umbrellas | Corporate Umbrella,,,,"A modern version of our Hi-Tech City style.  Matching EVA coloured handle with silver highlights, silver coloured shaft with black fibreglass long ribs.  A great unisex umbrella.  ",,,Aluminium shaft|fibreglass ribs|EVA foam handle.,Ribs: 8  Diameter: 102cm  Rib Length: 59cm,,WL032_Vintage Blue.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,,Black|Navy|Vintage Red|Vintage Blue,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,22.84,100,20.89,250,18.54,500,16.67,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
130,,,,,,80MWL032,Eurotech,,,,Umbrellas | Corporate Umbrella,,,,"A modern version of our Hi-Tech City style.  Matching EVA coloured handle with silver highlights, silver coloured shaft with black fibreglass long ribs.  A great unisex umbrella.  ",,,Aluminium shaft|fibreglass ribs|EVA foam handle.,Ribs: 8  Diameter: 102cm  Rib Length: 59cm,,WL032_Vintage Blue.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,,Black|Navy|Vintage Red|Vintage Blue,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,23.79,100,21.77,250,19.36,500,17.43,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
131,,,,,,80MWL032,Eurotech,,,,Umbrellas | Corporate Umbrella,,,,"A modern version of our Hi-Tech City style.  Matching EVA coloured handle with silver highlights, silver coloured shaft with black fibreglass long ribs.  A great unisex umbrella.  ",,,Aluminium shaft|fibreglass ribs|EVA foam handle.,Ribs: 8  Diameter: 102cm  Rib Length: 59cm,,WL032_Vintage Blue.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,WL032-BLACK.jpg|WL032-NAVY.jpg|WL032-VINTAGE-BLUE.jpg|WL032-VINTAGE-RED.jpg,,Black|Navy|Vintage Red|Vintage Blue,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,24.74,100,22.66,250,20.19,500,18.19,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
133,,,,,,80MWL035,Isabella,,,,Umbrellas | Corporate Umbrella,,,,Our newest funky design in the latest fashion colours.  Create a statement with this hook handle umbrella in bright colours.  Add auto open to the mix and you've got a winner in both function and style!  ,,,Black electroplated steel shaft|steel/fibreglass ribs|matching metallic-look hook handle,Ribs: 8  Diameter: 98cm  Rib Length: 59cm,,WL035_Fushia.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,,Teal|Orange|Purple|Fuschia,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,21.37,100,19.52,250,17.27,500,15.49,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
134,,,,,,80MWL035,Isabella,,,,Umbrellas | Corporate Umbrella,,,,Our newest funky design in the latest fashion colours.  Create a statement with this hook handle umbrella in bright colours.  Add auto open to the mix and you've got a winner in both function and style!  ,,,Black electroplated steel shaft|steel/fibreglass ribs|matching metallic-look hook handle,Ribs: 8  Diameter: 98cm  Rib Length: 59cm,,WL035_Fushia.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,,Teal|Orange|Purple|Fuschia,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,22.84,100,20.89,250,18.54,500,16.67,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
135,,,,,,80MWL035,Isabella,,,,Umbrellas | Corporate Umbrella,,,,Our newest funky design in the latest fashion colours.  Create a statement with this hook handle umbrella in bright colours.  Add auto open to the mix and you've got a winner in both function and style!  ,,,Black electroplated steel shaft|steel/fibreglass ribs|matching metallic-look hook handle,Ribs: 8  Diameter: 98cm  Rib Length: 59cm,,WL035_Fushia.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,,Teal|Orange|Purple|Fuschia,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,23.79,100,21.77,250,19.36,500,17.43,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
136,,,,,,80MWL035,Isabella,,,,Umbrellas | Corporate Umbrella,,,,Our newest funky design in the latest fashion colours.  Create a statement with this hook handle umbrella in bright colours.  Add auto open to the mix and you've got a winner in both function and style!  ,,,Black electroplated steel shaft|steel/fibreglass ribs|matching metallic-look hook handle,Ribs: 8  Diameter: 98cm  Rib Length: 59cm,,WL035_Fushia.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,WL035_Isabella_Fuschia_open1.jpg|WL035_Isabella_Orange_open1.jpg|WL035_Isabella_Purple_open2.jpg|WL035_Isabella_Teal_open2.jpg,,Teal|Orange|Purple|Fuschia,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,24.74,100,22.66,250,20.19,500,18.19,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
138,,,,,,80MWM001,Colt,,,,Umbrellas | Compact Umbrella,,,,Economy gents folding umbrella.  Our very popular gents folding umbrella for the budget-conscious.  Manual open.  ,,,4 section steel shaft|steel ribs|black plastic hook handle.,Ribs: 8  Diameter: 99cm  Rib Length: 54cm,,WM001_Black.jpg,wm001.jpg,wm001.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,13.58,100,12.83,250,11.77,500,10.62,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
139,,,,,,80MWM001,Colt,,,,Umbrellas | Compact Umbrella,,,,Economy gents folding umbrella.  Our very popular gents folding umbrella for the budget-conscious.  Manual open.  ,,,4 section steel shaft|steel ribs|black plastic hook handle.,Ribs: 8  Diameter: 99cm  Rib Length: 54cm,,WM001_Black.jpg,wm001.jpg,wm001.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,15.05,100,14.25,250,13.15,500,11.89,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
140,,,,,,80MWM001,Colt,,,,Umbrellas | Compact Umbrella,,,,Economy gents folding umbrella.  Our very popular gents folding umbrella for the budget-conscious.  Manual open.  ,,,4 section steel shaft|steel ribs|black plastic hook handle.,Ribs: 8  Diameter: 99cm  Rib Length: 54cm,,WM001_Black.jpg,wm001.jpg,wm001.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,16,100,15.17,250,14.03,500,12.71,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
141,,,,,,80MWM001,Colt,,,,Umbrellas | Compact Umbrella,,,,Economy gents folding umbrella.  Our very popular gents folding umbrella for the budget-conscious.  Manual open.  ,,,4 section steel shaft|steel ribs|black plastic hook handle.,Ribs: 8  Diameter: 99cm  Rib Length: 54cm,,WM001_Black.jpg,wm001.jpg,wm001.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,16.95,100,16.08,250,14.92,500,13.53,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
143,,,,,,80MWM003,Lotus,,,,Umbrellas | Corporate Umbrella,,,,Our popular unisex folding umbrella.  Straight-handled folding umbrella with auto open.  Fits easily into a briefcase or laptop bag.  ,,,2 section steel shaft|steel ribs|straight black rubberised handle.,Ribs: 8  Diameter: 101cm  Rib Length: 58cm,,WM003_Black.jpg,wm003Black.jpg|wm003ch.jpg,wm003Black.jpg|wm003ch.jpg,,Black|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,20.93,100,19.11,250,16.97,500,15.28,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
144,,,,,,80MWM003,Lotus,,,,Umbrellas | Corporate Umbrella,,,,Our popular unisex folding umbrella.  Straight-handled folding umbrella with auto open.  Fits easily into a briefcase or laptop bag.  ,,,2 section steel shaft|steel ribs|straight black rubberised handle.,Ribs: 8  Diameter: 101cm  Rib Length: 58cm,,WM003_Black.jpg,wm003Black.jpg|wm003ch.jpg,wm003Black.jpg|wm003ch.jpg,,Black|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,22.4,100,20.48,250,18.24,500,16.46,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
145,,,,,,80MWM003,Lotus,,,,Umbrellas | Corporate Umbrella,,,,Our popular unisex folding umbrella.  Straight-handled folding umbrella with auto open.  Fits easily into a briefcase or laptop bag.  ,,,2 section steel shaft|steel ribs|straight black rubberised handle.,Ribs: 8  Diameter: 101cm  Rib Length: 58cm,,WM003_Black.jpg,wm003Black.jpg|wm003ch.jpg,wm003Black.jpg|wm003ch.jpg,,Black|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,23.36,100,21.37,250,19.06,500,17.22,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
146,,,,,,80MWM003,Lotus,,,,Umbrellas | Corporate Umbrella,,,,Our popular unisex folding umbrella.  Straight-handled folding umbrella with auto open.  Fits easily into a briefcase or laptop bag.  ,,,2 section steel shaft|steel ribs|straight black rubberised handle.,Ribs: 8  Diameter: 101cm  Rib Length: 58cm,,WM003_Black.jpg,wm003Black.jpg|wm003ch.jpg,wm003Black.jpg|wm003ch.jpg,,Black|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,24.31,100,22.26,250,19.89,500,17.99,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
148,,,,,,80MWM005,Firm,,,,Umbrellas | Corporate Umbrella,,,,Our deluxe mens folding umbrella.  Classic-styled folding umbrella with engraved wooden handle and auto open function.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|engraved wooden hook handle.,Ribs: 8  Diameter: 100cm  Rib Length: 55cm,,WM005_Black.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,,Black|Charcoal|Grey Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,21.37,100,19.52,250,17.27,500,15.49,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
149,,,,,,80MWM005,Firm,,,,Umbrellas | Corporate Umbrella,,,,Our deluxe mens folding umbrella.  Classic-styled folding umbrella with engraved wooden handle and auto open function.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|engraved wooden hook handle.,Ribs: 8  Diameter: 100cm  Rib Length: 55cm,,WM005_Black.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,,Black|Charcoal|Grey Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,22.84,100,20.89,250,18.54,500,16.67,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
150,,,,,,80MWM005,Firm,,,,Umbrellas | Corporate Umbrella,,,,Our deluxe mens folding umbrella.  Classic-styled folding umbrella with engraved wooden handle and auto open function.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|engraved wooden hook handle.,Ribs: 8  Diameter: 100cm  Rib Length: 55cm,,WM005_Black.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,,Black|Charcoal|Grey Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,23.79,100,21.77,250,19.36,500,17.43,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
151,,,,,,80MWM005,Firm,,,,Umbrellas | Corporate Umbrella,,,,Our deluxe mens folding umbrella.  Classic-styled folding umbrella with engraved wooden handle and auto open function.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|engraved wooden hook handle.,Ribs: 8  Diameter: 100cm  Rib Length: 55cm,,WM005_Black.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,wm005Black.jpg|wm005ch.jpg|wm005pat.jpg,,Black|Charcoal|Grey Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,24.74,100,22.66,250,20.19,500,18.19,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
153,,,,,,80MWM0061,Agent,,,,Umbrellas | Corporate Umbrella,,,,The ultimate car umbrella.  Compact 3 section folder that will fit into any glovebox.  Auto open & close so you don't get wet.  Torch to find the lock and reflective piping for safety.  Every car should have one.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|straight black rubberised handle with torch in end.,Ribs: 8  Diameter: 97cm  Rib Length: 53cm,,WM0061_Black.jpg,WM0061_Black.jpg,WM0061_Black.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,26.99,100,24.68,250,21.98,500,19.65,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
154,,,,,,80MWM0061,Agent,,,,Umbrellas | Corporate Umbrella,,,,The ultimate car umbrella.  Compact 3 section folder that will fit into any glovebox.  Auto open & close so you don't get wet.  Torch to find the lock and reflective piping for safety.  Every car should have one.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|straight black rubberised handle with torch in end.,Ribs: 8  Diameter: 97cm  Rib Length: 53cm,,WM0061_Black.jpg,WM0061_Black.jpg,WM0061_Black.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,28.46,100,26.05,250,23.25,500,20.83,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
155,,,,,,80MWM0061,Agent,,,,Umbrellas | Corporate Umbrella,,,,The ultimate car umbrella.  Compact 3 section folder that will fit into any glovebox.  Auto open & close so you don't get wet.  Torch to find the lock and reflective piping for safety.  Every car should have one.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|straight black rubberised handle with torch in end.,Ribs: 8  Diameter: 97cm  Rib Length: 53cm,,WM0061_Black.jpg,WM0061_Black.jpg,WM0061_Black.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,29.41,100,26.94,250,24.07,500,21.6,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
156,,,,,,80MWM0061,Agent,,,,Umbrellas | Corporate Umbrella,,,,The ultimate car umbrella.  Compact 3 section folder that will fit into any glovebox.  Auto open & close so you don't get wet.  Torch to find the lock and reflective piping for safety.  Every car should have one.  ,,,3 section steel shaft|wind resistant metal/fibreglass ribs|straight black rubberised handle with torch in end.,Ribs: 8  Diameter: 97cm  Rib Length: 53cm,,WM0061_Black.jpg,WM0061_Black.jpg,WM0061_Black.jpg,,Black,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,30.36,100,27.82,250,24.9,500,22.36,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
158,,,,,,80MWM0065,Metro,,,,Umbrellas | Corporate Umbrella,,,,"This folding umbrella has it all - auto open & close, vented, and a comfortable foam handle.  ",,,3 section black electroplated frame|wind resistant metal/fibreglass ribs|black foam handle|vented.,Ribs: 8  Diameter: 102cm  Rib Length: 53cm,,WM0065_Black.jpg,wm0065Black.jpg|wm0065ch.jpg|wm0065_Navyjpg,wm0065Black.jpg|wm0065ch.jpg|wm0065Navy.jpg,,Black|Navy|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,26.99,100,24.68,250,21.98,500,19.65,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
159,,,,,,80MWM0065,Metro,,,,Umbrellas | Corporate Umbrella,,,,"This folding umbrella has it all - auto open & close, vented, and a comfortable foam handle.  ",,,3 section black electroplated frame|wind resistant metal/fibreglass ribs|black foam handle|vented.,Ribs: 8  Diameter: 102cm  Rib Length: 53cm,,WM0065_Black.jpg,wm0065Black.jpg|wm0065ch.jpg|wm0065_Navyjpg,wm0065Black.jpg|wm0065ch.jpg|wm0065Navy.jpg,,Black|Navy|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,28.46,100,26.05,250,23.25,500,20.83,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
160,,,,,,80MWM0065,Metro,,,,Umbrellas | Corporate Umbrella,,,,"This folding umbrella has it all - auto open & close, vented, and a comfortable foam handle.  ",,,3 section black electroplated frame|wind resistant metal/fibreglass ribs|black foam handle|vented.,Ribs: 8  Diameter: 102cm  Rib Length: 53cm,,WM0065_Black.jpg,wm0065Black.jpg|wm0065ch.jpg|wm0065_Navyjpg,wm0065Black.jpg|wm0065ch.jpg|wm0065Navy.jpg,,Black|Navy|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,29.41,100,26.94,250,24.07,500,21.6,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
161,,,,,,80MWM0065,Metro,,,,Umbrellas | Corporate Umbrella,,,,"This folding umbrella has it all - auto open & close, vented, and a comfortable foam handle.  ",,,3 section black electroplated frame|wind resistant metal/fibreglass ribs|black foam handle|vented.,Ribs: 8  Diameter: 102cm  Rib Length: 53cm,,WM0065_Black.jpg,wm0065Black.jpg|wm0065ch.jpg|wm0065_Navyjpg,wm0065Black.jpg|wm0065ch.jpg|wm0065Navy.jpg,,Black|Navy|Charcoal,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,30.36,100,27.82,250,24.9,500,22.36,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
163,,,,,,80MWM022,Euro,,,,Umbrellas | Corporate Umbrella,,,,Move up to the Euro with wooden handle.  A popular executive umbrella with hook handle.  ,,,Black electroplated frame|fibreglass & steel ribs|wooden hook handle.,Ribs: 8  Diameter: 103cm  Rib Length: 59cm,,WM022_Black.jpg,WM022-r-pat.jpg,WM022-r-pat.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,19.2,100,17.58,250,15.55,500,13.96,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
164,,,,,,80MWM022,Euro,,,,Umbrellas | Corporate Umbrella,,,,Move up to the Euro with wooden handle.  A popular executive umbrella with hook handle.  ,,,Black electroplated frame|fibreglass & steel ribs|wooden hook handle.,Ribs: 8  Diameter: 103cm  Rib Length: 59cm,,WM022_Black.jpg,WM022-r-pat.jpg,WM022-r-pat.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,20.67,100,18.95,250,16.82,500,15.14,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
