member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
165,,,,,,80MWM022,Euro,,,,Umbrellas | Corporate Umbrella,,,,Move up to the Euro with wooden handle.  A popular executive umbrella with hook handle.  ,,,Black electroplated frame|fibreglass & steel ribs|wooden hook handle.,Ribs: 8  Diameter: 103cm  Rib Length: 59cm,,WM022_Black.jpg,WM022-r-pat.jpg,WM022-r-pat.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,21.63,100,19.84,250,17.64,500,15.9,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
166,,,,,,80MWM022,Euro,,,,Umbrellas | Corporate Umbrella,,,,Move up to the Euro with wooden handle.  A popular executive umbrella with hook handle.  ,,,Black electroplated frame|fibreglass & steel ribs|wooden hook handle.,Ribs: 8  Diameter: 103cm  Rib Length: 59cm,,WM022_Black.jpg,WM022-r-pat.jpg,WM022-r-pat.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,22.58,100,20.73,250,18.47,500,16.67,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
168,,,,,,80MWM029,Executive,,,,Umbrellas | Corporate Umbrella,,,,Style and functionality meet in this larger sized corporate umbrella made with pongee fabric.  Auto open.  ,,,Single section black electroplated shaft|fibreglass ribs|wooden hook handle.,Ribs: 8  Diameter: 119cm  Rib Length: 68cm,,WM029_Black.jpg,wm029Black.jpg,wm029Black.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,25.26,100,23.06,250,20.48,500,18.26,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
169,,,,,,80MWM029,Executive,,,,Umbrellas | Corporate Umbrella,,,,Style and functionality meet in this larger sized corporate umbrella made with pongee fabric.  Auto open.  ,,,single section black electroplated shaft|fibreglass ribs|wooden hook handle.,Ribs: 8  Diameter: 119cm  Rib Length: 68cm,,WM029_Black.jpg,wm029Black.jpg,wm029Black.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,26.73,100,24.44,250,21.76,500,19.44,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
170,,,,,,80MWM029,Executive,,,,Umbrellas | Corporate Umbrella,,,,Style and functionality meet in this larger sized corporate umbrella made with pongee fabric.  Auto open.  ,,,single section black electroplated shaft|fibreglass ribs|wooden hook handle.,Ribs: 8  Diameter: 119cm  Rib Length: 68cm,,WM029_Black.jpg,wm029Black.jpg,wm029Black.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,27.68,100,25.32,250,22.58,500,20.21,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
171,,,,,,80MWM029,Executive,,,,Umbrellas | Corporate Umbrella,,,,Style and functionality meet in this larger sized corporate umbrella made with pongee fabric.  Auto open.  ,,,single section black electroplated shaft|fibreglass ribs|wooden hook handle.,Ribs: 8  Diameter: 119cm  Rib Length: 68cm,,WM029_Black.jpg,wm029Black.jpg,wm029Black.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,28.63,100,26.21,250,23.4,500,20.97,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
173,,,,,,80MWM030,Premium,,,,Umbrellas | Corporate Umbrella,,,,"When first impressions matter.  A stylish men's executive umbrella.  With 12 ribs and classy black handle, the Premium is all about style.   ",,,Single section black electroplated shaft|aluminium/fibreglass ribs|black rubberised handle with metal strip.,Ribs: 12  Diameter: 120cm  Rib Length: 69cm,,WM030_Black.jpg,wm030Black.jpg,wm030Black.jpg,,Black|Grey Patterned,,,,,,Screen Print|Digital Print,150mm wide x 120mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,30.02,100,27.5,250,24.45,500,21.94,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
174,,,,,,80MWM030,Premium,,,,Umbrellas | Corporate Umbrella,,,,"When first impressions matter.  A stylish men's executive umbrella.  With 12 ribs and classy black handle, the Premium is all about style.   ",,,Single section black electroplated shaft|aluminium/fibreglass ribs|black rubberised handle with metal strip.,Ribs: 12  Diameter: 120cm  Rib Length: 69cm,,WM030_Black.jpg,wm030Black.jpg,wm030Black.jpg,,Black|Grey Patterned,,,,,,Screen Print|Digital Print,150mm wide x 120mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,31.49,100,28.87,250,25.72,500,23.13,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
175,,,,,,80MWM030,Premium,,,,Umbrellas | Corporate Umbrella,,,,"When first impressions matter.  A stylish men's executive umbrella.  With 12 ribs and classy black handle, the Premium is all about style.   ",,,Single section black electroplated shaft|aluminium/fibreglass ribs|black rubberised handle with metal strip.,Ribs: 12  Diameter: 120cm  Rib Length: 69cm,,WM030_Black.jpg,wm030Black.jpg,wm030Black.jpg,,Black|Grey Patterned,,,,,,Screen Print|Digital Print,150mm wide x 120mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,32.44,100,29.76,250,26.54,500,23.89,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
176,,,,,,80MWM030,Premium,,,,Umbrellas | Corporate Umbrella,,,,"When first impressions matter.  A stylish men's executive umbrella.  With 12 ribs and classy black handle, the Premium is all about style.   ",,,Single section black electroplated shaft|aluminium/fibreglass ribs|black rubberised handle with metal strip.,Ribs: 12  Diameter: 120cm  Rib Length: 69cm,,WM030_Black.jpg,wm030Black.jpg,wm030Black.jpg,,Black|Grey Patterned,,,,,,Screen Print|Digital Print,150mm wide x 120mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,33.39,100,30.65,250,27.36,500,24.65,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
178,,,,,,80MWM031,Dapper,,,,Umbrellas | Corporate Umbrella,,,,"Style and function combine in the Dapper.  For the man who cares what he looks like in any kind of weather.  Rubberised hook handle, auto open, steel shaft and fibreglass ribs for extra strength.  A great gift for that special man.   ",,,Single section black electroplated shaft|fibreglass ribs|black rubberised hook handle.,Ribs: 8  Diameter: 11,,WM031_Black.jpg,WM031-Black(2).jpg|WM031-RED-PATT.jpg,WM031-BK(2).jpg|WM031-RED-PATT.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,26.99,100,24.68,250,21.98,500,19.65,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
179,,,,,,80MWM031,Dapper,,,,Umbrellas | Corporate Umbrella,,,,"Style and function combine in the Dapper.  For the man who cares what he looks like in any kind of weather.  Rubberised hook handle, auto open, steel shaft and fibreglass ribs for extra strength.  A great gift for that special man.   ",,,Single section black electroplated shaft|fibreglass ribs|black rubberised hook handle.,Ribs: 8  Diameter: 12,,WM031_Black.jpg,WM031-Black(2).jpg|WM031-RED-PATT.jpg,WM031-BK(2).jpg|WM031-RED-PATT.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,28.46,100,26.05,250,23.25,500,20.83,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
180,,,,,,80MWM031,Dapper,,,,Umbrellas | Corporate Umbrella,,,,"Style and function combine in the Dapper.  For the man who cares what he looks like in any kind of weather.  Rubberised hook handle, auto open, steel shaft and fibreglass ribs for extra strength.  A great gift for that special man.   ",,,Single section black electroplated shaft|fibreglass ribs|black rubberised hook handle.,Ribs: 8  Diameter: 13,,WM031_Black.jpg,WM031-Black(2).jpg|WM031-RED-PATT.jpg,WM031-BK(2).jpg|WM031-RED-PATT.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,29.41,100,26.94,250,24.07,500,21.6,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
181,,,,,,80MWM031,Dapper,,,,Umbrellas | Corporate Umbrella,,,,"Style and function combine in the Dapper.  For the man who cares what he looks like in any kind of weather.  Rubberised hook handle, auto open, steel shaft and fibreglass ribs for extra strength.  A great gift for that special man.   ",,,Single section black electroplated shaft|fibreglass ribs|black rubberised hook handle.,Ribs: 8  Diameter: 14,,WM031_Black.jpg,WM031-Black(2).jpg|WM031-RED-PATT.jpg,WM031-BK(2).jpg|WM031-RED-PATT.jpg,,Black|Red Patterned,,,,,,Screen Print|Digital Print,200mm wide x 100mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,30.36,100,27.82,250,24.9,500,22.36,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
183,,,,,,80MWM040,Admiral,,,,Umbrellas | Corporate Umbrella,,,,"Our top of the line umbrella.  Fully featured - aluminium, fibreglass, vented - and good looks too. An umbrella any CEO would proudly own.   ",,,Single section aluminium shaft|fibreglass ribs|black rubberised hook handle|vented.,Ribs: 8  Diameter: 119cm  Rib Length: 69cm,,WM040_Black.jpg,wm040.jpg,wm040.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,30.02,100,27.5,250,24.45,500,21.94,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
184,,,,,,80MWM040,Admiral,,,,Umbrellas | Corporate Umbrella,,,,"Our top of the line umbrella.  Fully featured - aluminium, fibreglass, vented - and good looks too. An umbrella any CEO would proudly own.   ",,,Single section aluminium shaft|fibreglass ribs|black rubberised hook handle|vented.,Ribs: 8  Diameter: 119cm  Rib Length: 69cm,,WM040_Black.jpg,wm040.jpg,wm040.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,31.49,100,28.87,250,25.72,500,23.13,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
185,,,,,,80MWM040,Admiral,,,,Umbrellas | Corporate Umbrella,,,,"Our top of the line umbrella.  Fully featured - aluminium, fibreglass, vented - and good looks too. An umbrella any CEO would proudly own.   ",,,Single section aluminium shaft|fibreglass ribs|black rubberised hook handle|vented.,Ribs: 8  Diameter: 119cm  Rib Length: 69cm,,WM040_Black.jpg,wm040.jpg,wm040.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,32.44,100,29.76,250,26.54,500,23.89,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
186,,,,,,80MWM040,Admiral,,,,Umbrellas | Corporate Umbrella,,,,"Our top of the line umbrella.  Fully featured - aluminium, fibreglass, vented - and good looks too. An umbrella any CEO would proudly own.   ",,,Single section aluminium shaft|fibreglass ribs|black rubberised hook handle|vented.,Ribs: 8  Diameter: 119cm  Rib Length: 69cm,,WM040_Black.jpg,wm040.jpg,wm040.jpg,,Black,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,33.39,100,30.65,250,27.36,500,24.65,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
188,,,,,,80MWM050,Shadow,,,,Umbrellas | Corporate Umbrella,,,,"A silver and black unisex beauty!  Smart, Stylish, Sophisticated. Just a few words that can start to describe this umbrella.",,,Single section aluminium shaft|fibreglass ribs|black & silver rubberised straight handle.,,,WM050_Black_Silver_underneath.jpg,wm050Black.jpg|wm050_Silver.jpg,wm050Black.jpg|wm050Silver.jpg,,Black/Silver underneath|Silver/Black underneath|,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,28.72,100,26.37,250,23.55,500,21.04,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
189,,,,,,80MWM050,Shadow,,,,Umbrellas | Corporate Umbrella,,,,"A silver and black unisex beauty!  Smart, Stylish, Sophisticated. Just a few words that can start to describe this umbrella.",,,Single section aluminium shaft|fibreglass ribs|black & silver rubberised straight handle.,,,WM050_Black_Silver_underneath.jpg,wm050Black.jpg|wm050_Silver.jpg,wm050Black.jpg|wm050Silver.jpg,,Black/Silver underneath|Silver/Black underneath|,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,30.19,100,27.74,250,24.82,500,22.22,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
190,,,,,,80MWM050,Shadow,,,,Umbrellas | Corporate Umbrella,,,,"A silver and black unisex beauty!  Smart, Stylish, Sophisticated. Just a few words that can start to describe this umbrella.",,,Single section aluminium shaft|fibreglass ribs|black & silver rubberised straight handle.,,,WM050_Black_Silver_underneath.jpg,wm050Black.jpg|wm050_Silver.jpg,wm050Black.jpg|wm050Silver.jpg,,Black/Silver underneath|Silver/Black underneath|,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,31.14,100,28.63,250,25.64,500,22.99,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
191,,,,,,80MWM050,Shadow,,,,Umbrellas | Corporate Umbrella,,,,"A silver and black unisex beauty!  Smart, Stylish, Sophisticated. Just a few words that can start to describe this umbrella.",,,Single section aluminium shaft|fibreglass ribs|black & silver rubberised straight handle.,,,WM050_Black_Silver_underneath.jpg,wm050Black.jpg|wm050_Silver.jpg,wm050Black.jpg|wm050Silver.jpg,,Black/Silver underneath|Silver/Black underneath|,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,32.09,100,29.52,250,26.47,500,23.75,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
193,,,,,,80MWG006H,Hurricane with Highlights,,,,Umbrellas | Corporate Umbrella,,,,"The ultimate golf umbrella with distinctive highlights.  Extra Strong fibreglass frame with guide ropes for added reinforcement. Hurricane vented technology that will survive almost any conditions. Comes with highlighted piping around the trim, as well as",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006H_Black_CyaNavy.jpg,,,,Black with Red Highlights|Black with Cyan Highlights,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,33.91,100,30.97,250,27.51,500,24.51,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
194,,,,,,80MWG006H,Hurricane with Highlights,,,,Umbrellas | Corporate Umbrella,,,,"The ultimate golf umbrella with distinctive highlights.  Extra Strong fibreglass frame with guide ropes for added reinforcement. Hurricane vented technology that will survive almost any conditions. Comes with highlighted piping around the trim, as well as",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006H_Black_CyaNavy.jpg,,,,Black with Red Highlights|Black with Cyan Highlights,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,34.08,100,32.34,250,28.78,500,25.69,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
195,,,,,,80MWG006H,Hurricane with Highlights,,,,Umbrellas | Corporate Umbrella,,,,"The ultimate golf umbrella with distinctive highlights.  Extra Strong fibreglass frame with guide ropes for added reinforcement. Hurricane vented technology that will survive almost any conditions. Comes with highlighted piping around the trim, as well as",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006H_Black_CyaNavy.jpg,,,,Black with Red Highlights|Black with Cyan Highlights,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,35,100,33.23,250,29.6,500,26.46,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
196,,,,,,80MWG006H,Hurricane with Highlights,,,,Umbrellas | Corporate Umbrella,,,,"The ultimate golf umbrella with distinctive highlights.  Extra Strong fibreglass frame with guide ropes for added reinforcement. Hurricane vented technology that will survive almost any conditions. Comes with highlighted piping around the trim, as well as",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006H_Black_CyaNavy.jpg,,,,Black with Red Highlights|Black with Cyan Highlights,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,35.92,100,34.11,250,28.26,500,27.22,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
198,,,,,,80MWG006M,Hurricane Mini,,,,Umbrellas | Corporate Umbrella,,,,"Like the Original Hurricane, only smaller.  With the same rugged construction as the original Hurricane, the Hurricane Mini is perfect for watching sport in a crowd, walking down a busy strees, and is perfect for those who like a slightly smaller gold umb",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006M_Black _White..jpg,,,,Black|Black/White.|Red|Red/White.|Navy|Navy/White.|Cyan|Cyan/White.,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,29.58,100,27.02,250,24,500,21.39,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
199,,,,,,80MWG006M,Hurricane Mini,,,,Umbrellas | Corporate Umbrella,,,,"Like the Original Hurricane, only smaller.  With the same rugged construction as the original Hurricane, the Hurricane Mini is perfect for watching sport in a crowd, walking down a busy strees, and is perfect for those who like a slightly smaller gold umb",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006M_Black _White..jpg,,,,Black|Black/White.|Red|Red/White.|Navy|Navy/White.|Cyan|Cyan/White.,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,31.05,100,28.39,250,25.27,500,22.57,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
200,,,,,,80MWG006M,Hurricane Mini,,,,Umbrellas | Corporate Umbrella,,,,"Like the Original Hurricane, only smaller.  With the same rugged construction as the original Hurricane, the Hurricane Mini is perfect for watching sport in a crowd, walking down a busy strees, and is perfect for those who like a slightly smaller gold umb",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006M_Black _White..jpg,,,,Black|Black/White.|Red|Red/White.|Navy|Navy/White.|Cyan|Cyan/White.,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,32.01,100,29.27,250,26.09,500,23.33,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
201,,,,,,80MWG006M,Hurricane Mini,,,,Umbrellas | Corporate Umbrella,,,,"Like the Original Hurricane, only smaller.  With the same rugged construction as the original Hurricane, the Hurricane Mini is perfect for watching sport in a crowd, walking down a busy strees, and is perfect for those who like a slightly smaller gold umb",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,WG006M_Black _White..jpg,,,,Black|Black/White.|Red|Red/White.|Navy|Navy/White.|Cyan|Cyan/White.,,,,,,Screen Print|Digital Print,260mm wide x 180mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,32.96,100,30.16,250,26.91,500,24.1,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
203,,,,,,80MWH001,Hurricane Urban,,,,Umbrellas | Corporate Umbrella,,,,"If you want a quality umbrella that will last, then this is it. Stylish rubberised handle with comfortable grip.  Aluminium shaft that won't rustand lightweight with auto open. Full windproof rib structure with vented canopy to suvive the strongest of win",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,wh001bk.jpg,wh001cya_Navyjpg|wh001_Navyjpg,wh001cyaNavy.jpg|wh001Navy.jpg,,Black|Cyan|Fuschia|Navy,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,30.02,100,27.5,250,24.37,500,21.74,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
204,,,,,,80MWH001,Hurricane Urban,,,,Umbrellas | Corporate Umbrella,,,,"If you want a quality umbrella that will last, then this is it. Stylish rubberised handle with comfortable grip.  Aluminium shaft that won't rustand lightweight with auto open. Full windproof rib structure with vented canopy to suvive the strongest of win",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,wh001bk.jpg,wh001cya_Navyjpg|wh001_Navyjpg,wh001cyaNavy.jpg|wh001Navy.jpg,,Black|Cyan|Fuschia|Navy,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,31.49,100,28.87,250,25.64,500,22.92,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
205,,,,,,80MWH001,Hurricane Urban,,,,Umbrellas | Corporate Umbrella,,,,"If you want a quality umbrella that will last, then this is it. Stylish rubberised handle with comfortable grip.  Aluminium shaft that won't rustand lightweight with auto open. Full windproof rib structure with vented canopy to suvive the strongest of win",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,wh001bk.jpg,wh001cya_Navyjpg|wh001_Navyjpg,wh001cyaNavy.jpg|wh001Navy.jpg,,Black|Cyan|Fuschia|Navy,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,32.44,100,29.76,250,26.47,500,23.68,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
206,,,,,,80MWH001,Hurricane Urban,,,,Umbrellas | Corporate Umbrella,,,,"If you want a quality umbrella that will last, then this is it. Stylish rubberised handle with comfortable grip.  Aluminium shaft that won't rustand lightweight with auto open. Full windproof rib structure with vented canopy to suvive the strongest of win",,,Fibreglass shaft|fibreglass ribs|moulded rubber handle|vented.,,,wh001bk.jpg,wh001cya_Navyjpg|wh001_Navyjpg,wh001cyaNavy.jpg|wh001Navy.jpg,,Black|Cyan|Fuschia|Navy,,,,,,Screen Print|Digital Print,260mm wide x 200mm high approx.,,,,,,"Item + 2 Col, 2 Panel Print",2 Position,2 Colour,Screen Print,2 Colour 2 Panel Print,,,,25,33.39,100,30.65,250,27.29,500,24.44,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
208,,,,,,80MWH002,Hurricane City,,,,Umbrellas | Compact Umbrella,,,,The best folding umbrella on the market.  3 section frame to make it compact for glove box or hand bag. The latest designed full fiberglass windproof frame with vented canopy. Auto open and close operation with safety close feature that makes it easy to u,,,3 section steel shaft|Fiberglass Ribs|Rubberised Handle|vented,,,WH002_BK.jpg,,,,Black|Black with Cyan highlights|Black with Red highlights|Navy,,,,,,Screen Print|Digital Print,200mm wide x 100mm High approx.,,,,,,"Item + 1 Col, 1 Panel Print",1 Position,1 Colour,Screen Print,1 Colour 1 Panel Print,,,,25,27.85,100,25.48,250,22.58,500,20.21,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
209,,,,,,80MWH002,Hurricane City,,,,Umbrellas | Compact Umbrella,,,,The best folding umbrella on the market.  3 section frame to make it compact for glove box or hand bag. The latest designed full fiberglass windproof frame with vented canopy. Auto open and close operation with safety close feature that makes it easy to u,,,3 section steel shaft|Fiberglass Ribs|Rubberised Handle|vented,,,WH002_BK.jpg,,,,Black|Black with Cyan highlights|Black with Red highlights|Navy,,,,,,Screen Print|Digital Print,200mm wide x 100mm High approx.,,,,,,"Item + 1 Col, 2 Panel Print",2 Position,1 Colour,Screen Print,1 Colour 2 Panel Print,,,,25,29.32,100,26.85,250,23.85,500,21.39,,,,,,,,,,Set Up,100,,,,,,,,,,,,,
210,,,,,,80MWH002,Hurricane City,,,,Umbrellas | Compact Umbrella,,,,The best folding umbrella on the market.  3 section frame to make it compact for glove box or hand bag. The latest designed full fiberglass windproof frame with vented canopy. Auto open and close operation with safety close feature that makes it easy to u,,,3 section steel shaft|Fiberglass Ribs|Rubberised Handle|vented,,,WH002_BK.jpg,,,,Black|Black with Cyan highlights|Black with Red highlights|Navy,,,,,,Screen Print|Digital Print,200mm wide x 100mm High approx.,,,,,,"Item + 2 Col, 1 Panel Print",1 Position,2 Colour,Screen Print,2 Colour 1 Panel Print,,,,25,30.28,100,27.74,250,24.67,500,22.15,,,,,,,,,,Set Up,200,,,,,,,,,,,,,
