member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1, Sell Price ,qty_2, sell 2 ,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL,
,,,,,118,103M102174,Nail File,,Personal,Personal/Amenities,Personal Care | Grooming,,,No,Handy nail file with both fine and coarse filing surfaces. Presented in a sleeve for storage when not in use. ,,,,W 20mm x L 163mm x 5mm.,Plastic sleeve. ,102174-0.jpg,102174-1.jpg|102174-1.jpg|102174-2.jpg|102174-3.jpg|102174-4.jpg|102174-5.jpg|102174-6.jpg|102174-7.jpg|102174-8.jpg|102174-9.jpg|102174-10.jpg,,white|yellow|orange|green|pink|red|Blue|purple|Black,white|yellow|orange|green|pink|red|Blue|purple|Black,102174-1.jpg|102174-1.jpg|102174-2.jpg|102174-3.jpg|102174-4.jpg|102174-5.jpg|102174-6.jpg|102174-7.jpg|102174-8.jpg|102174-9.jpg|102174-10.jpg,,,,,Pad Print|Direct Digital,Pad Print 65mm x 12mm.|Direct Digital 159mm x 20mm (plus bleed if required).,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.26,500,1.25,1000,1.23,2500,1.13,5000,1.03,,,,,,,Pad Print,0.15,100,Pad Print,0.15,,40,19,31,9.3,1000,0.0236,,,http://www.trendscollection.co.nz/item/102174,,
,,,,,118,103M102174,Nail File,,Personal,Personal/Amenities,Personal Care | Grooming,,,No,Handy nail file with both fine and coarse filing surfaces. Presented in a sleeve for storage when not in use. ,,,,W 20mm x L 163mm x 5mm.,Plastic sleeve. ,102174-0.jpg,102174-1.jpg|102174-1.jpg|102174-2.jpg|102174-3.jpg|102174-4.jpg|102174-5.jpg|102174-6.jpg|102174-7.jpg|102174-8.jpg|102174-9.jpg|102174-10.jpg,,white|yellow|orange|green|pink|red|Blue|purple|Black,white|yellow|orange|green|pink|red|Blue|purple|Black,102174-1.jpg|102174-1.jpg|102174-2.jpg|102174-3.jpg|102174-4.jpg|102174-5.jpg|102174-6.jpg|102174-7.jpg|102174-8.jpg|102174-9.jpg|102174-10.jpg,,,,,Pad Print|Direct Digital,Pad Print 65mm x 12mm.|Direct Digital 159mm x 20mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Direct Digital,,,250,,250,1.26,500,1.25,1000,1.23,2500,1.13,5000,1.03,,,,,,,Direct Digital,0.3,50,,,,40,19,31,9.3,1000,0.0236,,,http://www.trendscollection.co.nz/item/102174,,
,,,,,119,103M102184,Screen Cleaning Kit,,Technology,Technology/Screen Cleaners,Technology | Technology Accessories,,,No,"Microfibre cloth for cleaning screens and eyewear in a handy carry case.
",,,,Case: W 45mm x L 90mm x 10mm.,Loose packed.,102184-0.jpg,102184-1.jpg|102184-1.jpg|102184-2.jpg,,white,white,102184-1.jpg|102184-1.jpg|102184-2.jpg,,,,,Pad Print|Direct Digital,Pad Print Case - 55mm x 28mm.|Direct Digital Case - 74mm x 37mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,1.35,500,1.33,1000,1.31,2500,1.21,5000,1.11,,,,,,,Printing Per Col/Pos,0.2,50,,,,27,41,46,13.7,800,0.0509,,,http://www.trendscollection.co.nz/item/102184,,
,,,,,119,103M102184,Screen Cleaning Kit,,Technology,Technology/Screen Cleaners,Technology | Technology Accessories,,,No,"Microfibre cloth for cleaning screens and eyewear in a handy carry case.
",,,,Case: W 45mm x L 90mm x 10mm.,Loose packed.,102184-0.jpg,102184-1.jpg|102184-1.jpg|102184-2.jpg,,white,white,102184-1.jpg|102184-1.jpg|102184-2.jpg,,,,,Pad Print|Direct Digital,Pad Print Case - 55mm x 28mm.|Direct Digital Case - 74mm x 37mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.7,500,1.68,1000,1.66,2500,1.53,5000,1.41,,,,,,,Pad Print,0.2,100,Pad Print,0.2,,27,41,46,13.7,800,0.0509,,,http://www.trendscollection.co.nz/item/102184,,
,,,,,119,103M102184,Screen Cleaning Kit,,Technology,Technology/Screen Cleaners,Technology | Technology Accessories,,,No,"Microfibre cloth for cleaning screens and eyewear in a handy carry case.
",,,,Case: W 45mm x L 90mm x 10mm.,Loose packed.,102184-0.jpg,102184-1.jpg|102184-1.jpg|102184-2.jpg,,white,white,102184-1.jpg|102184-1.jpg|102184-2.jpg,,,,,Pad Print|Direct Digital,Pad Print Case - 55mm x 28mm.|Direct Digital Case - 74mm x 37mm.,,,,,,,1 Position,Full Colour,Direct Digital,,,250,,250,1.52,500,1.51,1000,1.49,2500,1.37,5000,1.26,,,,,,,Direct Digital,0.3,50,,,,27,41,46,13.7,800,0.0509,,,http://www.trendscollection.co.nz/item/102184,,
,,,,,120,103M102186,Snappy Bottle Opener Key Ring,,Key Rings,Key Rings/Bottle Opener Keyrings,Keyrings | Bottle Opener Keyrings,,,No,Compact plastic bottle opener with a handy tab slot for opening cans.,,,,W 13mm x L 68mm x 16mm (Dia 24mm ring).,Loose packed.,102186-0.jpg,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,white|yellow|green|red|Blue|Black,white|yellow|green|red|Blue|Black,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,,,,Pad Print|Direct Digital,Pad Print 40mm x 9mm.|Direct Digital 40mm x 9mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.85,500,0.83,1000,0.81,2500,0.74,5000,0.73,,,,,,,Printing Per Col/Pos,0.14,50,,,,40,32,48,17.5,2000,0.0614,,,http://www.trendscollection.co.nz/item/102186,,
,,,,,120,103M102186,Snappy Bottle Opener Key Ring,,Key Rings,Key Rings/Bottle Opener Keyrings,Keyrings | Bottle Opener Keyrings,,,No,Compact plastic bottle opener with a handy tab slot for opening cans.,,,,W 13mm x L 68mm x 16mm (Dia 24mm ring).,Loose packed.,102186-0.jpg,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,white|yellow|green|red|Blue|Black,white|yellow|green|red|Blue|Black,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,,,,Pad Print|Direct Digital,Pad Print 40mm x 9mm.|Direct Digital 40mm x 9mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.09,500,1.07,1000,1.06,2500,0.97,5000,0.88,,,,,,,Pad Print,0.14,100,Pad Print,0.14,,40,32,48,17.5,2000,0.0614,,,http://www.trendscollection.co.nz/item/102186,,
,,,,,120,103M102186,Snappy Bottle Opener Key Ring,,Key Rings,Key Rings/Bottle Opener Keyrings,Keyrings | Bottle Opener Keyrings,,,No,Compact plastic bottle opener with a handy tab slot for opening cans.,,,,W 13mm x L 68mm x 16mm (Dia 24mm ring).,Loose packed.,102186-0.jpg,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,white|yellow|green|red|Blue|Black,white|yellow|green|red|Blue|Black,102186-1.jpg|102186-1.jpg|102186-2.jpg|102186-3.jpg|102186-4.jpg|102186-5.jpg|102186-6.jpg|102186-7.jpg,,,,,Pad Print|Direct Digital,Pad Print 40mm x 9mm.|Direct Digital 40mm x 9mm.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.21,500,1.19,1000,1.18,2500,1.08,5000,0.99,,,,,,,Direct Digital,0.35,50,,,,40,32,48,17.5,2000,0.0614,,,http://www.trendscollection.co.nz/item/102186,,
,,,,,121,103M102205,Temporary Tattoo Classic - 38mm x 38mm,,Promotion,Promotion/Temporary Tattoos,Novelty | Miscellaneous,,,No,"38mm x 38mm temporary tattoos which are ideal for interactive promotions and awareness campaigns. They are printed with people friendly FDA &amp; CE certified non-toxic ink and are a safe, fun product. The quoted measurements are the paper size and not the image size. Any size is available on request and a production lead time of 15 working days applies to this product.",,,,W 38mm x L 38mm.,Loose packed.,102205-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print 34mm x 34mm.,,,,,,,1 Position,Full Colour,Digital Print,,,1000,,1000,0.66,3000,0.24,5000,0.17,10000,0.12,20000,0.11,,,,,,,Full Colour Print,0,50,,0,,30,25,27,10.4,12000,0.0203,,,http://www.trendscollection.co.nz/item/102205,,
,,,,,122,103M103799,Custom Printed Lanyard - 12mm,,Business,Business/Lanyards,Conference & Events | Lanyards,,,No,"Build your own lanyard in three easy steps. Choose the lanyard colour from the STANDARD COLOUR PALETTE then select one of the four polyester fabric sizes and finally choose the attachments.  To simplify ordering the attachments you can choose our STANDARD ATTACHMENT configuration which includes a metal clip and a safety clip or add any of our OPTIONAL EXTRA ATTACHMENTS as required. As well as our standard colours, special PMS colours are available on request for a minimum of 1000pcs. PMS colour matching is approximate and a production lead time of 15 working days applies to this product.",,,,W 12mm x L 450mm.,Loose packed.,103799-0.jpg,103799-1.jpg|103799-1.jpg|103799-2.jpg|103799-3.jpg|103799-4.jpg|103799-5.jpg|103799-6.jpg|103799-7.jpg|103799-8.jpg|103799-9.jpg|103799-10.jpg|103799-11.jpg|103799-12.jpg|103799-13.jpg|103799-14.jpg|103799-15.jpg,,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,103799-1.jpg|103799-1.jpg|103799-2.jpg|103799-3.jpg|103799-4.jpg|103799-5.jpg|103799-6.jpg|103799-7.jpg|103799-8.jpg|103799-9.jpg|103799-10.jpg|103799-11.jpg|103799-12.jpg|103799-13.jpg|103799-14.jpg|103799-15.jpg,,,,,Screen Print,Screen Print Logo repeats along the full length of the lanyard material.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,2.25,250,1.35,500,1.18,1000,1.08,2500,1.02,,,,,,,Printing Per Col/Pos,0.03,50,,,,30,30,52,11,1000,0.0468,,,http://www.trendscollection.co.nz/item/103799,,
,,,,,123,103M103800,Custom Printed Lanyard - 16mm,,Business,Business/Lanyards,Conference & Events | Lanyards,,,No,"Build your own lanyard in three easy steps. Choose the lanyard colour from the STANDARD COLOUR PALETTE then select one of the four polyester fabric sizes and finally choose the attachments.  To simplify ordering the attachments you can choose our STANDARD ATTACHMENT configuration which includes a metal clip and a safety clip or add any of our OPTIONAL EXTRA ATTACHMENTS as required. As well as our standard colours, special PMS colours are available on request for a minimum of 1000pcs. PMS colour matching is approximate and a production lead time of 15 working days applies to this product.",,,,W 16mm x L 450mm.,Loose packed.,103800-0.jpg,103800-1.jpg|103800-1.jpg|103800-2.jpg|103800-3.jpg|103800-4.jpg|103800-5.jpg|103800-6.jpg|103800-7.jpg|103800-8.jpg|103800-9.jpg|103800-10.jpg|103800-11.jpg|103800-12.jpg|103800-13.jpg|103800-14.jpg|103800-15.jpg,,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,103800-1.jpg|103800-1.jpg|103800-2.jpg|103800-3.jpg|103800-4.jpg|103800-5.jpg|103800-6.jpg|103800-7.jpg|103800-8.jpg|103800-9.jpg|103800-10.jpg|103800-11.jpg|103800-12.jpg|103800-13.jpg|103800-14.jpg|103800-15.jpg,,,,,Screen Print,Screen Print Logo repeats along the full length of the lanyard material.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,2.4,250,1.44,500,1.26,1000,1.17,2500,1.08,,,,,,,Printing Per Col/Pos,0.03,50,,,,30,30,52,13,1000,0.0468,,,http://www.trendscollection.co.nz/item/103800,,
,,,,,124,103M103801,Custom Printed Lanyard - 20mm,,Business,Business/Lanyards,Conference & Events | Lanyards,,,No,"Build your own lanyard in three easy steps. Choose the lanyard colour from the STANDARD COLOUR PALETTE then select one of the four polyester fabric sizes and finally choose the attachments.  To simplify ordering the attachments you can choose our STANDARD ATTACHMENT configuration which includes a metal clip and a safety clip or add any of our OPTIONAL EXTRA ATTACHMENTS as required. As well as our standard colours, special PMS colours are available on request for a minimum of 1000pcs. PMS colour matching is approximate and a production lead time of 15 working days applies to this product.",,,,W 20mm x L 450mm.,Loose packed.,103801-0.jpg,103801-1.jpg|103801-1.jpg|103801-2.jpg|103801-3.jpg|103801-4.jpg|103801-5.jpg|103801-6.jpg|103801-7.jpg|103801-8.jpg|103801-9.jpg|103801-10.jpg|103801-11.jpg|103801-12.jpg|103801-13.jpg|103801-14.jpg|103801-15.jpg,,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,103801-1.jpg|103801-1.jpg|103801-2.jpg|103801-3.jpg|103801-4.jpg|103801-5.jpg|103801-6.jpg|103801-7.jpg|103801-8.jpg|103801-9.jpg|103801-10.jpg|103801-11.jpg|103801-12.jpg|103801-13.jpg|103801-14.jpg|103801-15.jpg,,,,,Screen Print,Screen Print Logo repeats along the full length of the lanyard material.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,2.58,250,1.54,500,1.35,1000,1.25,2500,1.16,,,,,,,Printing Per Col/Pos,0.03,50,,,,30,30,52,15,1000,0.0468,,,http://www.trendscollection.co.nz/item/103801,,
,,,,,125,103M103802,Custom Printed Lanyard - 24mm,,Business,Business/Lanyards,Conference & Events | Lanyards,,,No,"Build your own lanyard in three easy steps. Choose the lanyard colour from the STANDARD COLOUR PALETTE then select one of the four polyester fabric sizes and finally choose the attachments.  To simplify ordering the attachments you can choose our STANDARD ATTACHMENT configuration which includes a metal clip and a safety clip or add any of our OPTIONAL EXTRA ATTACHMENTS as required. As well as our standard colours, special PMS colours are available on request for a minimum of 1000pcs. PMS colour matching is approximate and a production lead time of 15 working days applies to this product.",,,,W 24mm x L 450mm. ,Loose packed.,103802-0.jpg,103802-1.jpg|103802-1.jpg|103802-2.jpg|103802-3.jpg|103802-4.jpg|103802-5.jpg|103802-6.jpg|103802-7.jpg|103802-8.jpg|103802-9.jpg|103802-10.jpg|103802-11.jpg|103802-12.jpg|103802-13.jpg|103802-14.jpg|103802-15.jpg,,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,silver|white|yellow|orange|pink|red|bright green|green|light blue|Blue|purple|Black,103802-1.jpg|103802-1.jpg|103802-2.jpg|103802-3.jpg|103802-4.jpg|103802-5.jpg|103802-6.jpg|103802-7.jpg|103802-8.jpg|103802-9.jpg|103802-10.jpg|103802-11.jpg|103802-12.jpg|103802-13.jpg|103802-14.jpg|103802-15.jpg,,,,,Screen Print,Screen Print Logo repeats along the full length of the lanyard material.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,2.75,250,1.64,500,1.44,1000,1.33,2500,1.24,,,,,,,Printing Per Col/Pos,0.03,50,,,,30,30,52,17,1000,0.0468,,,http://www.trendscollection.co.nz/item/103802,,
,,,,,126,103M103808,Temporary Tattoo Classic - 51mm X 38mm,,Promotion,Promotion/Temporary Tattoos,Novelty | Miscellaneous,,,No,"51mm x 38mm temporary tattoos which are ideal for interactive promotions and awareness campaigns. They are printed with people friendly FDA &amp; CE certified non-toxic ink and are a safe, fun product. The quoted measurements are the paper size and not the image size. Any size is available on request and a lead time of 15 working days applies to this product.",,,,W 51mm x L 38mm.,Loose packed.,103808-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print 34mm x 47mm.,,,,,,,1 Position,Full Colour,Digital Print,,,1000,,1000,0.67,3000,0.28,5000,0.19,10000,0.13,20000,0.13,,,,,,,Full Colour Print,0,50,,0,,30,25,27,10.4,12000,0.0203,,,http://www.trendscollection.co.nz/item/103808,,
,,,,,127,103M103809,Temporary Tattoo Classic - 51mm x 51mm,,Promotion,Promotion/Temporary Tattoos,Novelty | Miscellaneous,,,No,"51mm x 51mm temporary tattoos which are ideal for interactive promotions and awareness campaigns. They are printed with people friendly FDA &amp; CE certified non-toxic ink and are a safe, fun product. The quoted measurements are the paper size and not the image size. Any size is available on request and a lead time of 15 working days applies to this product.",,,,W 51mm x L 51mm.,Loose packed.,103809-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print 47mm x 47mm.,,,,,,,1 Position,Full Colour,Digital Print,,,1000,,1000,0.71,3000,0.33,5000,0.22,10000,0.16,20000,0.16,,,,,,,Full Colour Print,0,50,,0,,30,25,27,10.4,12000,0.0203,,,http://www.trendscollection.co.nz/item/103809,,
,,,,,129,103M104072,Quadra 4GB Flash Drive,,Technology,Technology/Flash Drives,Conference & Events | Lanyards,,,No,Smart slimline flash drive with 4GB of memory and a USB 2.0 interface. It has an LED that lights up when it is in operation. Both data uploading and a magnetic closure gift box are available on request. ,,,,Flash drive: L 67mm x W 20mm x 7mm.,Loose packed or an optional gift box. ,104072-0.jpg,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,silver,silver,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,,,,Pad Print|Direct Digital,Pad Print 35mm x 10mm.|Direct Digital 40mm x 12mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,50,,50,13.58,100,12.67,250,12.72,500,10.62,1000,9.51,,,,,,,Printing Per Col/Pos,0.15,50,,,,20,28,43,5,500,0.0241,,,http://www.trendscollection.co.nz/item/104072,,
,,,,,129,103M104072,Quadra 4GB Flash Drive,,Technology,Technology/Flash Drives,Conference & Events | Lanyards,,,No,Smart slimline flash drive with 4GB of memory and a USB 2.0 interface. It has an LED that lights up when it is in operation. Both data uploading and a magnetic closure gift box are available on request. ,,,,Flash drive: L 67mm x W 20mm x 7mm.,Loose packed or an optional gift box. ,104072-0.jpg,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,silver,silver,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,,,,Pad Print|Direct Digital,Pad Print 35mm x 10mm.|Direct Digital 40mm x 12mm.,,,,,,,2 Position,1 Colour,Direct Digital,,,50,,50,13.84,100,12.92,250,12.98,500,10.84,1000,9.72,,,,,,,Direct Digital,0.15,100,Direct Digital Per Position,0.15,,20,28,43,5,500,0.0241,,,http://www.trendscollection.co.nz/item/104072,,
,,,,,129,103M104072,Quadra 4GB Flash Drive,,Technology,Technology/Flash Drives,Conference & Events | Lanyards,,,No,Smart slimline flash drive with 4GB of memory and a USB 2.0 interface. It has an LED that lights up when it is in operation. Both data uploading and a magnetic closure gift box are available on request. ,,,,Flash drive: L 67mm x W 20mm x 7mm.,Loose packed or an optional gift box. ,104072-0.jpg,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,silver,silver,104072-1.jpg|104072-1.jpg|104072-2.jpg|104072-3.jpg|104072-4.jpg,,,,,Pad Print|Direct Digital,Pad Print 35mm x 10mm.|Direct Digital 40mm x 12mm.,,,,,,,2 Position,1 Colour,Pad Print,,,50,,50,13.84,100,12.92,250,12.98,500,10.84,1000,9.72,,,,,,,Pad Print,0.15,100,Direct Digital Per Position,0.15,,20,28,43,5,500,0.0241,,,http://www.trendscollection.co.nz/item/104072,,
,,,,,130,103M104075,Matrix Metallic Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic ball pen with a soft rubber grip, a metallic barrel and metallic silver trim. It has a blue TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Black ink is available for an additional charge.",,,,Dia 13.5mm x L 132mm x 16mm (includes clip).,Loose packed or an optional presentation box or sleeve.,104075-0.jpg,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,silver|red|green|Blue|purple|Black,silver|red|green|Blue|purple|Black,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,,,,Pad Print|Pad Print|Screen Print|Direct Digital,Pad Print Position C - 35mm x 5mm.|Pad Print Positions D &amp E - 45mm x 9mm.|Screen Print Position A - 40mm x 16mm.|Direct Digital Positions D &amp E - 50mm x 7mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.67,500,0.66,1000,0.64,2500,0.6,5000,0.56,,,,,,,Printing Per Col/Pos,0.06,50,,,,25,31,58,12.6,1000,0.045,,,http://www.trendscollection.co.nz/item/104075,,
,,,,,130,103M104075,Matrix Metallic Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic ball pen with a soft rubber grip, a metallic barrel and metallic silver trim. It has a blue TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Black ink is available for an additional charge.",,,,Dia 13.5mm x L 132mm x 16mm (includes clip).,Loose packed or an optional presentation box or sleeve.,104075-0.jpg,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,silver|red|green|Blue|purple|Black,silver|red|green|Blue|purple|Black,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,,,,Pad Print|Pad Print|Screen Print|Direct Digital,Pad Print Position C - 35mm x 5mm.|Pad Print Positions D &amp E - 45mm x 9mm.|Screen Print Position A - 40mm x 16mm.|Direct Digital Positions D &amp E - 50mm x 7mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,0.78,500,0.76,1000,0.74,2500,0.68,5000,0.66,,,,,,,Pad Print,0.06,100,Pad Print,0.06,,25,31,58,12.6,1000,0.045,,,http://www.trendscollection.co.nz/item/104075,,
,,,,,130,103M104075,Matrix Metallic Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic ball pen with a soft rubber grip, a metallic barrel and metallic silver trim. It has a blue TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Black ink is available for an additional charge.",,,,Dia 13.5mm x L 132mm x 16mm (includes clip).,Loose packed or an optional presentation box or sleeve.,104075-0.jpg,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,silver|red|green|Blue|purple|Black,silver|red|green|Blue|purple|Black,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,,,,Pad Print|Pad Print|Screen Print|Direct Digital,Pad Print Position C - 35mm x 5mm.|Pad Print Positions D &amp E - 45mm x 9mm.|Screen Print Position A - 40mm x 16mm.|Direct Digital Positions D &amp E - 50mm x 7mm.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,0.92,500,0.9,1000,0.88,2500,0.81,5000,0.79,,,,,,,Printing Per Col/Pos,0.2,50,Direct Digital Per Position,,,25,31,58,12.6,1000,0.045,,,http://www.trendscollection.co.nz/item/104075,,
,,,,,130,103M104075,Matrix Metallic Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic ball pen with a soft rubber grip, a metallic barrel and metallic silver trim. It has a blue TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Black ink is available for an additional charge.",,,,Dia 13.5mm x L 132mm x 16mm (includes clip).,Loose packed or an optional presentation box or sleeve.,104075-0.jpg,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,silver|red|green|Blue|purple|Black,silver|red|green|Blue|purple|Black,104075-1.jpg|104075-1.jpg|104075-2.jpg|104075-3.jpg|104075-4.jpg|104075-5.jpg,,,,,Pad Print|Pad Print|Screen Print|Direct Digital,Pad Print Position C - 35mm x 5mm.|Pad Print Positions D &amp E - 45mm x 9mm.|Screen Print Position A - 40mm x 16mm.|Direct Digital Positions D &amp E - 50mm x 7mm.,,,,,,,2 Position,Full Colour,Digital Print,,,250,,250,1.26,500,1.25,1000,1.23,2500,1.13,5000,1.03,,,,,,,Printing Per Col/Pos,0.2,100,Direct Digital Per Position,0.2,,25,31,58,12.6,1000,0.045,,,http://www.trendscollection.co.nz/item/104075,,
,,,,,132,103M104137,Emery Board Pack,,Personal,Personal/Amenities,Personal Care | Grooming,,,No,Book of 12 brightly coloured emery boards.,,,,Book: W 58mm x L 68mm x 5mm.,Loose packed.,104137-0.jpg,,,white,white,,,,,,Pad Print,Pad Print 45mm x 20mm (horizonal or vertical).,,,,,,,1 Position,1 Colour,Pad Print,,,250,,250,1.59,500,1.56,1000,1.52,2500,1.39,5000,1.26,,,,,,,Printing Per Col/Pos,0.15,50,,,,32,34,43,10.5,1000,0.0468,,,http://www.trendscollection.co.nz/item/104137,,
,,,,,133,103M104158,Verve Flashlight,,Tools,Tools/Lights,Outdoors | Torches & Flashlights,,,No,"Contoured pocket size aluminium flashlight which produces eight lumens of light from three powerful LEDs and is nicely presented in a magnetic closure gift box . It uses one AA battery which is included and it laser engraves to an oxidised white colour.
",,,,Torch: Dia 26mm x L 108mm.,Gift box.,104158-0.jpg,104158-1.jpg|104158-1.jpg|104158-2.jpg,,silver|Black,silver|Black,104158-1.jpg|104158-1.jpg|104158-2.jpg,,,,,Pad Print|Laser Engraving,Pad Print 40mm x 10mm.|Laser Engraving 40mm x 10mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,50,,50,10.17,100,9.55,250,9.65,500,8.12,1000,7.33,,,,,,,Printing Per Col/Pos,0.3,50,,,,45,37,36,13.1,100,0.0599,,,http://www.trendscollection.co.nz/item/104158,,
,,,,,133,103M104158,Verve Flashlight,,Tools,Tools/Lights,Outdoors | Torches & Flashlights,,,No,"Contoured pocket size aluminium flashlight which produces eight lumens of light from three powerful LEDs and is nicely presented in a magnetic closure gift box . It uses one AA battery which is included and it laser engraves to an oxidised white colour.
",,,,Torch: Dia 26mm x L 108mm.,Gift box.,104158-0.jpg,104158-1.jpg|104158-1.jpg|104158-2.jpg,,silver|Black,silver|Black,104158-1.jpg|104158-1.jpg|104158-2.jpg,,,,,Pad Print|Laser Engraving,Pad Print 40mm x 10mm.|Laser Engraving 40mm x 10mm.,,,,,,,2 Position,1 Colour,Pad Print,,,50,,50,10.69,100,10.05,250,10.17,500,8.57,1000,7.75,,,,,,,Pad Print,0.3,100,Pad Print,0.3,,45,37,36,13.1,100,0.0599,,,http://www.trendscollection.co.nz/item/104158,,
