category,sc1,sc2,sku,serial_number,item_description,size,volume,unit,packaging,color,source1,retail_price,selling_price,qty,offer,Image
Plastic,Container,,FPLOBCB48PPI,FPLOBCB48PPI,Round Base Container 48Oz+PP Lid,,235x235x45mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL194OCBI,FPL194OCBI,Round Container +Lid,,194X63mm,CTN,1x200Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOCB16I,FPLOCB16I,Round Container 16Oz+ Lid,,160x50mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOCB24I,FPLOCB24I,Round Container 24Oz+ Lid,,185x185x40mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOCB32I,FPLOCB32I,Round Container 32Oz+ Lid,,185x185x50mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOCB48I,FPLOCB48I,Round Container 48Oz+ Lid,,235x235x45mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL2COMRCBI,FPL2COMRCBI,Rectangular Base 2 Compartment Container + Lid,,240x205x42mm,CTN,1x250sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL3COMRCBI,FPL3COMRCBI,Rectangular Base 3 Compartment Container + Lid,,240x205x42mm,CTN,1x250sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL2COMBC194I,FPL2COMBC194I,Rectangular Base 194 2 Compartment Container + Lid,,194x63mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL5COMBCBI,FPL5COMBCBI,Rectangular Base 5 Compartment Container + Lid,,265x200x38mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL6COMBCBI,FPL6COMBCBI,Rectangular Base 6 Compartment Container + Lid,,291x218x45mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL2COMBC221,FPL2COMBC221,Rectangular Base 221 2 Compartment Container + Lid,,221x151x45mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL2COMBC229,FPL2COMBC229,Rectangular Base 229 3 Compartment Container + Lid,,229x179x50mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPR3COMRCBI,FPR3COMRCBI,Round Container 3 Compartment Container + Lid ,,Dia= 232x43mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL2CORCB,FPL2CORCB,Clear Rectangular 2 Compartment ,,227x155x47mm,CTN,1x200sets,White,UAE,10,9,100,1,
Plastic,Container,,FPL3CORCB,FPL3CORCB,Clear Rectangular 3 Compartment ,,210x210x45mm,CTN,1x150sets,White,UAE,10,9,100,1,
Plastic,Container,,FPL4CORCB,FPL4CORCB,Clear Rectangular 4 Compartment ,,210x210x45mm,CTN,1x150sets,White,UAE,10,9,100,1,
Plastic,Container,,FPL5CORCB,FPL5CORCB,Clear Rectangular 5 Compartment ,,210x210x45mm,CTN,1x150sets,White,UAE,10,9,100,1,
Plastic,Container,,FPLSCB163I,FPLSCB163I,Sushi Container 163 with Lid,,163x114x34mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB184I,FPLSCB184I,Sushi Container 184  with Lid,,184x124x43mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB215I,FPLSCB215I,Sushi Container 215  with Lid,,215x136x43mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB218I,FPLSCB218I,Sushi Container 218  with Lid,,218x90x43mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB250I,FPLSCB250I,Sushi Container 250  with Lid,,250x160x50mm,CTN,1x400sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB265I,FPLSCB265I,Sushi Container 265  with Lid,,265x200x50mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSSC1I,FPLSSC1I,Squircle Sushi Container1 with Lid,,550x540x280mm,CTN,1x100sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSSC2I,FPLSSC2I,Squircle Sushi Container2 with Lid,,660x600x330mm,CTN,1x100sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPFBSCI,FPFBSCI,Foam base Sushi Container with Lid,,247x50mm,CTN,1x200sets,NA,UAE,10,9,100,1,
Plastic,Container,,FPPSC,FPPSC,Pastry Sushi Container ,,308x46mm,CTN,1x100sets,NA,UAE,10,9,100,1,
Plastic,Tray,,FPLSBTI,FPLSBTI,Sushi Boat Tray with Lid,,,CTN,1x300sets,NA,UAE,10,9,100,1,
Plastic,Plate,,FPL2COR,FPL2COR,Red 2 Comp  Base.,,2 comp,CTN,1x250Pcs,Red,UAE,10,9,100,1,
Plastic,Plate,,FPL3COR,FPL3COR,Red 3 Comp Base,,3comp,CTN,1x250Pcs,Red,UAE,10,9,100,1,
Plastic,Plate,,FPL2COB,FPL2COB,Black  2 Comp  Base.,,2comp,CTN,1x250Pcs,Black,UAE,10,9,100,1,
Plastic,Plate,,FPL3COB,FPL3COB,Black  3 Comp  Base.,,3comp,CTN,1x250Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCBR650,FPLRCBR650,Red Rectangular container base 650ml,650ml,174x164x49mm,CTN,1x300sets,Red,UAE,10,9,100,1,
Plastic,Container,,FPLRCBR750,FPLRCBR750,Red Rectangular container base 750ml,750ml,225x153x40mm,CTN,1x300sets,Red,UAE,10,9,100,1,
Plastic,Container,,FPLRCBR800,FPLRCBR800,Red Rectangular container base 800ml,800ml,205x170x45mm,CTN,1x300sets,Red,UAE,10,9,100,1,
Plastic,Container,,FPLRCBR1000,FPLRCBR1000,Red Rectangular container base 1000ml,1000ml,225x153x59mm,CTN,1x300sets,Red,UAE,10,9,100,1,
Plastic,Container,,FPLBNRCB650,FPLBNRCB650,Black Rectangular container base 650ml,650ml,174x164x49mm,CTN,1x300sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBCBR750,FPLBCBR750,Black Rectangular container base 750ml,750ml,225x153x40mm,CTN,1x300sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBCBR800,FPLBCBR800,Black Rectangular container base 800ml,800ml,205x170x45mm,CTN,1x300sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBCBR1000,FPLBCBR1000,Black Rectangular container base 1000ml,1000ml,225x153x59mm,CTN,1x300sets,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLRSB450I,FPLRSB450I,Red Soup Bowl base 450cc with Lid,450cc,125x73mm,CTN,1x200sets,Red,UAE,10,9,100,1,
Plastic,Bowl,,FPLRSB550I,FPLRSB550I,Red Soup Bowl base 550cc with Lid,550cc,142x70mm,CTN,1x200sets,Red,UAE,10,9,100,1,
Plastic,Bowl,,FPLRSB700I,FPLRSB700I,Red Soup Bowl base 700cc with Lid,700cc,160x72mm,CTN,1x200sets,Red,UAE,10,9,100,1,
Plastic,Bowl,,FPLRSB1000I,FPLRSB1000I,Red Soup Bowl base 1000cc with Lid,1000cc,188x65mm,CTN,1x200sets,Red,UAE,10,9,100,1,
Plastic,Bowl,,FPLBSB450I,FPLBSB450I,Black Soup Bowl base 450cc with Lid,450cc,125x73mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLBSB550I,FPLBSB550I,Black Soup Bowl base 550cc with Lid,550cc,142x70mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLBSB700I,FPLBSB700I,Black Soup Bowl base 700cc with Lid,700cc,160x72mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLBSB1000I,FPLBSB1000I,Black Soup Bowl base 1000cc with Lid,1000cc,188x65mm,CTN,1x200sets,Black,UAE,10,9,100,1,
Plastic,Cup,,FPLBPC1I,FPLBPC1I,Black Portion Base Cup 1Oz with Lid,1Oz,30ml,CTN,1x2500Pcs,Black,UAE,10,9,100,1,
Plastic,Cup,,FPLBPC2I,FPLBPC2I,Black Portion Base Cup 2Oz with Lid,2Oz,60ml,CTN,1x2500Pcs,Black,UAE,10,9,100,1,
Plastic,Cup,,FPLBPC2.5I,FPLBPC2.5I,Black Portion Base Cup 2.5Oz with Lid,2.5Oz,80ml,CTN,1x2500Pcs,Black,UAE,10,9,100,1,
Plastic,Cup,,FPLBPC4I,FPLBPC4I,Black Portion Base Cup 4Oz with Lid,4Oz,100ml,CTN,1x2500Pcs,Black,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH1I,FPLCPCH1I,Clear Portion Cup 1Oz with Lid,1Oz,30ml,CTN,1x2000sets,white,UAE,10,9,100,1,
Plastic,Cup,,FPLPCPCH1I,FPLPCPCH1I,PET Clear Portion Cup 1Oz with Lid,1Oz,30ml,CTN,1x5000sets,white,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH1.5I,FPLCPCH1.5I,Clear Portion Cup 1.5Oz with Lid,1.5Oz,45ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH2I,FPLCPCH2I,Clear Portion Cup 60mlz with Lid,2Oz,60ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH2.5I,FPLCPCH2.5I,Clear Portion Cup 75ml with Lid,2.5Oz,75ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPL80CPCH2.5I,FPL80CPCH2.5I,Clear Portion Cup 80Oz with Lid,2.5Oz,80Ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH4I,FPLCPCH4I,Clear Portion Cup 4Oz with Lid,4Oz,100ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLCPCH5.5I,FPLCPCH5.5I,Clear Portion Cup 5.5Oz with Lid,5.5Oz,165ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPL120CPCH4I,FPL120CPCH4I,Clear Portion Cup 120ml with Lid,4Oz,120ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLHSC1I,FPLHSC1I,Hinged Lid Sauce Cup 1Oz,1Oz,30ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Cup,,FPLHSC2I,FPLHSC2I,Hinged Lid Sauce Cup 2Oz,2Oz,60ml,CTN,1x2500Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC4I,FPLRSCC4I,Rectangular Salad Crystal clear container with Lid 4Oz,4Oz,108X89X27mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC6I,FPLRSCC6I,Rectangular Salad Crystal clear container with Lid 6Oz,6Oz,108x89x43mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC8I,FPLRSCC8I,Rectangular Salad Crystal clear container with Lid 8Oz,8Oz,156x129x41mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC12I,FPLRSCC12I,Rectangular Salad Crystal clear container with Lid 12Oz,12Oz,156x129x50mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC16I,FPLRSCC16I,Rectangular Salad Crystal clear container with Lid 16Oz,16Oz,156x129x58mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC24I,FPLRSCC24I,Rectangular Salad Crystal clear container with Lid 24Oz,24Oz,198x174x46mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC32I,FPLRSCC32I,Rectangular Salad Crystal clear container with Lid 32Oz,32Oz,198x174x69mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC48I,FPLRSCC48I,Rectangular Salad Crystal clear container with Lid 48Oz,48Oz,200x160x65mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLRSCC64I,FPLRSCC64I,Rectangular Salad Crystal clear container with Lid 64Oz,64Oz,200x160x75mm,CTN,1x250sets,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC6,FPLHIOSC6,Hinged Lid Oval Salad Container 6Oz ,6Oz,140x105x27mm,CTN,1x500Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC8,FPLHIOSC8,Hinged Lid Oval Salad Container 8Oz ,8Oz,140x105x30mm,CTN,1x250Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC12,FPLHIOSC12,Hinged Lid Oval Salad Container 12Oz ,12Oz,140x105x40mm,CTN,1x250Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC16,FPLHIOSC16,Hinged Lid Oval Salad Container 16Oz ,16Oz,140x105x55mm,CTN,1x250Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC24,FPLHIOSC24,Hinged Lid Oval Salad Container 24Oz ,24Oz,193X160X47mm,CTN,1x250Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHIOSC32,FPLHIOSC32,Hinged Lid Oval Salad Container 32Oz ,32Oz,93x162x60mm,CTN,1x200Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLHOCFK,FPLHOCFK,Hinged Oval Conatainer with Fork,,190x133x75mm,CTN,1x150Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLCBC7,FPLCBC7,"Clear Baguette Container 7""","7""",225X195X59mm,CTN,1x400Pcs,white,UAE,10,9,100,1,
Plastic,Container,,FPLCBC9,FPLCBC9,"Clear Baguette Container 9""","9""",262X189X59MM,CTN,1x400Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB8I,FPLHFDSB8I,White Flower Design Salad Bowl 8Oz with Lid,250ml,95x60mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB12I,FPLHFDSB12I,White Flower Design Salad Bowl 12Oz with Lid,375ml,136x75mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB16I,FPLHFDSB16I,White Flower Design Salad Bowl 16Oz with Lid,150ml,153x84mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB24I,FPLHFDSB24I,White Flower Design Salad Bowl 24Oz with Lid,750ml,172x94mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB32I,FPLHFDSB32I,White Flower Design Salad Bowl 32Oz with Lid,1000ml,187x102mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLHFDSB48I,FPLHFDSB48I,White Flower Design Salad Bowl 48Oz with Lid,1500ml,213x115mm,CTN,1x300Pcs,white,UAE,10,9,100,1,
Plastic,Bowl,,FPLBFDSB18I,FPLBFDSB18I,Black  Flower Design Salad Bowl 18Oz with Lid,18Oz,175x50mm,CTN,1x300Pcs,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLBFDSB24I,FPLBFDSB24I,Black Flower Design Salad Bowl 24Oz with Lid,24Oz,175x63mm,CTN,1x300Pcs,Black,UAE,10,9,100,1,
Plastic,Bowl,,FPLBFDSB32I,FPLBFDSB32I,Black Flower Design Salad Bowl 32Oz with Lid,32Oz,175x85mm,CTN,1x300Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLCDC24I,FPLCDC24I,Hinged Lid Clear Deli Contaqiner 24oz,24Oz,181x160x47mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLCDC32I,FPLCDC32I,Hinged Lid Clear Deli Contaqiner 32oz,32Oz,181x160x65mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLCDC48I,FPLCDC48I,Hinged Lid Clear Deli Contaqiner 48oz,48Oz,210x193x63mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLCDC64I,FPLCDC64I,Hinged Lid Clear Deli Contaqiner 64oz,64Oz,210x193x84mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Box,,FPLSWS,FPLSWS,Sandwich Wedge Small,Small,183x79x83mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Box,,FPLSWL,FPLSWL,Sandwich Wedge Large,Large,150x70x95mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FP5COPTCI,FP5COPTCI,5 Comp.PET Container with Lid,,260x54mm,CTN,1x50Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLSOPL500,FPLSOPL500,Square Cake Clear Container Small (OPL 500),Small,175x175x80mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLSOPL400,FPLSOPL400,Square Cake Clear Container Medium (OPL 400),Medium,200x200x80mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLSOPL300*200,FPLSOPL300*200,Square Cake Clear Container Large (OPL 300*200),Large,220x220x75mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLSXOPL200,FPLSXOPL200,Square Cake Clear Container X-Large c(OPL 200),X-Large,258x240x90mm,CTN,1x250Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLRHCCS,FPLRHCCS,Round Hinged Cake Clear Container Small,Small,160x67mm,CTN,1x450Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLRHCCM,FPLRHCCM,Round Hinged Cake Clear Container Medium,Medium,220x70mm,CTN,1x200Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLRHCCL,FPLRHCCL,Round Hinged Cake Clear Container Large,Large,235X100mm,CTN,1x210Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLRHCCXL,FPLRHCCXL,Round Hinged Cake Clear Container X-Large,X-Large,295x100mm,CTN,1x100Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLBBCC8I,FPLBBCC8I,"Black Base Clear Container 8"" with Lid","8""",245x90mm,CTN,1x50Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBBCC10I,FPLBBCC10I,"Black Base Clear Container 10"" with Lid","10""",310x140mm,CTN,1x50Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBBCC12I,FPLBBCC12I,"Black Base Clear Container 12"" with Lid","12""",360x155mm,CTN,1x50Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBBCC14I,FPLBBCC14I,"Black Base Clear Container 14"" with Lid","14""",400x155mm,CTN,1x50Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLBSBCC11I,FPLBSBCC11I,"Black  Square Base Clear Container 11"" with Lid","11""",275x275mm,CTN,1x130Pcs,Black,UAE,10,9,100,1,
Plastic,Container,,FPLHCHPS75,FPLHCHPS75,Clear Hinged Pastry Conatiner 75,,210x125x75mm,CTN,1X350Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCHPS85,FPLHCHPS85,Clear Hinged Pastry Conatiner 85,,210x125x85mm,CTN,1x340Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCHDS85,FPLHCHDS85,Clear Hinged Donut Conatiner 85,,210x125x95mm,CTN,1x330Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCTCC,FPLHCTCC,Clear Triangular Cake Container ,,140x140x35mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICC6,FPLIPICC6,Pet Ice Cream Cup   6Oz,6Oz,98x43mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICC8,FPLIPICC8,Pet Ice Cream Cup   8Oz,8Oz,98x51mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICC10,FPLIPICC10,Pet Ice Cream Cup   10Oz,10Oz,98x66mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICDC6,FPLIPICDC6,Pet Ice Cream Cup Dome Lid 6Oz,6Oz,98mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICDC8,FPLIPICDC8,Pet Ice Cream Cup Dome Lid 8Oz,8Oz,98mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLIPICDC10,FPLIPICDC10,Pet Ice Cream Cup Dome Lid 10Oz,10Oz,98mm,CTN,1x1000Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHMPCB5,FPLHMPCB5,"Multi Puirpose Clear Burger Box 5""","5""",140x140x72mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHMPCB6,FPLHMPCB6,"Multi Puirpose Clear Burger Box 6""","6""",158x156x80mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCB6,FPLHCB6,Hinged 6 Croissant Box,,234x160x126mm,CTN,1x250Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCBH10,FPLHCBH10,Hinged 10 Croissant Box,,215x193x155mm,CTN,1x250Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHCSWB,FPLHCSWB,Hinged Club Sandwich Box,,220x196x70mm,CTN,1x250Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLHRHCOPL5H,FPLHRHCOPL5H,Hinged Rectangular Container (OPL 5H),,200x140x48mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLOBS,FPLOBS,Oblong Box Small ,,162x113x77mm,CTN,1x800Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLOBM,FPLOBM,Oblong Box Medium,,226x115x72mm,CTN,1x600Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLOBL,FPLOBL,Oblong Box Large,,244x115x80mm,CTN,1x500Pcs,White,UAE,10,9,100,1,
Plastic,Container,,FPLPAC,FPLPAC,Pineapple Container,,225x95x80mm,CTN,1x600Pcs,White,UAE,10,9,100,1,
Plastic,Bottle,,FPLCJB200,FPLCJB200,Clear Juice Bottle 200ml,,200ml,CTN,1x200Pcs,,UAE,10,9,100,1,
Plastic,Bottle,,FPLCJB300,FPLCJB300,Clear Juice Bottle 300ml,,300ml,CTN,1x2140Pcs,,UAE,10,9,100,1,
Plastic,Bottle,,FPLCJB500,FPLCJB500,Clear Juice Bottle 500ml,,500ml,CTN,1x100Pcs,,UAE,10,9,100,1,
Plastic,Bottle,,FPLCJB1000,FPLCJB1000,Clear Juice Bottle 1000ml,,1000ml,CTN,1x144Pcs,,UAE,10,9,100,1,
Plastic,Bottle,,FPLCJB1500,FPLCJB1500,Clear Juice Bottle 1500ml,,1500ml,CTN,1x104Pcs,,UAE,10,9,100,1,
Plastic,Bottle,,FPLPCIC,FPLPCIC,Cup Insert for Clear PET Cup,,,CTN,1x100Pcs,,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC8,FPPCCC8,PET Clear Crystal Cup 8Oz,8Oz,78x84mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC10,FPPCCC10,PET Clear Crystal Cup 10Oz,10Oz,84x107mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC12,FPPCCC12,PET Clear Crystal Cup 12Oz,12Oz,90x110mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC14,FPPCCC14,PET Clear Crystal Cup 14Oz,14Oz,90x115mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC16,FPPCCC16,PET Clear Crystal Cup 16Oz,16Oz,98x121mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC20,FPPCCC20,PET Clear Crystal Cup 20Oz,20Oz,98x136mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPPCCC24,FPPCCC24,PET Clear Crystal Cup 24Oz,24Oz,98x153mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLS,FPLS,Special Clear Cup 12Oz,12Oz,87X109mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPFC,FPFC,Flooda Cup 12Oz  PET,12Oz,95x115xmm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLCPPC10,FPLCPPC10,Clear PP Clear Cup 10Oz,10Oz,89x95mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLCPPC12,FPLCPPC12,Clear PP Clear Cup 12Oz,12Oz,89x109mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLCPPC14,FPLCPPC14,Clear PP Clear Cup 14Oz,14oz,89x129mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLCPPC16,FPLCPPC16,Clear PP Clear Cup 16Oz,16Oz,89x147mm,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLJC12I,FPLJC12I,Juice Cup 12Oz with Lid,12Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLEJC12I,FPLEJC12I,Printed Juice Cup  12Oz with Lid,12Oz,,CTN,1x1000Pcs,Printed,UAE,10,9,100,1,
Plastic,Cup,,FPLCAC6,FPLCAC6,Clear Airline Cup 6Oz,6Oz,180ml,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Cup,,FPLCAVC8,FPLCAVC8,Clear Airline/Nova  Cup 8Oz,8Oz,240ml,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI8,FPLFI8,Flat Lid 8oz,8Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI10,FPLFI10,Flat Lid 10oz,10Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI12,FPLFI12,Flat Lid 12oz,12Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI4,FPLFI4,Flat Lid 14oz,14Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI6,FPLFI6,Flat Lid 16oz,16Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI20,FPLFI20,Flat Lid 20oz,20Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLFI24,FPLFI24,Flat Lid 24oz,24Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI8,FPLDI8, Dome Lid 8oz,8Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI10,FPLDI10, Dome Lid 10oz,10Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI12,FPLDI12, Dome Lid 12oz,12Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI14,FPLDI14, Dome Lid 14oz,14Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI16,FPLDI16, Dome Lid 16oz,16Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI20,FPLDI20, Dome Lid 20oz,20Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Lid,,FPLDI24,FPLDI24, Dome Lid 24oz,24Oz,,CTN,1x1000Pcs,Clear,UAE,10,9,100,1,
Plastic,Plate,,"FPRPP7""","FPRPP7""","Round Paper Plate 7""","7""",178mm,CTN,25pcs x 20pkts,White,UAE,10,9,100,1,
