category,sc1,sc2,sku,serial_number,item_description,size,volume,unit,packaging,color,source1,retail_price,selling_price,qty,offer,Image
Paper,Bag,White Paper Bag Normal,FPPBHN4,FPPBHN4, White Paper Bag Normal 4,,,CTN,1x 4kg,White,UAE,10,9,100,1,
Paper,Bag,White Paper Bag Normal,FPPBHN5,FPPBHN5, White Paper Bag Normal 5,,,CTN,1x 4kg,White,UAE,10,9,100,1,
Paper,Bag,White Paper Bag Normal,FPPBHN6,FPPBHN6, White Paper Bag Normal 6,,,CTN,1x 4kg,White,UAE,10,9,100,1,
Paper,Bag,White Paper Bag Normal,FPPBHN7,FPPBHN7, White Paper Bag Normal 7,,,CTN,1x 4kg,White,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD3.5,FPPOD3.5,"Round Paper Doilies 3.5""","3.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD4,FPPOD4,"Round Paper Doilies 4""","4""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD4.5,FPPOD4.5,"Round Paper Doilies 4.5""","4.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD5,FPPOD5,"Round Paper Doilies 5""","5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD5.5,FPPOD5.5,"Round Paper Doilies 5.5""","5.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD6.5,FPPOD6.5,"Round Paper Doilies 6.5""","6.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD7,FPPOD7,"Round Paper Doilies 7""","7""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD7.5,FPPOD7.5,"Round Paper Doilies 7.5""","7.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD8.5,FPPOD8.5,"Round Paper Doilies 8.5""","8.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD9,FPPOD9,"Round Paper Doilies 9""","9""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD9.5,FPPOD9.5,"Round Paper Doilies 9.5""","9.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD10.5,FPPOD10.5,"Round Paper Doilies 10.5""","10.5""",,CTN,250Pcs x 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD12,FPPOD12,"Round Paper Doilies 12""","12""",,CTN,250x4Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD12.5,FPPOD12.5,"Round Paper Doilies 12.5""","12.5""",,CTN,250x4Pkt,,UAE,10,9,100,1,
Paper,Doilies,Round,FPPOD16,FPPOD16,"Round Paper Doilies 16""","16""",,CTN,250x4Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD5.59.5,FPPRD5.59.5,"Rectangular Paper Doilies 5.5""x 9.5""","5.5""x 9.5""",,CTN,250 X 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD711,FPPRD711,"Rectangular Paper Doilies 7""x 11""","7""x 11""",,CTN,250 X 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD812,FPPRD812,"Rectangular Paper Doilies 8""x 12""","8""x 12""",,CTN,250 X 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD1014,FPPRD1014,"Rectangular Paper Doilies 10""x 14""","10""x 14""",,CTN,250 X 8Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD1216,FPPRD1216,"Rectangular Paper Doilies 12""x 16""","12""x 16""",,CTN,250x4Pkt,,UAE,10,9,100,1,
Paper,Doilies,Rectangular,FPPRD1418,FPPRD1418,"Rectangular Paper Doilies 14""x 18""","14""x 18""",,CTN,250x4Pkt,,UAE,10,9,100,1,
Paper,Coaster,,FPPNWC9.5,FPPNWC9.5,Non Woven Coaster 9.5cm,95mm,,CTN,1x500  Pcs,,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOG9,FPPCBOG9,"Cake Board Round, Gold 9",90mm Dia,,CTN,1x100  Pcs,Gold,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOG10,FPPCBOG10,"Cake Board Round, Gold 10",100mm Dia,,CTN,1x100 Pcs,Gold,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOG12,FPPCBOG12,"Cake Board Round, Gold 12",120mm Dia,,CTN,1x100 Pcs,Gold,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS6,FPPCBOS6,"Cake Board Round, Silver 6",60mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS7,FPPCBOS7,"Cake Board Round, Silver 7",70mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS8,FPPCBOS8,"Cake Board Round, Silver 8",80mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS9,FPPCBOS9,"Cake Board Round, Silver 9",90mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS10,FPPCBOS10,"Cake Board Round, Silver 10",100mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS11,FPPCBOS11,"Cake Board Round, Silver 11",110mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS12,FPPCBOS12,"Cake Board Round, Silver 12",120mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS13,FPPCBOS13,"Cake Board Round, Silver 13",130mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Round,FPPCBOS14,FPPCBOS14,"Cake Board Round, Silver 14",140mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS6,FPPSCBS6,"Cake Board Square, Silver 6",60mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS7,FPPSCBS7,"Cake Board Square, Silver 7",70mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS8,FPPSCBS8,"Cake Board Square, Silver 8",80mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS9,FPPSCBS9,"Cake Board Square, Silver 9",90mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS10,FPPSCBS10,"Cake Board Square, Silver 10",100mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS11,FPPSCBS11,"Cake Board Square, Silver 11",110mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS12,FPPSCBS12,"Cake Board Square, Silver 12",120mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS13,FPPSCBS13,"Cake Board Square, Silver 13",130mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Board,Square,FPPSCBS14,FPPSCBS14,"Cake Board Square, Silver 14",140mm Dia,,CTN,1x50  Pcs,Silver,UAE,10,9,100,1,
Paper,Wrap,,FPPEPWS,FPPEPWS, Printed Pocket Wrap Small ,Small,120x120mm,CTN,1X1000 Pcs,Printed,UAE,10,9,100,1,
Paper,Wrap,,FPPEPWL,FPPEPWL,Printed Pocket Wrap Large,Large,163x163mm,CTN,1X1000 Pcs,Printed,UAE,10,9,100,1,
Paper,Wrap,,FPPPWS,FPPPWS,Pocket Wrap Small,Small,120x120mm,CTN,1X1000 Pcs,Plane,UAE,10,9,100,1,
Paper,Wrap,,FPPPWL,FPPPWL,Pocket Wrap Large,Large,163x163mm,CTN,1X1000 Pcs,Plane,UAE,10,9,100,1,
Paper,Roll,,FPPBPR4575,FPPBPR4575,Baking Paper Roll,,45x75mm,CTN,1x6 Roll,,UAE,10,9,100,1,
Paper,Sheet,,FPPW75SqF,FPPW75SqF,Wax Paper,,75SqFt,CTN,1x12 Roll,,UAE,10,9,100,1,
Paper,Sheet,,FPPBS1,FPPBS1,Baking Paper S1,,40x60mm,CTN,1x 500 Pcs,White,UAE,10,9,100,1,
Paper,Sheet,,FPPBS2,FPPBS2,Baking Paper S2,,50x75mm,CTN,1x 500 Pcs,White,UAE,10,9,100,1,
Paper,,,FPPSWN,FPPSWN,Sandwich Paper Normal,Normal,,CTN,1x10Pkt,,UAE,10,9,100,1,
Paper,,,FPPSWE,FPPSWE,Sandwich Paper Printed,,30x40cm,CTN,1x500 Pcs,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCH5.5,FPPCCH5.5,Cake Cup 5.5cm,,5.5cm,CTN,1000Pcsx50Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH6,FPPCCH6,Cake Cup 6cm,,6cm,CTN,1000Pcsx50Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH7,FPPCCH7,Cake Cup 7cm,,7cm,CTN,1000Pcsx50Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH8.5,FPPCCH8.5,Cake Cup 8.5cm,,8.5cm,CTN,1000Pcsx25Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH9.5,FPPCCH9.5,Cake Cup 9.5cm,,9.5cm,CTN,1000Pcsx25Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH10.5,FPPCCH10.5,Cake Cup 10.5cm,,10.5cm,CTN,1000Pcsx25Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH11.5,FPPCCH11.5,Cake Cup 11.5cm,,11.5cm,CTN,1000Pcsx25Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCH12.5,FPPCCH12.5,Cake Cup 12.5cm,,12.5cm,CTN,1000Pcsx25Pkt,White,UAE,10,9,100,1,
Paper,Cup,,FPPCCD5.5,FPPCCD5.5,Cake Cup Brown 5.5Oz,5.5Oz,,CTN,1000Pcsx50Pkt,Brown,UAE,10,9,100,1,
Paper,Cup,,FPPCCD7,FPPCCD7,Cake Cup Printed 7cm,,7cm,CTN,1000Pcsx50Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCD8.5,FPPCCD8.5,Cake Cup Printed 8.5cm,,8.5cm,CTN,1000Pcsx25Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCD9.5,FPPCCD9.5,Cake Cup Printed 9.5cm,,9.5cm,CTN,1000Pcsx25Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCD10.5,FPPCCD10.5,Cake Cup Printed 10.5cm,,10.5cm,CTN,1000Pcsx25Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCD11.5,FPPCCD11.5,Cake Cup Printed 11.5cm,,11.5cm,CTN,1000Pcsx25Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPCCD12.5,FPPCCD12.5,Cake Cup Printed 12.5cm,,12.5cm,CTN,1000Pcsx25Pkt,Printed,UAE,10,9,100,1,
Paper,Cup,,FPPACDC15,FPPACDC15,Aluminium Coated Brown Cup 15cm,15cm,15x15cm,CTN,1x1000 Pcs,Brown,UAE,10,9,100,1,
Paper,Cup,,FPPACDC17.5,FPPACDC17.5,Aluminium Coated Brown Cup 17.5cm,17.5cm,17.5x17.5cm,CTN,1X900 Pcs,Brown,UAE,10,9,100,1,
Paper,Cup,,FPPDTC15,FPPDTC15,Brown Tulip Cup 15cm,15cm,15x15cm,CTN,1x2500 Pcs,Brown,UAE,10,9,100,1,
Paper,Cup,,FPPDTC17.5,FPPDTC17.5,Brown Tulip Cup 17.5cm,17.5cm,17.5x17.5cm,CTN,1x2500 Pcs,Brown,UAE,10,9,100,1,
Paper,Tray,,FPPIMT86H1,FPPIMT86H1,Italian Muffin Tray 1Oz,1Oz,8x6,CTN,48Cups x 100Sheets,,UAE,10,9,100,1,
Paper,Tray,,FPPIMT64H2,FPPIMT64H2,Italian Muffin Tray 2Oz,2Oz,6x4,CTN,24Cups x 125Sheets,,UAE,10,9,100,1,
Paper,Tray,,FPPIMT64H4,FPPIMT64H4,Italian Muffin Tray 4Oz,4Oz,6x4,CTN,24Cups x 125Sheets,,UAE,10,9,100,1,
Paper,Mould,,FPPRMEM150,FPPRMEM150,Rectangular Paper Making Mould 150mm,,150x65x50mm,CTN,1x1000 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPRMEM200,FPPRMEM200,Rectangular Paper Making Mould 200mm,,200x65x50mm,CTN,1x1000 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPRMEM227,FPPRMEM227,Rectangular Paper Making Mould 227mm,,227x70x65mm,CTN,1x480 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPRMEM260,FPPRMEM260,Rectangular Paper Making Mould 260mm,,260x65x50mm,CTN,1x1000 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPOMEM150,FPPOMEM150,Round Paper Making Mould 150mm,,155x55m,CTN,1x540 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPOMEM170,FPPOMEM170,Round Paper Making Mould 170mm,,170x55mm,CTN,1x540 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPOMEM185,FPPOMEM185,Round Paper Making Mould 185mm,,185x35mm,CTN,1x600 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPOMEM200,FPPOMEM200,Round Paper Making Mould 200mm,,200x35mm,CTN,1x600 Pcs,Printed,UAE,10,9,100,1,
Paper,Mould,,FPPOMEM20065,FPPOMEM20065,Round Paper Making Mould 200x65mm,,200x65mm,CTN,1x480 Pcs,Printed,UAE,10,9,100,1,
Paper,Bag,,FPPPBC21,FPPPBC21,Clear Pasty Piping Bag,"21""",,CTN,100Pcs x 10Roll,Clear,UAE,10,9,100,1,
Paper,Filter,,FPPHCFS,FPPHCFS,Coffe Filter Small,,25Cm (12 Cups),CTN,1x100 Pcs,White,UAE,10,9,100,1,
Paper,Filter,,FPPHCFL,FPPHCFL,Coffe Filter Large,3 Gallon,45cm,CTN,1x500 Pcs,White,UAE,10,9,100,1,
Paper,Box,,FPPSBEG1510,FPPSBEG1510,Sweet Box 15x10,,15x10Cm,CTN,1x250 Pcs,Printed Gold,UAE,10,9,100,1,
Paper,Box,,FPPSBEG2010,FPPSBEG2010,Sweet Box 20x10,,20x10Cm,CTN,1x250 Pcs,Printed Gold,UAE,10,9,100,1,
Paper,Box,,FPPSBEG1515,FPPSBEG1515,Sweet Box 15x15,,15x15Cm,CTN,1x250 Pcs,Printed Gold,UAE,10,9,100,1,
Paper,Box,,FPPSBEG2020,FPPSBEG2020,Sweet Box 20x20,,20x20Cm,CTN,1x250 Pcs,Printed Gold,UAE,10,9,100,1,
Paper,Box,,FPPSBEH2511,FPPSBEH2511,Sweet Box 25x11,,25x10Cm,CTN,1x250 Pcs,Printed White,UAE,10,9,100,1,
Paper,Box,,FPPSBEH2525,FPPSBEH2525,Sweet Box 25x25,,25x25Cm,CTN,1x250 Pcs,Printed White,UAE,10,9,100,1,
Paper,Carrier,,FPPJCCE2,FPPJCCE2, 2 Cup Juice Carrier,2Cup,2Cup,CTN,1x250 Pcs,Printed,UAE,10,9,100,1,
Paper,Carrier,,FPPJCCE4,FPPJCCE4, 4 Cup Juice Carrier,4Cup,4Cup,CTN,1x250 Pcs,Printed,UAE,10,9,100,1,
Paper,Carrier,,FPPCH2,FPPCH2,Corrugated 2Cup Holde,2Cup,2Cup,CTN,1x600 Pcs,,UAE,10,9,100,1,
Paper,Carrier,,FPPCH4,FPPCH4,Corrugated 4Cup Holde,4Cup,4Cup,CTN,1x300 Pcs,,UAE,10,9,100,1,
Paper,Carrier,,FPLCC4,FPLCC4,Plastic 4Cup Carrier,4Cup,4Cup,CTN,1x250 Pcs,,UAE,10,9,100,1,
Paper,Sleeve,,FPPHSD8,FPPHSD8,Paper Hot Sleeve 8Oz,8Oz,,CTN,1x1000 Pcs,Brown,UAE,10,9,100,1,
Paper,Sleeve,,FPPHSD12,FPPHSD12,Paper Hot Sleeve 12Oz,12Oz,,CTN,1x1000 Pcs,Brown,UAE,10,9,100,1,
Paper,Sleeve,,FPPHSD16,FPPHSD16,Paper Hot Sleeve 16Oz,16Oz,,CTN,1x1000 Pcs,Brown,UAE,10,9,100,1,
Paper,Roll,,FPPTRH100,FPPTRH100,Toilet Roll 100 Sheets,,100x100mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH150,FPPTRH150,Toilet Roll 150 Sheets,,100x150mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH200,FPPTRH200,Toilet Roll 200 Sheets,,100x200mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH300,FPPTRH300,Toilet Roll 300 Sheets,,100x300mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH350,FPPTRH350,Toilet Roll 350 Sheets,,100x350mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH400,FPPTRH400,Toilet Roll 400 Sheets,,100x400mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH500,FPPTRH500,Toilet Roll 500 Sheets,,100x500mm,Pkt,10Rollx10Pkt,White,UAE,10,9,100,1,
Paper,Roll,,FPPMRH1P,FPPMRH1P,Maxi Roll 1 Ply,,,CTN,1x6 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPMRH2P,FPPMRH2P,Maxi Roll 2 Ply,,,CTN,1x6 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPEMRH1P,FPPEMRH1P,Embossed Maxi Roll 2 Ply,,2ply,CTN,1x6 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPACRH,FPPACRH,Auto Cut Roll,,,CTN,1x6 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPIACRH2P,FPPIACRH2P,Italian Auto Cut Roll 2 Ply,,,CTN,1x6 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPMRH,FPPMRH,Paper Mini Roll,,,CTN,1x12 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPTRH,FPPTRH,Paper T Roll,,,CTN,1x12 Roll,White,UAE,10,9,100,1,
Paper,Roll,,FPPBRW5050,FPPBRW5050,Bed Roll 1 50x50Mtr,,,CTN,,,UAE,10,9,100,1,
Paper,Roll,,FPPBRWECO,FPPBRWECO,Bed Roll 1 50cm Eco,,,CTN,,,UAE,10,9,100,1,
Paper,Tissue,,FPPSFTBR,FPPSFTBR,Soft Facial Tissue _Brand,,200Pcsx2Ply,Pkt,5Boxes x 6Pkt,,UAE,10,9,100,1,
Paper,Plate,,FPBDPTW7,FPBDPTW7,"Bio Degradable Pulp Tableware 7""","7""",180x18mm,CTN,1x1000 Pcs,,UAE,10,9,100,1,
Paper,Plate,,FPBDPTW9,FPBDPTW9,"Bio Degradable Pulp Tableware 9""","9""",230x20mm,CTN,1x500 Pcs,,UAE,10,9,100,1,
Paper,Plate,,FPBDPTW10,FPBDPTW10,"Bio Degradable Pulp Tableware 10""","10""",261x20mm,CTN,1x500 Pcs,,UAE,10,9,100,1,
Paper,Tray,,FPPTT5COM,FPPTT5COM,Pulp Tableware Tray 5 Compartment ,5COM,265x215x25mm,CTN,1x500 Pcs,,UAE,10,9,100,1,
Paper,Tray,,FPPTT5COML,FPPTT5COML,Pulp Tableware Tray 5 Compartment Large,5COM LARGE,"12.5""x8.5""",CTN,1x500 Pcs,,UAE,10,9,100,1,
Paper,Box,,FPBDLB2,FPBDLB2,Bio Degradable Lunch Box 2 Compartment,,251x161x63mm,CTN,1x500 Pcs,,UAE,10,9,100,1,
Paper,Box,,FPBDLB3,FPBDLB3,Bio Degradable Lunch Box 3 Compartment,,240x230x50mm,CTN,1x200 Pcs,,UAE,10,9,100,1,
Paper,Bowl,,FPBDB12,FPBDB12,Bio Degradable Bowl 12Oz,12Oz,350ml,CTN,1x1000 Pcs,,UAE,10,9,100,1,
Paper,Bowl,,FPBDB14,FPBDB14,Bio Degradable Bowl 14Oz,14Oz,425ml,CTN,1x600 Pcs,,UAE,10,9,100,1,
Paper,Bowl,,FPBDB16,FPBDB16,Bio Degradable Bowl 16Oz,16Oz,500ml,CTN,1x600 Pcs,,UAE,10,9,100,1,
Paper,Tissue,,FPT180X2,FPT180X2,Refresh Tissue 180x2ply,,200x230mm,CTN,5 boxes x 6 pkt,White,UAE,10,9,100,1,
Paper,Tissue,,FPT200X2P,FPT200X2P,"Refresh Tissue 200x2ply,Premium",,200x230mm,CTN,5 boxes x 6 pkt,White,UAE,10,9,100,1,
Paper,Tissue,,FPMRE1P,FPMRE1P,Embossed Maxi Roll 1 ply,,300mtr,Pkt,6 rolls x 1 pkt,White,UAE,10,9,100,1,
Paper,Tissue,,FPPKRW,FPPKRW,Paper Kitchen Roll,,,Pkt,2pcs x 12 pkt,White,UAE,10,9,100,1,
Paper,Tissue,,FPCFPN3333,FPCFPN3333,Cotton feel Paper Napkin 33x33,,33x33cm,CTN,25pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Tissue,,FPCFPN4040,FPCFPN4040,Cotton feel Paper Napkin 40x40,,40x40cm,CTN,25pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Tissue,,FPPBDN3333,FPPBDN3333,Brown Paper Dinner Napkin 33x33,,33x33cm,CTN,50pcs x 40pkts,Brown,UAE,10,9,100,1,
Paper,Tissue,,FPPBDN4040,FPPBDN4040,Brown Paper Dinner Napkin 40x40,,40x40,CTN,50pcs x 40pkts,Brown,UAE,10,9,100,1,
Paper,Tissue,,FPPN30CEC,FPPN30CEC,"Paper Napkin 30cm,eco",,30cm,CTN,100pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Tissue,,FPPN30CM,FPPN30CM,Paper Napkin 30cm ,,30cm,CTN,100pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Tissue,,FPN3333,FPN3333,Paper Napkin 33x33,,33x33cm,CTN,50pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Tissue,,FPN4040,FPN4040,Paper Napkin 40x 40,,40x40cm,CTN,50pcs x 40pkts,White,UAE,10,9,100,1,
Paper,Cup,,FPPC6,FPPC6,Paper Cup 6 oz,,69x72mm,CTN,50pcs x 20pkts,White,UAE,10,9,100,1,
Paper,Cup,,FPPC7WH,FPPC7WH,"Paper Cup 7 oz, With Hnadle",,72x81mm,CTN,50pcs x 20pkts,White,UAE,10,9,100,1,
Paper,Cup,,FPPJC12,FPPJC12,"Paper Juice Cup, 12 oz",,80x117mm,CTN,50pcs x 20pkts,Custom,UAE,10,9,100,1,
Paper,Cup,,FPCC55W,FPCC55W,Cake Cup 5.5cm White,,55mm,CTN,100pcs x 50pkts,White,UAE,10,9,100,1,
Paper,Cup,,FPCC95W,FPCC95W,Cake Cup 9.5cm White,,95mm,CTN,100pcs x 50pkts,White,UAE,10,9,100,1,
Paper,Wrap,,FPSWP,FPSWP,Sandwich Paper,,250x350mm,CTN,10pkts,White,UAE,10,9,100,1,
Paper,Wrap,,FPWP12R,FPWP12R,Wax Paper 75 Sq.ft,,75 Sq.ft,CTN,12 rolls,Cream ,UAE,10,9,100,1,
Paper,Wrap,,FPWP6R,FPWP6R,Wax Paper 75 Mtr.,,75 Mtr.,CTN,6 rolls,Cream ,UAE,10,9,100,1,
Paper,Plate,,FPPP7LD,FPPP7LD,"Paper Plate 7"" Light Duty","7""",178mm,Pkt,100pcs x 12pkts,White,UAE,10,9,100,1,
Paper,Plate,,FPPP9LD,FPPP9LD,"Paper Plate 9"" Light Duty","9""",228mm,Pkt,100pcs x 12pkts,White,UAE,10,9,100,1,
Plastic,Container,,FPLRCB28I,FPLRCB28I,Rectangular container 28Oz+ Lid,28Oz,229x158x53mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCB38I,FPLRCB38I,Rectangular container 38Oz+ Lid,38oz,229x158x78mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLDCBI,FPLDCBI,Deep Container +Clear Lid,,222x135x65mm,CTN,1x500Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCBI,FPLSCBI,Square Container + Clear Lid,,222x135x53mm,CTN,1x250Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSWBI,FPLSWBI,Shallow Container +Clear Lid,,225x137x53mm,CTN,1x500Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCB8I,FPLRCB8I,Rectangular container 8Oz+ Lid,8Oz,157x127x28mm,CTN,1x250Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCB12I,FPLRCB12I,Rectangular container 12Oz+ Lid,12Oz,157x127x41mm,CTN,1x250Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL240RCBI,FPL240RCBI,Rectangular container + Lid,,240x205x42mm,CTN,1x250Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL137RCB8I,FPL137RCB8I,Rectangular container 137 8Oz+ Lid,,137X95x29mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL110RCB12I,FPL110RCB12I,Rectangular container 110 12Oz+ Lid,,110x115x40mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCB16I,FPLRCB16I,Rectangular container 16Oz + Lid,,200x140x30mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL221RCB8I,FPL221RCB8I,Rectangular container 221 28Oz+ Lid,,221x150x45mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLRCBI32,FPLRCBI32,Rectangular container 32Oz +Lid,,220x150x45mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL225RCB32I,FPL225RCB32I,Rectangular container 225 32Oz +Lid,,225x155x50mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB48I,FPLSCB48I,Square Container 48Oz+ Lid,,215x215x44mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLSCB58I,FPLSCB58I,Rectangular container 58Oz+ Lid,,292x201x41mm,CTN,1x150Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPL900CBPSL,FPL900CBPSL,Container 900ml+ PS Lid,,260x178x45mm,CTN,1x100Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPCCPPBI,FPCCPPBI,PP Chicken container+Lid,,265x200x380mm,CTN,1x80Sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOBC16I,FPLOBC16I,Round Base Container 16Oz+PS Lid,,160x46mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOBSWC24PSI,FPLOBSWC24PSI,Round Base Shallow Container 24Oz+PS Lid,,182x59mm,CTN,1x150sets,Black,UAE,10,9,100,1,
Plastic,Container,,FPLOBCB32PPI,FPLOBCB32PPI,Round Base Container 32Oz+PP Lid,,182x68mm,CTN,1x150sets,Black,UAE,10,9,100,1,
